Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Source_League
gh GHA,"FW,MF",Nantes,22,1998,24,10,"1,012",11.2,2,4,6,2,0,0,1,0,0.18,0.36,0.53,0.18,0.53,1.4,1.4,2.8,4.2,46.0,20.0,91.0,0.12,0.25,0.37,0.12,0.37,3000000.0,Osman Bukari,583,O. Bukari,22,69,73,170,68,Right,71,FW,4,2000000,9000,289,59,60,46,66,58,303,76,61,48,46,72,405,89,84,86,62,84,339,62,84,66,58,69,279,61,28,62,67,61,107,21,52,34,47,13,6,14,7,7,5,High,Medium,1,Ligue1
se SWE,"MF,FW",Reims,21,1999,8,4,364,4.0,2,0,2,1,1,1,0,0,0.49,0.0,0.49,0.25,0.25,1.7,0.9,0.0,1.0,10.0,13.0,14.0,0.43,0.01,0.44,0.23,0.24,5000000.0,Jens Cajuste,443,J. Cajuste,21,72,79,188,77,Right,74,FW,7,4700000,14000,306,58,57,66,75,50,329,74,64,44,71,76,376,73,80,79,68,76,345,66,63,82,78,56,325,73,68,68,71,45,202,67,70,65,43,6,12,12,6,7,4,Medium,Medium,1,Ligue1
ml MLI,FW,Troyes,20,2001,3,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2.0,0.19,0.0,0.19,0.19,0.19,150000.0,Mamadou Camara,314,M. Camara,23,74,78,178,69,Right,75,FW,4,5500000,21000,305,53,55,68,75,54,327,69,63,47,74,74,339,66,61,70,72,70,323,67,61,74,71,50,330,73,74,59,69,55,218,73,75,70,40,6,11,7,9,7,3,Medium,High,1,Ligue1
ml MLI,FW,Troyes,20,2001,3,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2.0,0.19,0.0,0.19,0.19,0.19,150000.0,Mamadou Camara,314,M. Camara,23,74,78,178,69,Right,75,FW,4,5500000,21000,305,53,55,68,75,54,327,69,63,47,74,74,339,66,61,70,72,70,323,67,61,74,71,50,330,73,74,59,69,55,218,73,75,70,40,6,11,7,9,7,3,Medium,High,1,Ligue1
fr FRA,"FW,MF",Brest,23,1997,32,13,"1,334",14.8,4,2,6,4,0,0,2,0,0.27,0.13,0.4,0.27,0.4,2.9,2.9,1.7,4.5,28.0,18.0,97.0,0.19,0.11,0.3,0.19,0.3,4500000.0,Irvin Cardona,439,I. Cardona,23,72,76,185,76,Right,74,FW,4,3400000,13000,342,56,73,63,73,77,331,73,68,58,58,74,349,74,73,70,69,63,367,78,80,70,71,68,268,28,24,75,72,69,64,27,17,20,52,9,11,6,13,13,3,High,High,1,Ligue1
fr FRA,"MF,FW",Troyes,23,1997,19,9,753,8.4,0,1,1,0,0,0,0,0,0.0,0.12,0.12,0.0,0.12,0.6,0.6,0.6,1.1,7.0,47.0,20.0,0.07,0.07,0.13,0.07,0.13,1200000.0,Dylan Chambost,631,D. Chambost,23,68,74,177,70,Left,70,FW,6,1900000,7000,318,65,65,58,71,59,316,66,58,54,68,70,332,69,64,69,62,68,335,68,61,73,68,65,308,58,56,64,70,60,157,48,58,51,51,11,11,8,11,10,2,High,Medium,1,Ligue1
fr FRA,"FW,MF",Lyon,17,2003,16,3,440,4.9,0,1,1,0,0,0,1,0,0.0,0.2,0.2,0.0,0.2,0.6,0.6,0.7,1.3,30.0,23.0,51.0,0.12,0.15,0.27,0.12,0.27,18000000.0,Rayan Cherki,366,R. Cherki,17,73,88,176,71,Left,74,FW,15,7000000,6000,288,70,64,28,69,57,374,86,77,73,59,79,382,75,70,84,69,84,297,76,34,55,66,66,277,57,22,69,68,61,57,19,23,15,43,7,14,6,8,8,5,High,Low,1,Ligue1
pt POR,"MF,FW",Lens,20,2001,33,16,"1,464",16.3,3,5,8,3,0,0,2,0,0.18,0.31,0.49,0.18,0.49,2.1,2.1,3.5,5.7,56.0,96.0,99.0,0.13,0.22,0.35,0.13,0.35,1800000.0,David Costa,431,David Costa,20,72,81,168,64,Left,73,FW,9,5000000,17000,288,63,67,34,69,55,338,80,69,49,62,78,389,77,73,86,68,85,259,56,45,47,41,70,250,43,32,62,65,48,101,36,30,35,43,6,8,9,10,10,3,High,Low,1,Ligue1
pt POR,"MF,FW",Lens,20,2001,33,16,"1,464",16.3,3,5,8,3,0,0,2,0,0.18,0.31,0.49,0.18,0.49,2.1,2.1,3.5,5.7,56.0,96.0,99.0,0.13,0.22,0.35,0.13,0.35,1800000.0,David Costa,431,David Costa,20,72,81,168,64,Left,73,FW,9,5000000,17000,288,63,67,34,69,55,338,80,69,49,62,78,389,77,73,86,68,85,259,56,45,47,41,70,250,43,32,62,65,48,101,36,30,35,43,6,8,9,10,10,3,High,Low,1,PrimeiraLigaPortugal
ca CAN,FW,Lille,21,2000,38,32,"2,804",31.2,15,0,15,13,2,3,3,0,0.48,0.0,0.48,0.42,0.42,14.6,12.3,3.5,15.8,43.0,67.0,182.0,0.47,0.11,0.58,0.39,0.51,900000.0,Jonathan David,77,J. David,21,79,85,180,77,Right,81,FW,6,28500000,34000,371,67,82,72,77,73,341,78,58,58,69,78,394,83,87,77,76,71,399,77,86,85,77,74,300,37,33,82,73,75,77,29,29,19,39,7,7,11,7,7,5,High,High,2,Bundesliga2
ca CAN,FW,Lille,21,2000,38,32,"2,804",31.2,15,0,15,13,2,3,3,0,0.48,0.0,0.48,0.42,0.42,14.6,12.3,3.5,15.8,43.0,67.0,182.0,0.47,0.11,0.58,0.39,0.51,900000.0,Jonathan David,77,J. David,21,79,85,180,77,Right,81,FW,6,28500000,34000,371,67,82,72,77,73,341,78,58,58,69,78,394,83,87,77,76,71,399,77,86,85,77,74,300,37,33,82,73,75,77,29,29,19,39,7,7,11,7,7,5,High,High,2,Ligue1
us USA,"FW,MF",Marseille,20,2001,16,9,785,8.7,0,2,2,0,0,0,1,0,0.0,0.23,0.23,0.0,0.23,1.0,1.0,1.4,2.4,37.0,16.0,110.0,0.11,0.16,0.27,0.11,0.27,6000000.0,Konrad De La Fuente,376,K. de la Fuente,19,73,81,170,63,Right,73,FW,8,6500000,19000,308,74,69,37,72,56,321,74,66,45,64,72,395,86,82,79,64,84,286,69,51,47,57,62,251,31,13,68,72,67,54,15,22,17,61,11,9,13,14,14,4,Medium,Medium,1,Ligue1
fr FRA,"MF,FW",Montpellier,19,2002,10,3,254,2.8,0,1,1,0,0,0,0,0,0.0,0.35,0.35,0.0,0.35,0.1,0.1,1.1,1.2,2.0,8.0,13.0,0.04,0.37,0.42,0.04,0.42,800000.0,Sacha Delaye,1032,S. Delaye,19,61,75,171,60,Right,64,FW,14,775000,2000,252,53,43,54,66,36,310,69,61,49,62,69,352,66,64,77,59,86,245,53,65,48,39,40,278,61,54,55,61,47,158,46,59,53,49,11,6,5,13,14,4,Medium,Medium,1,Ligue1
gn GUI,"FW,MF",Clermont Foot,20,2000,5,0,67,0.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,1.0,2.0,0.35,0.0,0.35,0.35,0.35,200000.0,Yadaly Diaby,971,Y. Diaby,20,62,70,184,76,Right,63,FW,8,875000,3000,266,57,52,46,57,54,295,67,60,56,49,63,363,82,84,82,56,59,249,59,44,49,49,48,260,64,21,53,61,61,98,32,35,31,58,11,10,14,9,14,4,Medium,Medium,1,Ligue1
fr FRA,"MF,FW",Lorient,22,1998,15,5,525,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.4,2.5,33.0,16.0,53.0,0.18,0.24,0.43,0.18,0.43,1500000.0,Stéphane Diarra,587,S. Diarra,22,69,73,173,58,Left,70,FW,4,2000000,8000,268,63,59,31,69,46,315,72,57,56,62,68,401,88,85,85,57,86,274,56,60,72,37,49,283,61,44,61,57,60,136,24,57,55,65,12,13,14,13,13,2,Medium,Medium,1,Ligue1
sn SEN,FW,Marseille,21,2000,25,11,975,10.8,7,1,8,6,1,1,0,1,0.65,0.09,0.74,0.55,0.65,7.8,7.1,1.9,9.0,24.0,15.0,82.0,0.72,0.17,0.9,0.65,0.83,10000000.0,Bamba Dieng,377,B. Dieng,20,73,81,178,72,Right,75,FW,8,6500000,24000,344,62,72,73,63,74,297,67,54,55,47,74,373,79,84,69,69,72,346,85,74,61,58,68,283,42,32,72,64,73,82,24,31,27,58,10,14,11,8,15,3,High,Medium,1,Ligue1
sn SEN,"FW,MF",Saint-Étienne,19,2002,5,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,3.0,0.27,0.0,0.27,0.27,0.27,250000.0,Elhadji Dieye,833,E. Dieye,19,64,77,182,75,Right,65,FW,13,1400000,4000,288,64,59,54,56,55,279,64,63,41,49,62,373,88,89,76,58,62,289,65,51,60,58,55,248,49,24,57,56,62,81,21,32,28,53,14,8,14,10,7,3,Medium,Medium,1,Ligue1
fr FRA,"MF,FW",Monaco,21,2000,30,24,"1,948",21.6,6,4,10,6,0,0,6,0,0.28,0.18,0.46,0.28,0.46,5.6,5.6,3.6,9.2,75.0,130.0,202.0,0.26,0.17,0.42,0.26,0.42,20000000.0,Sofiane Diop,110,S. Diop,21,78,86,175,65,Right,80,FW,8,31500000,37000,325,77,71,39,76,62,384,83,76,74,68,83,394,76,72,84,76,86,321,76,53,79,39,74,338,68,56,76,78,60,160,56,58,46,53,14,13,8,9,9,3,High,High,1,Ligue1
be BEL,"FW,MF",Rennes,19,2002,14,4,469,5.2,1,2,3,1,0,0,2,0,0.19,0.38,0.58,0.19,0.58,0.7,0.7,1.7,2.4,32.0,30.0,43.0,0.13,0.32,0.45,0.13,0.45,20000000.0,Jeremy Doku,247,J. Doku,19,75,85,171,60,Right,77,FW,10,12000000,25000,293,65,67,37,70,54,322,83,60,44,59,76,433,94,90,91,70,88,337,73,76,62,67,59,270,58,18,72,71,51,75,22,28,25,50,11,10,8,9,12,3,High,Medium,3,Ligue1
dk DEN,FW,Nice,23,1997,26,19,"1,492",16.6,6,2,8,4,2,2,0,0,0.36,0.12,0.48,0.24,0.36,6.4,4.8,1.2,6.1,15.0,16.0,90.0,0.39,0.07,0.46,0.29,0.37,17000000.0,Kasper Dolberg,147,K. Dolberg,23,77,81,187,84,Right,79,FW,4,15500000,31000,355,50,79,74,75,77,361,77,76,70,60,78,356,69,76,72,75,64,388,84,73,73,79,79,284,32,23,77,74,78,71,28,24,19,51,7,15,13,9,7,4,High,Medium,2,Ligue1
ml MLI,"MF,FW",Reims,18,2003,8,2,352,3.9,2,1,3,2,0,0,1,0,0.51,0.26,0.77,0.51,0.77,0.6,0.6,0.4,1.1,6.0,23.0,16.0,0.16,0.11,0.27,0.16,0.27,1000000.0,Kamory Doumbia,970,K. Doumbia,18,62,77,170,53,Right,64,FW,15,925000,2000,271,51,49,55,67,49,289,63,53,45,64,64,331,68,69,60,59,75,287,62,58,63,49,55,285,59,54,58,59,55,170,52,59,59,52,9,10,14,10,9,3,Medium,Medium,1,Ligue1
fr FRA,"FW,MF",Lyon,23,1998,14,9,889,9.9,3,0,3,3,0,0,0,0,0.3,0.0,0.3,0.3,0.3,1.8,1.8,2.3,4.1,63.0,84.0,72.0,0.18,0.23,0.41,0.18,0.41,15000000.0,Romain Faivre,108,R. Faivre,22,78,84,180,69,Left,79,FW,6,22500000,52000,354,78,73,61,76,66,390,81,81,79,69,80,384,81,73,80,76,74,361,74,66,81,64,76,358,59,66,74,79,80,180,58,64,58,69,14,13,13,14,15,3,High,Medium,2,Ligue1
cm CMR,FW,Lens,22,1999,28,11,"1,024",11.4,5,1,6,5,0,0,2,0,0.44,0.09,0.53,0.44,0.53,4.2,4.2,1.1,5.3,11.0,14.0,77.0,0.37,0.1,0.47,0.37,0.47,5000000.0,Ignatius Ganago,361,I. Ganago,22,73,77,179,82,Right,75,FW,4,4500000,22000,327,62,74,65,66,60,314,72,59,56,54,73,388,81,83,78,67,79,361,79,68,69,76,69,279,48,45,72,48,66,70,39,17,14,48,9,10,8,8,13,3,High,Medium,1,Ligue1
fr FRA,"FW,MF",Nantes,19,2001,22,4,544,6.0,2,1,3,2,0,0,1,0,0.33,0.17,0.5,0.33,0.5,1.8,1.8,1.2,3.0,15.0,5.0,36.0,0.3,0.2,0.5,0.3,0.5,4000000.0,Willem Geubbels,626,W. Geubbels,19,68,76,185,72,Right,70,FW,8,2600000,11000,313,54,69,59,65,66,289,72,57,46,48,66,369,83,88,76,63,59,300,68,63,47,61,61,239,37,21,67,56,58,67,27,21,19,53,5,13,6,15,14,3,Medium,Low,1,Ligue1
es ESP,FW,Paris S-G,17,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,Ismaël Gharbi,825,I. Gharbi,17,64,79,167,58,Right,66,FW,15,1300000,3000,255,55,54,35,62,49,318,74,68,52,57,67,367,75,68,81,55,88,238,60,49,41,34,54,272,51,40,57,64,60,120,37,45,38,52,7,9,13,15,8,3,Medium,Medium,1,Ligue1
us USA,"FW,MF",Montpellier,21,2000,28,3,497,5.5,0,2,2,0,0,0,0,0,0.0,0.36,0.36,0.0,0.36,1.4,1.4,0.8,2.3,8.0,9.0,38.0,0.26,0.15,0.41,0.26,0.41,1500000.0,Nicholas Gioacchini,677,N. Gioacchini,20,67,77,183,79,Right,69,FW,10,2200000,2000,309,57,72,56,65,59,282,66,52,47,48,69,343,77,78,63,63,62,327,64,66,66,70,61,273,53,26,69,59,66,63,27,19,17,49,14,7,10,9,9,3,High,Medium,1,Ligue1
eng ENG,"MF,FW",Lille,20,2000,24,12,954,10.6,1,1,2,1,0,0,3,0,0.09,0.09,0.19,0.09,0.19,1.1,1.1,1.1,2.2,16.0,43.0,49.0,0.11,0.1,0.21,0.11,0.21,7000000.0,Angel Gomes,363,A. Gomes,20,73,81,168,56,Right,75,FW,8,6500000,20000,336,65,71,62,73,65,361,75,69,68,72,77,401,79,78,87,68,89,306,69,55,61,51,70,296,53,37,69,71,66,112,36,41,35,63,14,15,14,6,14,4,Medium,Medium,1,Ligue1
dz ALG,"FW,MF",Nice,21,2000,38,32,"2,754",30.6,10,9,19,7,3,5,3,0,0.33,0.29,0.62,0.23,0.52,11.8,7.9,5.9,13.8,93.0,104.0,198.0,0.39,0.19,0.58,0.26,0.45,42000000.0,Amine Gouiri,83,A. Gouiri,21,79,86,180,72,Right,81,FW,7,36000000,32000,383,76,82,68,79,78,383,81,78,76,69,79,386,82,77,77,77,73,378,80,70,74,72,82,341,61,44,82,76,78,118,45,41,32,42,6,12,8,9,7,3,High,Medium,2,Ligue1
fr FRA,"MF,FW",Montpellier,20,2001,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,Yanis Guermouche,963,Y. Guermouche,20,62,75,192,83,Right,64,FW,13,975000,4000,275,38,67,67,58,45,249,64,45,42,39,59,289,63,66,59,56,45,308,60,65,55,73,55,234,38,19,59,54,64,50,15,21,14,52,8,13,14,9,8,3,Medium,Medium,1,Ligue1
ci CIV,FW,Nice,20,2001,20,2,438,4.9,1,2,3,1,0,0,3,0,0.21,0.41,0.62,0.21,0.62,1.8,1.8,1.2,3.0,6.0,7.0,24.0,0.37,0.24,0.62,0.37,0.62,3000000.0,Evann Guessand,584,E. Guessand,20,69,79,185,79,Right,71,FW,10,3100000,12000,309,48,70,66,62,63,290,68,56,49,47,70,343,74,77,67,66,59,330,69,59,62,77,63,255,56,15,71,52,61,63,24,21,18,35,7,10,7,6,5,3,Medium,Medium,1,Ligue1
sn SEN,"FW,MF",Metz,23,1998,14,7,555,6.2,0,3,3,0,0,0,0,0,0.0,0.49,0.49,0.0,0.49,1.4,1.4,1.2,2.6,16.0,5.0,53.0,0.23,0.19,0.43,0.23,0.43,2000000.0,Lamine Gueye,1599,L. Gueye,23,71,75,178,74,Right,73,FW,4,2700000,12000,348,70,73,65,73,67,345,70,65,73,64,73,357,75,77,70,62,73,344,75,66,67,63,73,259,38,19,73,62,67,60,19,23,18,48,6,10,11,13,8,3,High,Low,1,Ligue1
br BRA,"FW,MF",Marseille,19,2001,20,7,699,7.8,0,1,1,0,0,0,0,0,0.0,0.13,0.13,0.0,0.13,0.9,0.9,0.3,1.2,15.0,19.0,69.0,0.12,0.04,0.16,0.12,0.16,8000000.0,Luis Henrique,375,Luis Henrique,19,73,77,181,78,Right,74,FW,4,4200000,16000,339,76,63,67,74,59,322,76,59,52,63,72,363,86,83,73,57,64,347,76,54,72,77,68,275,49,24,66,73,63,105,40,34,31,46,9,5,7,10,15,3,Medium,Low,1,BrazilSerieA
br BRA,"FW,MF",Marseille,19,2001,20,7,699,7.8,0,1,1,0,0,0,0,0,0.0,0.13,0.13,0.0,0.13,0.9,0.9,0.3,1.2,15.0,19.0,69.0,0.12,0.04,0.16,0.12,0.16,8000000.0,Luis Henrique,375,Luis Henrique,19,73,77,181,78,Right,74,FW,4,4200000,16000,339,76,63,67,74,59,322,76,59,52,63,72,363,86,83,73,57,64,347,76,54,72,77,68,275,49,24,66,73,63,105,40,34,31,46,9,5,7,10,15,3,Medium,Low,1,BrazilSerieA
sct SCO,"FW,MF",Reims,21,1999,8,4,350,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,6.0,4.0,26.0,0.14,0.06,0.19,0.14,0.19,1000000.0,Fraser Hornby,724,F. Hornby,21,66,74,195,85,Right,68,FW,8,1900000,6000,290,35,68,69,60,58,276,64,53,49,44,66,256,55,66,38,61,36,345,70,67,58,83,67,256,65,16,63,53,59,59,19,21,19,53,6,15,11,8,13,2,Medium,Medium,1,Ligue1
sn SEN,"DF,FW",Monaco,21,1999,28,10,"1,203",13.4,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,0.4,0.4,3.5,3.9,45.0,70.0,100.0,0.03,0.26,0.29,0.03,0.29,7000000.0,Ismail Jakobs,432,I. Jakobs,21,72,80,184,75,Left,73,FW,8,5000000,21000,297,68,64,56,68,41,280,75,54,30,49,72,383,88,85,74,68,68,308,65,54,78,67,44,306,65,66,64,56,55,198,64,67,67,51,15,8,10,7,11,3,High,Medium,1,Ligue1
fr FRA,"FW,MF",Metz,20,2000,8,0,153,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.01,0.01,0.0,0.01,500000.0,Lenny Joseph,760,L. Joseph,20,65,74,183,73,Right,67,FW,9,1600000,4000,300,46,71,65,59,59,262,65,41,45,48,63,342,75,78,63,56,70,304,69,63,55,55,62,225,32,11,63,54,65,44,14,13,17,54,10,12,15,9,8,2,High,Medium,1,Ligue1
fr FRA,FW,Lens,19,2002,32,27,"2,148",23.9,12,0,12,10,2,2,1,1,0.5,0.0,0.5,0.42,0.42,8.9,7.3,1.6,8.9,49.0,30.0,192.0,0.37,0.07,0.44,0.31,0.37,18000000.0,Arnaud Kalimuendo,183,A. Kalimuendo,19,76,82,175,78,Right,78,FW,6,11500000,41000,340,51,77,72,65,75,323,76,67,55,48,77,402,82,82,77,75,86,341,76,59,60,73,73,294,64,23,78,63,66,70,32,21,17,52,9,12,9,14,8,3,High,Medium,1,Ligue1
ng NGA,"FW,MF",Bordeaux,23,1997,11,3,328,3.6,1,1,2,1,0,0,1,0,0.27,0.27,0.55,0.27,0.55,1.2,1.2,0.2,1.4,16.0,10.0,47.0,0.34,0.05,0.39,0.34,0.39,3000000.0,Samuel Kalu,358,S. Kalu,23,73,77,177,78,Right,74,FW,4,4400000,34000,319,72,68,62,68,49,354,78,72,71,60,73,400,87,84,81,67,81,331,66,85,69,47,64,277,57,31,68,69,52,89,30,32,27,52,11,13,6,10,12,4,High,Medium,1,Ligue1
dz ALG,"MF,FW",Reims,23,1998,31,21,"1,772",19.7,1,4,5,1,0,0,1,0,0.05,0.2,0.25,0.05,0.25,1.4,1.4,2.5,3.9,60.0,124.0,135.0,0.07,0.13,0.2,0.07,0.2,4500000.0,Ilan Kebbal,313,I. Kebbal,22,74,80,169,60,Left,76,FW,6,7000000,21000,307,72,65,32,73,65,352,80,63,66,68,75,410,84,76,91,68,91,315,72,56,74,49,64,262,45,17,69,69,62,73,32,20,21,54,9,11,12,11,11,2,Medium,Low,1,Ligue1
ci CIV,FW,Reims,19,2002,10,3,375,4.2,1,0,1,1,0,0,1,0,0.24,0.0,0.24,0.24,0.24,0.9,0.9,0.2,1.1,10.0,3.0,31.0,0.23,0.04,0.27,0.23,0.27,200000.0,Philippe Koffi,3376,P. Koffi,19,59,69,182,77,Right,61,FW,10,500000,900,261,39,62,57,49,54,243,56,48,44,36,59,338,71,72,78,57,60,273,56,57,42,66,52,230,46,23,60,48,53,71,19,28,24,49,11,8,13,6,11,3,Medium,Medium,1,Ligue1
fr FRA,"FW,MF",Nantes,22,1998,36,34,"2,948",32.8,12,4,16,12,0,0,2,0,0.37,0.12,0.49,0.37,0.49,10.7,10.7,4.4,15.0,81.0,28.0,206.0,0.33,0.13,0.46,0.33,0.46,16000000.0,Randal Kolo Muani,146,R. Kolo Muani,22,77,84,187,73,Right,79,FW,7,21500000,26000,332,39,77,77,75,64,347,84,68,54,61,80,380,89,83,82,74,52,355,72,83,67,70,63,272,32,38,77,62,63,95,32,32,31,49,7,14,15,8,5,3,Medium,Medium,1,Ligue1
ml MLI,FW,Lorient,22,1999,16,6,732,8.1,5,1,6,5,0,0,2,0,0.61,0.12,0.74,0.61,0.74,2.7,2.7,1.8,4.5,11.0,13.0,51.0,0.34,0.22,0.55,0.34,0.55,4500000.0,Ibrahima Koné,681,I. Koné,22,67,75,190,83,Left,69,FW,8,2300000,6000,299,46,69,61,60,63,268,63,58,41,40,66,358,78,79,66,60,75,363,68,78,71,85,61,238,60,20,66,48,44,80,33,26,21,38,7,10,6,8,7,2,Medium,Medium,1,Ligue1
gn GUI,FW,Clermont Foot,23,1998,32,27,"2,413",26.8,14,5,19,12,2,3,1,0,0.52,0.19,0.71,0.45,0.63,14.4,11.9,4.1,16.0,28.0,55.0,147.0,0.54,0.15,0.69,0.44,0.6,12000000.0,Mohamed Lamine Bayo,254,M. Bayo,23,75,80,188,76,Right,77,FW,5,8500000,18000,341,57,78,69,64,73,316,75,69,51,46,75,345,72,74,69,75,55,342,78,59,62,74,69,273,38,23,77,62,73,59,24,19,16,58,14,14,5,11,14,2,Medium,Medium,1,Ligue1
fr FRA,"FW,MF",Brest,23,1998,32,16,"1,446",16.1,5,3,8,5,0,0,0,0,0.31,0.19,0.5,0.31,0.5,3.7,3.7,2.6,6.3,39.0,18.0,127.0,0.23,0.16,0.39,0.23,0.39,3000000.0,Jérémy Le Douaron,441,J. Le Douaron,23,72,76,189,78,Left,74,FW,4,3400000,13000,321,68,72,71,69,41,306,72,58,48,56,72,336,73,73,64,69,57,362,75,68,73,78,68,317,69,51,73,68,56,133,44,48,41,48,12,12,6,8,10,2,Medium,High,1,Ligue1
fr FRA,"MF,FW",Lorient,21,2000,36,25,"2,194",24.4,2,3,5,2,0,0,2,0,0.08,0.12,0.21,0.08,0.21,1.9,1.9,2.6,4.5,63.0,136.0,105.0,0.08,0.11,0.18,0.08,0.18,6000000.0,Enzo Le Fée,310,E. Le Fée,21,74,82,170,58,Right,76,FW,8,9500000,13000,294,68,49,45,81,51,370,76,68,68,78,80,352,61,64,70,67,90,279,56,64,65,38,56,317,50,61,73,78,55,176,54,62,60,56,8,11,14,13,10,3,Medium,Medium,1,Ligue1
fr FRA,"MF,FW",Lille,19,2002,13,2,238,2.6,1,3,4,1,0,0,1,0,0.38,1.13,1.51,0.38,1.51,0.9,0.9,1.2,2.2,15.0,13.0,23.0,0.35,0.47,0.82,0.35,0.82,3500000.0,Isaac Lihadji,580,I. Lihadji,19,69,79,177,70,Left,70,FW,10,3000000,9000,276,63,61,33,67,52,321,75,62,56,55,73,378,81,77,78,65,77,258,61,34,57,47,59,247,34,23,64,65,61,77,22,28,27,47,10,7,7,10,13,3,Medium,Medium,1,Ligue1
es ESP,"DF,FW",Marseille,23,1997,34,19,"1,770",19.7,1,2,3,1,0,0,1,0,0.05,0.1,0.15,0.05,0.15,1.4,1.4,2.8,4.2,74.0,82.0,205.0,0.07,0.14,0.21,0.07,0.21,8000000.0,Pol Lirola,252,Pol Lirola,23,75,81,183,70,Right,76,FW,6,8500000,26000,329,77,60,62,72,58,347,73,72,61,66,75,369,78,76,69,72,74,346,65,66,82,67,66,328,70,67,66,68,57,220,73,74,73,51,12,12,5,9,13,3,Medium,Medium,1,Ligue1
ga GAB,"DF,FW",Nantes,20,2001,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,1.75,0.0,1.75,1.75,1.75,200000.0,Yannis M'Bemba,1034,Y. M'Bemba,20,61,70,195,75,Left,63,FW,9,675000,3000,233,53,26,66,59,29,183,32,28,29,46,48,249,52,63,43,43,48,255,42,65,46,76,26,208,62,51,28,26,41,184,56,65,63,52,14,9,8,11,10,2,Medium,Medium,1,Ligue1
hr CRO,"MF,FW",Rennes,23,1998,29,21,"1,832",20.4,6,8,14,6,0,0,1,0,0.29,0.39,0.69,0.29,0.69,5.3,5.3,5.2,10.6,77.0,147.0,126.0,0.26,0.26,0.52,0.26,0.52,20000000.0,Lovro Majer,84,L. Majer,23,79,84,179,75,Left,82,FW,5,26500000,45000,353,79,71,55,81,67,412,85,86,77,79,85,379,78,66,86,79,70,349,76,59,78,64,72,360,62,63,77,80,78,179,56,65,58,44,9,12,12,5,6,3,High,Medium,1,Ligue1
cg CGO,"FW,MF",Montpellier,18,2002,23,1,322,3.6,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,10.0,2.0,24.0,0.14,0.15,0.29,0.14,0.29,800000.0,Béni Makouana,762,B. Makouana,18,65,78,181,73,Right,66,FW,13,1700000,2000,278,57,62,42,56,61,283,66,57,43,49,68,375,84,84,72,61,74,304,67,67,59,59,52,250,45,29,61,55,60,84,25,33,26,45,10,9,6,12,8,3,Medium,Medium,1,Ligue1
