Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Source_League
cd COD,"FW,MF",West Brom,23,1998,41,22,"1,915",21.3,2,1,3,2,0,0,2,0,0.09,0.05,0.14,0.09,0.14,3.7,3.7,4.0,7.7,74.0,92.0,161.0,0.17,0.19,0.36,0.17,0.36,6000000.0,Grady Diangana,1582,G. Diangana,23,71,77,180,73,Left,73,FW,6,3000000,25000,285,68,64,37,68,48,306,76,53,49,55,73,391,87,79,78,68,79,295,55,52,66,56,66,257,48,27,64,68,50,75,26,26,23,45,9,13,11,5,7,3,High,Medium,1,Championship
us USA,FW,West Brom,21,2000,2,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,2.0,3.0,8.0,0.8,0.12,0.92,0.8,0.92,10000000.0,Daryl Dike,1584,D. Dike,21,71,82,188,100,Right,73,FW,11,4200000,22000,285,30,71,75,62,47,236,64,33,38,35,66,304,65,73,53,67,46,384,86,72,66,96,64,253,57,15,66,50,65,40,15,15,10,59,11,9,15,11,13,4,High,Low,1,Championship
eng ENG,"FW,MF",Blackburn,19,2001,34,20,"1,785",19.8,4,3,7,4,0,0,5,0,0.2,0.15,0.35,0.2,0.35,4.8,4.8,2.8,7.6,58.0,37.0,151.0,0.24,0.14,0.38,0.24,0.38,2200000.0,Tyrhys Dolan,1664,T. Dolan,19,70,81,164,63,Right,71,FW,11,3400000,15000,296,67,62,47,65,55,307,74,63,42,58,70,405,85,79,91,63,87,295,60,70,68,40,57,274,54,45,65,65,45,120,40,42,38,31,5,9,6,6,5,3,High,Medium,1,Championship
eng ENG,"DF,FW",Stoke City,21,1999,11,0,159,1.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,11.0,4.0,15.0,0.13,0.14,0.27,0.13,0.27,600000.0,Alfie Doughty,2265,A. Doughty,21,66,74,183,68,Left,66,FW,8,1800000,6000,250,64,45,46,64,31,267,65,52,31,58,61,338,84,82,64,61,47,294,50,75,72,50,47,257,49,60,53,55,40,167,53,59,55,52,15,10,11,11,5,3,High,Medium,1,Championship
eng ENG,"DF,FW",Stoke City,22,1998,3,3,207,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,4.0,5.0,8.0,0.03,0.02,0.05,0.03,0.05,300000.0,Demeaco Duhaney,2941,D. Duhaney,22,62,71,180,70,Right,62,FW,9,850000,4000,223,57,27,50,52,37,240,59,47,30,44,60,336,73,71,72,54,66,273,51,65,67,65,25,237,56,56,50,43,32,179,59,59,61,57,14,14,13,10,6,3,High,Medium,1,Championship
eng ENG,FW,Derby County,17,2003,16,11,952,10.6,1,2,3,1,0,0,2,0,0.09,0.19,0.28,0.09,0.28,2.1,2.1,1.9,4.0,62.0,32.0,63.0,0.2,0.18,0.38,0.2,0.38,1000000.0,Malcolm Ebiowei,2938,M. Ebiowei,17,62,76,185,80,Left,63,FW,14,900000,500,268,61,65,36,53,53,292,65,58,56,47,66,316,69,72,68,45,62,265,56,53,46,57,53,251,32,32,64,61,62,111,38,38,35,53,14,11,13,6,9,3,High,Medium,1,Championship
ie IRL,"FW,DF",Derby County,18,2002,35,18,"1,829",20.3,2,1,3,2,0,0,4,0,0.1,0.05,0.15,0.1,0.15,1.6,1.6,1.3,2.9,85.0,44.0,110.0,0.08,0.06,0.14,0.08,0.14,3500000.0,Festy Ebosele,2245,F. Ebosele,18,66,78,176,80,Right,67,FW,12,2000000,2000,239,64,47,44,44,40,262,72,46,36,40,68,404,94,89,84,58,79,314,49,75,80,76,34,272,62,55,65,53,37,170,55,58,57,52,5,12,15,14,6,3,High,Medium,1,Championship
eng ENG,"FW,MF",Reading,23,1997,26,21,"1,942",21.6,2,0,2,2,0,0,1,0,0.09,0.0,0.09,0.09,0.09,2.2,2.2,1.9,4.1,44.0,61.0,131.0,0.1,0.09,0.19,0.1,0.19,3500000.0,Ovie Ejaria,1586,O. Ejaria,23,71,76,188,74,Right,73,FW,5,2800000,16000,302,63,63,50,72,54,347,81,70,49,66,81,356,67,54,90,62,83,307,63,39,77,63,65,303,52,67,60,67,57,199,64,65,70,59,15,9,11,14,10,3,Medium,Medium,1,Championship
eng ENG,"DF,FW",Hull City,23,1997,6,3,385,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,14.0,16.0,10.0,0.01,0.03,0.04,0.01,0.04,300000.0,Josh Emmanuel,2077,J. Emmanuel,23,67,73,180,80,Right,68,FW,6,1500000,4000,247,65,30,61,62,29,276,66,53,32,61,64,351,76,80,72,60,63,307,52,66,75,81,33,280,71,62,56,59,32,187,60,64,63,58,14,14,7,12,11,3,High,Medium,1,Championship
fi FIN,FW,Hull City,22,1999,11,5,490,5.4,1,1,2,1,0,0,1,0,0.18,0.18,0.37,0.18,0.37,1.0,1.0,1.0,2.1,0.0,4.0,24.0,0.19,0.18,0.38,0.19,0.38,4000000.0,Marcus Forss,1919,M. Forss,22,68,76,182,76,Right,70,FW,8,2700000,17000,284,32,72,62,54,64,228,64,38,28,35,63,348,74,74,60,68,72,331,73,66,64,69,59,300,72,34,72,52,70,121,23,48,50,51,14,11,7,10,9,3,High,High,1,Championship
eng ENG,"MF,FW",Sheffield Utd,21,2000,35,33,"2,865",31.8,11,9,20,11,0,0,8,1,0.35,0.28,0.63,0.35,0.63,10.7,10.7,10.0,20.7,92.0,190.0,314.0,0.34,0.31,0.65,0.34,0.65,11000000.0,Morgan Gibbs-White,1422,M. Gibbs-White,21,74,82,178,70,Right,76,FW,8,9500000,43000,326,67,67,58,75,59,356,75,67,65,74,75,374,75,73,78,73,75,340,74,58,71,66,71,320,62,58,71,74,55,170,57,57,56,54,7,7,14,15,11,2,Medium,Medium,1,Championship
eng ENG,"FW,MF",West Brom,23,1997,44,41,"3,385",37.6,18,6,24,14,4,7,2,0,0.48,0.16,0.64,0.37,0.53,20.1,14.6,6.7,21.4,100.0,102.0,296.0,0.54,0.18,0.71,0.39,0.57,8000000.0,Karlan Grant,1467,K. Grant,23,73,77,182,70,Right,75,FW,4,4400000,32000,333,66,74,62,66,65,314,73,63,63,43,72,379,85,87,73,71,63,367,76,72,76,71,72,277,35,29,72,67,74,87,40,23,24,63,11,10,13,15,14,3,Medium,Medium,1,Championship
se SWE,FW,Coventry City,23,1998,45,41,"3,594",39.9,17,5,22,17,0,1,1,0,0.43,0.13,0.55,0.43,0.55,19.2,18.4,8.0,26.4,146.0,92.0,402.0,0.48,0.2,0.68,0.46,0.66,5000000.0,Viktor Gyökeres,1588,V. Gyökeres,23,71,77,187,86,Right,73,FW,6,3000000,14000,331,61,73,65,67,65,328,74,70,59,52,73,357,72,78,67,69,71,359,71,65,77,79,67,290,68,23,72,64,63,69,28,25,16,56,10,13,11,14,8,3,High,Medium,1,Championship
eng ENG,"FW,MF",Birmingham City,17,2004,2,1,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,2.0,2.0,17.0,0.11,0.09,0.2,0.11,0.2,1000000.0,George Hall,3713,G. Hall,16,53,74,175,70,Right,55,FW,21,300000,500,234,46,43,42,61,42,253,54,48,39,57,55,283,57,65,51,43,67,223,52,57,46,40,28,210,38,22,41,60,49,138,43,44,51,46,14,11,7,8,6,3,High,Medium,1,Championship
wls WAL,"FW,MF",Cardiff City,22,1998,34,17,"1,543",17.1,3,1,4,3,0,0,6,0,0.17,0.06,0.23,0.17,0.23,3.4,3.4,1.7,5.0,24.0,15.0,131.0,0.2,0.1,0.29,0.2,0.29,1200000.0,Mark Harris,2080,M. Harris,22,67,72,182,75,Right,69,FW,5,1600000,11000,307,55,67,61,64,60,286,68,49,45,57,67,383,80,82,79,69,73,332,61,73,74,68,56,264,54,24,69,65,52,130,40,42,48,50,8,9,13,8,12,4,High,High,1,Championship
eng ENG,"FW,MF",Sheffield Utd,17,2003,8,1,202,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,1.0,4.0,14.0,0.33,0.03,0.36,0.33,0.36,1000000.0,Daniel Jebbison,2424,D. Jebbison,17,65,80,190,78,Right,67,FW,15,1600000,2000,280,42,65,61,57,55,266,62,54,40,47,63,359,82,84,69,56,68,345,66,70,73,78,58,255,53,31,63,50,58,75,22,28,25,60,14,14,12,11,9,2,Medium,Medium,1,Championship
wls WAL,"FW,MF",Nott'ham Forest,20,2001,46,44,"3,898",43.3,16,10,26,13,3,4,3,0,0.37,0.23,0.6,0.3,0.53,12.9,10.3,8.7,19.0,129.0,75.0,263.0,0.3,0.2,0.5,0.24,0.44,9000000.0,Brennan Johnson,425,B. Johnson,21,72,80,180,69,Right,72,FW,8,5000000,27000,261,69,34,60,68,30,287,65,58,39,57,68,350,75,77,66,60,72,293,45,70,75,66,37,264,59,68,54,44,39,212,69,73,70,56,10,10,15,12,9,4,High,Medium,1,Championship
wls WAL,"FW,MF",Nott'ham Forest,20,2001,46,44,"3,898",43.3,16,10,26,13,3,4,3,0,0.37,0.23,0.6,0.3,0.53,12.9,10.3,8.7,19.0,129.0,75.0,263.0,0.3,0.2,0.5,0.24,0.44,9000000.0,Brennan Johnson,425,B. Johnson,21,72,80,180,69,Right,72,FW,8,5000000,27000,261,69,34,60,68,30,287,65,58,39,57,68,350,75,77,66,60,72,293,45,70,75,66,37,264,59,68,54,44,39,212,69,73,70,56,10,10,15,12,9,4,High,Medium,1,PremierLeague
sct SCO,"FW,DF",Swansea City,19,2001,10,0,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.03,0.03,0.0,0.03,300000.0,Kyle Joseph,3094,K. Joseph,19,61,76,185,73,Right,63,FW,15,775000,3000,267,43,63,56,52,53,236,61,38,36,40,61,342,76,75,68,57,66,318,59,78,66,60,55,210,27,18,62,47,56,57,24,13,20,43,12,8,8,6,9,3,Medium,Medium,1,Championship
de GER,"FW,MF",Blackburn,20,2001,27,18,"1,458",16.2,4,2,6,4,0,1,2,0,0.25,0.12,0.37,0.25,0.37,4.6,3.8,1.4,5.2,60.0,23.0,115.0,0.28,0.09,0.37,0.23,0.32,1000000.0,Reda Khadra,1779,R. Khadra,19,69,78,180,72,Right,70,FW,9,3000000,16000,303,62,64,53,68,56,323,76,58,58,64,67,387,84,79,78,63,83,306,63,54,62,67,60,265,53,31,62,64,55,127,44,43,40,53,10,14,8,9,12,3,High,Medium,1,Championship
cd COD,"DF,FW",Luton Town,22,1998,16,8,753,8.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.9,1.0,18.0,21.0,0.04,0.07,0.11,0.04,0.11,300000.0,Peter Kioso,2251,P. Kioso,21,66,73,183,73,Right,66,FW,7,1600000,3000,267,62,47,67,61,30,263,63,48,33,57,62,325,70,70,66,61,58,300,46,72,77,65,40,286,69,60,60,56,41,187,62,63,62,54,5,13,11,15,10,3,High,Medium,1,Championship
ie IRL,"MF,FW",Derby County,20,2001,38,31,"2,755",30.6,2,3,5,2,0,0,2,0,0.07,0.1,0.16,0.07,0.16,2.3,2.3,2.6,4.9,55.0,89.0,152.0,0.07,0.09,0.16,0.07,0.16,5000000.0,Jason Knight,1780,J. Knight,20,69,78,176,72,Right,72,FW,9,3000000,6000,312,69,63,62,71,47,307,71,52,46,67,71,354,68,68,73,68,77,356,68,73,88,63,64,309,63,67,67,66,46,190,59,66,65,52,9,12,9,9,13,3,High,Medium,1,Championship
ie IRL,"MF,FW",Derby County,20,2001,38,31,"2,755",30.6,2,3,5,2,0,0,2,0,0.07,0.1,0.16,0.07,0.16,2.3,2.3,2.6,4.9,55.0,89.0,152.0,0.07,0.09,0.16,0.07,0.16,5000000.0,Jason Knight,1780,J. Knight,20,69,78,176,72,Right,72,FW,9,3000000,6000,312,69,63,62,71,47,307,71,52,46,67,71,354,68,68,73,68,77,356,68,73,88,63,64,309,63,67,67,66,46,190,59,66,65,52,9,12,9,9,13,3,High,Medium,1,Championship
fr FRA,FW,Nott'ham Forest,20,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,Ateef Konaté,3086,A. Konaté,20,61,75,179,66,Right,63,FW,14,800000,6000,256,50,53,45,59,49,291,68,51,56,52,64,370,74,76,87,52,81,237,58,37,32,57,53,229,40,23,59,53,54,95,21,31,43,56,5,11,13,12,15,3,Medium,Medium,1,Championship
sl SLE,"FW,MF",Huddersfield,22,1998,34,19,"1,784",19.8,4,2,6,4,0,0,2,0,0.2,0.1,0.3,0.2,0.3,4.8,4.8,2.7,7.4,53.0,36.0,128.0,0.24,0.13,0.37,0.24,0.37,2000000.0,Josh Koroma,1791,J. Koroma,22,69,76,178,66,Right,70,FW,7,2800000,5000,286,58,66,43,66,53,277,72,46,38,51,70,377,86,80,72,66,73,309,64,57,66,57,65,234,33,25,63,61,52,100,23,38,39,51,8,7,14,10,12,3,High,Medium,1,Championship
nir NIR,FW,Blackpool,22,1998,37,20,"1,832",20.4,8,0,8,8,0,0,3,0,0.39,0.0,0.39,0.39,0.39,6.6,6.6,0.9,7.5,37.0,26.0,106.0,0.33,0.04,0.37,0.33,0.37,700000.0,Shayne Lavery,2073,S. Lavery,22,67,75,182,73,Right,69,FW,8,2300000,5000,297,45,70,63,56,63,266,66,54,40,42,64,378,79,75,79,68,77,317,69,66,61,58,63,240,40,16,68,49,67,66,19,17,30,58,13,12,12,13,8,2,High,Medium,1,Championship
eng ENG,"FW,MF",Hull City,20,2001,46,46,"4,139",46.0,12,3,15,12,0,0,3,0,0.26,0.07,0.33,0.26,0.33,12.2,12.2,5.2,17.3,162.0,101.0,376.0,0.26,0.11,0.38,0.26,0.38,12000000.0,Keane Lewis-Potter,1686,K. Lewis-Potter,20,70,80,170,67,Right,71,FW,10,3500000,6000,316,64,67,64,64,57,312,69,59,61,54,69,390,84,81,80,67,78,340,65,75,81,56,63,263,42,34,65,64,58,98,36,30,32,57,9,12,9,14,13,3,High,Medium,1,Championship
be BEL,"FW,MF",Barnsley,23,1997,25,14,"1,287",14.3,3,0,3,3,0,0,1,0,0.21,0.0,0.21,0.21,0.21,2.3,2.3,1.1,3.4,22.0,21.0,92.0,0.16,0.08,0.24,0.16,0.24,1800000.0,Aaron Leya Iseka,1915,A. Leya Iseka,23,68,73,183,82,Right,70,FW,5,1800000,16000,323,65,68,65,60,65,296,68,63,49,51,65,362,85,80,67,61,69,364,72,87,65,74,66,276,59,26,65,58,68,65,16,25,24,65,14,15,9,12,15,3,Medium,Medium,1,Championship
eng ENG,"DF,FW",Hull City,20,2000,35,26,"2,068",23.0,4,4,8,4,0,0,1,0,0.17,0.17,0.35,0.17,0.35,2.8,2.8,3.4,6.3,57.0,36.0,116.0,0.12,0.15,0.27,0.12,0.27,600000.0,Ryan Longman,2078,R. Longman,20,67,76,180,68,Right,68,FW,9,2200000,4000,291,59,66,52,59,55,295,68,60,49,52,66,372,76,81,75,65,75,340,66,64,77,69,64,281,57,47,64,59,54,150,56,48,46,56,10,13,10,14,9,3,Medium,Medium,1,Championship
ng NGA,FW,Stoke City,22,1998,15,9,909,10.1,1,3,4,1,0,0,1,0,0.1,0.3,0.4,0.1,0.4,2.1,2.1,2.4,4.5,3.0,15.0,59.0,0.21,0.23,0.44,0.21,0.44,3000000.0,Josh Maja,1518,J. Maja,22,72,78,181,77,Right,74,FW,6,3800000,17000,324,51,73,65,73,62,320,74,62,54,56,74,362,74,77,68,72,71,321,70,56,62,65,68,255,38,14,74,64,65,78,33,22,23,49,14,8,15,5,7,3,Medium,Low,1,Championship
eng ENG,FW,Blackburn,19,2001,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,4.0,2.0,3.0,0.72,0.23,0.95,0.72,0.95,400000.0,Dilan Markanday,2934,D. Markanday,19,62,78,175,70,Right,63,FW,16,1000000,5000,251,61,53,32,54,51,283,70,54,44,50,65,352,79,76,73,46,78,259,68,43,52,47,49,210,38,22,58,56,36,70,26,23,21,54,14,14,7,8,11,3,High,Medium,1,Championship
eng ENG,"FW,MF",Barnsley,18,2003,4,2,184,2.0,1,0,1,1,0,0,0,0,0.49,0.0,0.49,0.49,0.49,0.6,0.6,0.2,0.8,3.0,2.0,4.0,0.29,0.1,0.4,0.29,0.4,100000.0,Aiden Marsh,3717,A. Marsh,18,53,72,175,65,Right,55,FW,19,240000,3000,227,29,60,54,45,39,193,48,34,29,30,52,335,68,71,62,56,78,243,52,62,52,40,37,213,37,17,51,42,66,50,15,19,16,52,11,13,11,10,7,3,Medium,Low,1,Championship
gw GNB,"FW,MF",Luton Town,22,1998,9,2,248,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,8.0,8.0,18.0,0.08,0.05,0.13,0.08,0.13,1000000.0,Carlos Mendes Gomes,2072,Carlos Mendes Gomes,22,67,73,178,66,Right,68,FW,6,1600000,5000,278,63,64,38,61,52,289,66,57,50,52,64,396,83,81,85,60,87,323,66,53,82,57,65,242,35,26,64,63,54,91,38,27,26,47,10,6,8,12,11,3,High,Medium,1,Championship
gw GNB,"FW,MF",Luton Town,22,1998,9,2,248,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,8.0,8.0,18.0,0.08,0.05,0.13,0.08,0.13,1000000.0,Carlos Mendes Gomes,2072,Carlos Mendes Gomes,22,67,73,178,66,Right,68,FW,6,1600000,5000,278,63,64,38,61,52,289,66,57,50,52,64,396,83,81,85,60,87,323,66,53,82,57,65,242,35,26,64,63,54,91,38,27,26,47,10,6,8,12,11,3,High,Medium,1,Championship
eng ENG,"FW,MF",Nott'ham Forest,19,2002,23,5,692,7.7,1,1,2,1,0,0,0,0,0.13,0.13,0.26,0.13,0.26,1.4,1.4,1.8,3.2,37.0,20.0,56.0,0.19,0.23,0.42,0.19,0.42,600000.0,Alex Mighten,2061,A. Mighten,19,67,80,172,70,Right,68,FW,13,2400000,10000,246,58,56,27,64,41,269,72,43,32,50,72,404,85,85,91,61,82,261,63,43,61,46,48,213,30,20,58,54,51,87,24,34,29,50,7,14,8,14,7,2,High,Medium,1,Championship
eng ENG,FW,P'borough Utd,21,2000,7,3,300,3.3,0,1,1,0,0,0,0,0,0.0,0.3,0.3,0.0,0.3,0.4,0.4,0.3,0.7,6.0,1.0,19.0,0.12,0.08,0.2,0.12,0.2,300000.0,Callum Morton,2608,C. Morton,21,64,74,178,65,Right,66,FW,10,1300000,8000,286,51,64,61,56,54,264,62,53,44,43,62,364,77,75,74,63,75,343,64,78,76,67,58,265,53,29,64,59,60,95,37,32,26,50,14,10,9,5,12,2,High,High,1,Championship
br BRA,"FW,MF",Fulham,20,2001,25,2,511,5.7,5,0,5,5,0,0,0,0,0.88,0.0,0.88,0.88,0.88,4.3,4.3,0.5,4.8,6.0,6.0,29.0,0.76,0.09,0.85,0.76,0.85,5000000.0,Rodrigo Muniz,1676,Rodrigo Muniz,20,70,81,185,79,Right,72,FW,11,3500000,23000,316,46,71,69,62,68,289,67,58,41,52,71,347,71,73,73,66,64,355,75,71,65,78,66,291,64,32,69,61,65,84,30,28,26,61,12,13,13,11,12,3,Medium,Medium,1,Championship
zw ZIM,"FW,MF",Luton Town,22,1998,20,7,842,9.4,0,1,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11,2.3,2.3,0.2,2.5,17.0,9.0,31.0,0.24,0.02,0.26,0.24,0.26,400000.0,Admiral Muskwe,2781,A. Muskwe,22,63,72,183,75,Right,65,FW,9,1100000,3000,269,35,65,64,51,54,263,62,51,48,42,60,325,69,65,66,64,61,320,63,75,62,69,51,255,58,26,64,50,57,79,30,25,24,55,8,14,14,7,12,3,Medium,Medium,1,Championship
sn SEN,"MF,FW",Sheffield Utd,21,2000,30,23,"1,829",20.3,7,2,9,7,0,0,4,0,0.34,0.1,0.44,0.34,0.44,6.6,6.6,2.9,9.5,50.0,60.0,170.0,0.32,0.14,0.47,0.32,0.47,1500000.0,Iliman Ndiaye,2069,I. Ndiaye,21,67,77,180,70,Right,69,FW,10,2300000,7000,270,52,64,43,65,46,324,73,66,55,58,72,366,79,77,74,62,74,286,62,50,59,59,56,238,31,29,64,66,48,69,33,20,16,46,7,9,7,15,8,3,Medium,High,1,Championship
ie IRL,FW,Swansea City,21,2000,32,20,"2,021",22.5,12,3,15,12,0,0,3,0,0.53,0.13,0.67,0.53,0.67,11.1,11.1,2.0,13.1,28.0,22.0,108.0,0.5,0.09,0.58,0.5,0.58,2500000.0,Michael Obafemi,1796,M. Obafemi,20,69,77,169,71,Right,71,FW,8,3100000,11000,311,50,70,64,64,63,280,69,58,41,44,68,401,85,78,82,67,89,324,70,69,61,66,58,268,60,13,67,61,67,56,18,23,15,56,11,11,13,12,9,3,High,Medium,1,Championship
ke KEN,"FW,MF",Barnsley,22,1999,20,10,986,11.0,0,2,2,0,0,0,0,0,0.0,0.18,0.18,0.0,0.18,0.9,0.9,0.4,1.4,14.0,21.0,60.0,0.08,0.04,0.12,0.08,0.12,300000.0,Clarke Oduor,2782,C. Oduor,22,63,73,176,70,Left,63,FW,10,1000000,7000,243,58,37,51,62,35,261,65,40,34,59,63,355,79,76,66,61,73,267,51,62,59,56,39,264,59,56,49,52,48,172,55,62,55,63,13,11,13,15,11,3,Medium,Medium,1,Championship
eng ENG,"DF,FW",Swansea City,20,2001,2,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,500000.0,Nathanael Ogbeta,2438,N. Ogbeta,20,65,79,191,84,Left,65,FW,14,1600000,5000,245,63,43,48,53,38,256,62,53,39,41,61,360,77,76,75,59,73,315,53,65,74,77,46,249,52,59,55,47,36,182,61,61,60,53,11,6,12,10,14,3,High,Medium,1,Championship
eng ENG,FW,Middlesbrough,23,1998,3,0,66,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,200000.0,Toyosi Olusanya,3346,T. Olusanya,23,59,66,176,68,Right,61,FW,7,450000,4000,246,38,60,51,50,47,223,59,36,34,35,59,368,82,85,74,59,68,245,55,48,48,47,47,190,22,18,59,42,49,55,22,17,16,44,14,7,7,8,8,3,High,Medium,1,Championship
nl NED,"FW,MF",Swansea City,21,1999,45,40,"3,474",38.6,22,6,28,21,1,1,4,0,0.57,0.16,0.73,0.54,0.7,12.0,11.7,3.8,15.6,43.0,75.0,186.0,0.31,0.1,0.41,0.3,0.4,8000000.0,Joël Piroe,1525,J. Piroe,21,72,79,185,74,Left,74,FW,7,4800000,17000,320,47,75,68,64,66,286,66,55,54,39,72,329,63,68,65,70,63,361,77,68,60,83,73,262,45,21,73,56,67,76,20,29,27,50,10,13,9,7,11,4,Medium,Medium,1,Championship
eng ENG,FW,Derby County,18,2002,26,19,"1,669",18.5,4,2,6,4,0,0,1,0,0.22,0.11,0.32,0.22,0.32,3.6,3.6,1.1,4.7,18.0,11.0,80.0,0.19,0.06,0.25,0.19,0.25,800000.0,Luke Plange,2602,L. Plange,18,64,77,183,76,Right,66,FW,13,1400000,5000,273,40,69,60,52,52,257,62,50,39,40,66,335,66,68,68,64,69,325,64,69,68,66,58,255,40,28,66,55,66,90,32,30,28,51,9,13,11,13,5,3,High,Medium,1,Championship
gh GHA,"MF,FW",P'borough Utd,19,2001,20,11,"1,111",12.3,0,2,2,0,0,0,1,0,0.0,0.16,0.16,0.0,0.16,2.0,2.0,2.9,4.9,40.0,45.0,50.0,0.16,0.24,0.4,0.16,0.4,250000.0,Kwame Poku,2259,K. Poku,19,66,76,179,67,Left,68,FW,10,1800000,2000,246,53,56,33,64,40,302,71,58,50,56,67,396,89,82,84,57,84,270,57,36,69,49,59,256,37,42,59,65,53,133,44,49,40,48,7,12,9,6,14,3,Medium,Low,1,Championship
eng ENG,"FW,MF",Blackburn,21,2000,10,4,375,4.2,1,2,3,1,0,0,2,0,0.24,0.48,0.72,0.24,0.72,0.9,0.9,1.4,2.2,17.0,14.0,26.0,0.21,0.33,0.54,0.21,0.54,2000000.0,Ian Poveda,1778,I. Poveda,21,69,80,167,64,Left,70,FW,11,3100000,26000,260,65,59,27,64,45,272,76,38,36,48,74,395,84,81,82,65,83,256,52,40,60,55,49,233,39,27,57,63,47,102,35,36,31,42,7,9,7,8,11,3,Medium,Medium,1,Championship
pt POR,"FW,MF",Barnsley,21,1999,16,16,"1,380",15.3,2,0,2,2,0,0,4,0,0.13,0.0,0.13,0.13,0.13,1.2,1.2,1.1,2.3,31.0,66.0,74.0,0.08,0.07,0.15,0.08,0.15,2200000.0,Domingos Quina,1683,Domingos Quina,21,70,79,175,66,Right,72,FW,9,3600000,20000,281,56,65,34,72,54,331,73,63,50,71,74,361,72,67,76,64,82,286,74,50,58,34,70,294,69,46,64,67,48,136,44,47,45,49,12,11,8,12,6,3,Medium,Medium,1,Championship
eng ENG,"MF,FW",P'borough Utd,21,1999,11,1,247,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.7,1.8,10.0,18.0,27.0,0.41,0.24,0.65,0.41,0.65,200000.0,Joel Randall,2609,J. Randall,21,64,72,177,66,Right,65,FW,8,1300000,3000,264,62,61,39,59,43,261,62,45,39,53,62,364,81,76,75,55,77,305,59,63,83,44,56,225,31,24,58,59,53,84,30,30,24,52,9,8,8,15,12,3,High,Medium,1,Championship
eng ENG,"FW,MF",Birmingham City,20,2000,6,2,223,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,10.0,10.0,7.0,0.14,0.0,0.14,0.14,0.14,400000.0,Taylor Richards,2243,T. Richards,20,66,78,180,78,Left,68,FW,12,2100000,5000,282,57,61,42,66,56,305,68,55,52,64,66,349,72,74,74,61,68,321,65,53,73,67,63,299,56,50,63,66,64,156,53,54,49,57,13,10,13,9,12,3,High,Medium,1,Championship
