Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Source_League
se SWE,FW,Manchester Utd,18,2002,2,2,155,1.7,1,0,1,1,0,0,0,0,0.58,0.0,0.58,0.58,0.58,0.4,0.4,0.0,0.5,2.0,3.0,13.0,0.26,0.02,0.28,0.26,0.28,800000.0,Anthony Elanga,862,A. Elanga,18,63,80,180,70,Right,64,FW,17,1200000,6000,261,61,58,33,59,50,297,65,63,59,47,63,369,78,81,80,58,72,272,64,43,54,51,60,226,42,27,53,57,47,76,23,29,24,49,13,5,13,8,10,3,High,Medium,1,PremierLeague
eng ENG,"FW,MF",Manchester City,20,2000,28,17,"1,616",18.0,9,5,14,9,0,0,0,0,0.5,0.28,0.78,0.5,0.78,5.0,5.0,3.6,8.6,81.0,69.0,213.0,0.28,0.2,0.48,0.28,0.48,80000000.0,Phil Foden,18,P. Foden,20,83,92,171,69,Left,85,FW,9,79500000,115000,344,75,79,47,84,59,381,85,73,59,77,87,423,83,79,89,82,90,321,82,49,76,44,70,350,64,59,81,82,64,164,58,59,47,52,8,15,6,10,13,3,High,Medium,1,PremierLeague
eng ENG,"FW,MF",West Brom,22,1997,21,14,"1,127",12.5,1,0,1,1,0,0,1,0,0.08,0.0,0.08,0.08,0.08,1.8,1.8,0.2,2.0,21.0,13.0,69.0,0.15,0.02,0.16,0.15,0.16,8000000.0,Karlan Grant,408,K. Grant,22,72,80,182,70,Right,74,FW,8,5500000,48000,334,66,75,62,66,65,314,73,63,63,43,72,379,85,87,73,71,63,364,73,72,76,71,72,276,35,29,71,67,74,100,53,23,24,63,11,10,13,15,14,3,Medium,Medium,1,PremierLeague
eng ENG,FW,Manchester Utd,18,2001,31,21,"1,822",20.2,7,2,9,7,0,0,2,0,0.35,0.1,0.44,0.35,0.44,6.0,6.0,2.2,8.2,67.0,52.0,175.0,0.29,0.11,0.4,0.29,0.4,50000000.0,Mason Greenwood,97,M. Greenwood,18,78,89,181,70,Left,79,FW,11,29500000,35000,355,72,77,64,74,68,369,81,75,65,70,78,398,80,84,81,77,76,369,83,67,72,69,78,305,58,34,76,73,64,107,35,39,33,34,5,6,6,9,8,5,High,Medium,1,PremierLeague
eng ENG,"MF,FW",Leeds United,23,1996,36,34,"2,847",31.6,8,8,16,8,0,0,2,0,0.25,0.25,0.51,0.25,0.51,5.8,5.8,6.5,12.4,108.0,98.0,307.0,0.18,0.21,0.39,0.18,0.39,15000000.0,Jack Harrison,184,J. Harrison,23,76,82,175,70,Left,77,FW,6,12000000,80000,318,73,69,45,69,62,341,77,70,56,62,76,404,84,80,83,74,83,352,75,63,85,65,64,303,57,36,73,73,64,129,42,43,44,46,11,8,10,6,11,3,High,High,1,PremierLeague
de GER,"MF,FW",Chelsea,21,1999,27,18,"1,520",16.9,4,3,7,4,0,0,2,0,0.24,0.18,0.41,0.24,0.41,5.5,5.5,1.3,6.8,47.0,74.0,133.0,0.33,0.08,0.4,0.33,0.4,70000000.0,Kai Havertz,15,K. Havertz,21,83,91,188,82,Left,85,FW,8,81500000,88000,394,72,80,78,84,80,384,85,84,53,78,84,400,78,87,78,81,76,373,74,75,78,69,77,315,42,38,82,80,73,123,39,46,38,47,6,8,11,10,12,4,Medium,Medium,3,PremierLeague
eng ENG,"FW,DF",Chelsea,19,2000,23,10,"1,059",11.8,2,3,5,2,0,0,0,0,0.17,0.25,0.42,0.17,0.42,1.3,1.3,2.8,4.1,89.0,75.0,155.0,0.11,0.24,0.35,0.11,0.35,32000000.0,Callum Hudson-Odoi,132,C. Hudson-Odoi,19,77,87,178,79,Right,78,FW,10,23000000,49000,334,75,70,53,77,59,376,83,73,71,69,80,398,87,78,85,70,78,330,67,72,66,60,65,280,50,32,70,73,55,120,43,39,38,58,14,13,11,15,5,3,High,Medium,1,PremierLeague
ng NGA,FW,Leicester City,23,1996,25,16,"1,459",16.2,12,2,14,12,0,1,1,0,0.74,0.12,0.86,0.74,0.86,8.2,7.4,3.7,11.1,31.0,41.0,124.0,0.51,0.23,0.74,0.46,0.69,20000000.0,Kelechi Iheanacho,188,K. Iheanacho,23,76,81,185,82,Left,78,FW,5,11500000,63000,358,59,78,67,77,77,364,78,74,64,69,79,372,77,75,73,74,73,359,79,57,73,73,77,320,71,30,78,71,70,107,39,36,32,48,8,7,7,11,15,3,Medium,Medium,1,PremierLeague
wls WAL,FW,Manchester Utd,22,1997,15,11,910,10.1,3,1,4,3,0,0,3,0,0.3,0.1,0.4,0.3,0.4,2.2,2.2,0.9,3.1,36.0,32.0,84.0,0.22,0.09,0.31,0.22,0.31,18000000.0,Daniel James,186,D. James,22,76,81,170,76,Right,77,FW,5,11500000,76000,318,72,70,44,74,58,334,72,73,54,59,76,435,96,95,85,76,83,327,77,53,78,50,69,318,70,42,73,69,64,133,54,45,34,48,7,6,11,15,9,4,High,High,1,PremierLeague
eng ENG,FW,Sheffield Utd,16,2003,4,3,284,3.2,1,0,1,1,0,0,0,0,0.32,0.0,0.32,0.32,0.32,1.1,1.1,0.0,1.2,2.0,1.0,6.0,0.36,0.01,0.37,0.36,0.37,1000000.0,Daniel Jebbison,1162,D. Jebbison,16,59,75,190,78,Right,61,FW,16,575000,1000,267,42,62,58,52,53,244,51,49,40,44,60,281,70,71,47,47,46,298,60,63,60,64,51,245,48,31,60,48,58,75,22,28,25,60,14,14,12,11,9,2,Medium,Medium,1,PremierLeague
br BRA,FW,Manchester City,23,1997,29,22,"2,063",22.9,9,4,13,9,0,0,2,0,0.39,0.17,0.57,0.39,0.57,8.7,8.7,2.7,11.4,54.0,41.0,202.0,0.38,0.12,0.5,0.38,0.5,60000000.0,Gabriel Jesus,17,Gabriel Jesus,23,83,87,175,73,Right,85,FW,4,52500000,150000,380,66,83,77,77,77,369,87,76,54,66,86,438,87,83,91,87,90,386,84,78,79,69,76,344,73,32,87,77,75,111,53,30,28,48,13,8,6,6,15,3,High,High,2,PremierLeague
br BRA,"FW,MF",Newcastle Utd,23,1996,31,23,"1,983",22.0,4,2,6,3,1,1,3,0,0.18,0.09,0.27,0.14,0.23,5.4,4.6,2.4,7.1,34.0,39.0,104.0,0.25,0.11,0.36,0.21,0.32,17000000.0,Joelinton,288,Joelinton,23,74,80,186,81,Right,76,FW,6,6500000,32000,330,44,71,75,75,65,297,75,52,38,58,74,360,75,77,69,72,67,376,81,76,75,82,62,325,78,45,72,69,61,115,29,48,38,56,9,13,8,13,13,4,High,Medium,1,PremierLeague
eng ENG,"DF,FW",West Ham,20,2000,14,5,523,5.8,1,0,1,1,0,0,1,0,0.17,0.0,0.17,0.17,0.17,0.4,0.4,0.4,0.8,11.0,20.0,24.0,0.07,0.07,0.14,0.07,0.14,3000000.0,Ben Johnson,714,B. Johnson,20,66,79,180,69,Right,66,FW,13,2000000,7000,235,61,26,58,60,30,258,58,47,39,49,65,346,71,73,68,60,74,278,44,65,71,62,36,240,55,59,49,38,39,190,62,65,63,56,10,10,15,12,9,4,High,Medium,1,PremierLeague
pt POR,FW,Liverpool,23,1996,19,12,"1,112",12.4,9,0,9,9,0,0,2,0,0.73,0.0,0.73,0.73,0.73,6.4,6.4,1.6,8.0,54.0,43.0,125.0,0.51,0.13,0.64,0.51,0.64,45000000.0,Diogo Jota,29,Diogo Jota,23,82,87,178,73,Right,84,FW,5,46000000,105000,382,71,83,75,75,78,376,85,77,58,71,85,426,88,81,87,84,86,386,84,73,81,73,75,363,85,56,84,75,63,156,54,57,45,54,7,12,15,9,11,5,High,High,2,PremierLeague
ng NGA,"FW,MF",Fulham,22,1997,34,31,"2,747",30.5,4,4,8,4,0,1,5,0,0.13,0.13,0.26,0.13,0.26,6.3,5.5,5.2,10.7,110.0,110.0,236.0,0.21,0.17,0.37,0.18,0.35,11000000.0,Ademola Lookman,139,A. Lookman,22,77,84,174,71,Right,78,FW,7,21500000,41000,327,73,74,48,72,60,334,83,67,51,53,80,412,86,82,90,69,85,340,77,64,74,55,70,305,65,32,74,72,62,74,27,23,24,54,12,12,9,15,6,4,Medium,Medium,1,PremierLeague
ar ARG,"MF,FW",Brighton,21,1998,21,13,"1,115",12.4,1,1,2,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,1.3,1.3,1.5,2.7,15.0,48.0,55.0,0.1,0.12,0.22,0.1,0.22,10000000.0,Alexis Mac Allister,240,A. Mac Allister,21,75,85,174,72,Right,77,FW,10,12500000,36000,356,79,77,61,76,63,390,74,83,81,75,77,355,73,69,71,70,72,349,74,64,68,63,80,320,51,45,73,77,74,170,65,54,51,56,7,10,14,15,10,3,Medium,Medium,1,PremierLeague
br BRA,FW,Arsenal,19,2001,14,7,589,6.5,2,1,3,2,0,0,0,0,0.31,0.15,0.46,0.31,0.46,3.3,3.3,1.8,5.1,23.0,8.0,62.0,0.5,0.27,0.78,0.5,0.78,22000000.0,Gabriel Martinelli,231,Gabriel Martinelli,19,75,87,179,75,Right,76,FW,12,13500000,36000,344,71,74,68,70,61,317,77,70,49,45,76,410,88,86,83,74,79,320,68,55,76,61,60,316,75,37,74,70,60,127,44,40,43,35,10,6,7,6,6,3,High,High,1,PremierLeague
fr FRA,"FW,MF",Brighton,23,1996,33,29,"2,512",27.9,8,2,10,5,3,4,1,1,0.29,0.07,0.36,0.18,0.25,13.2,10.1,3.9,13.9,44.0,61.0,181.0,0.47,0.14,0.61,0.36,0.5,20000000.0,Neal Maupay,143,N. Maupay,23,77,81,171,69,Right,79,FW,4,15500000,52000,364,61,80,73,74,76,323,68,63,55,59,78,389,78,77,76,79,79,349,78,59,74,67,71,337,80,26,82,69,80,118,30,55,33,52,11,12,7,8,14,4,Medium,Medium,1,PremierLeague
se SWE,FW,Burnley,21,1999,4,0,40,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,300000.0,Joel Mumbongo,1164,J. Mumbongo,21,59,68,188,80,Right,61,FW,9,500000,6000,261,41,60,54,49,57,228,52,43,34,44,55,313,77,77,55,53,51,316,64,63,59,73,57,224,53,16,58,44,53,53,23,14,16,50,10,13,6,14,7,3,Medium,Medium,1,PremierLeague
eng ENG,"FW,MF",Arsenal,20,1999,2,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,4.0,6.0,0.08,0.0,0.08,0.08,0.08,9000000.0,Reiss Nelson,346,R. Nelson,20,73,82,177,75,Right,74,FW,9,6500000,40000,296,65,69,39,68,55,344,77,66,67,58,76,393,85,85,83,64,76,281,67,41,67,52,54,281,42,42,70,67,60,98,24,37,37,61,12,12,11,11,15,3,High,Medium,1,PremierLeague
pt POR,"FW,MF",Wolves,20,2000,31,30,"2,550",28.3,5,6,11,5,0,0,4,0,0.18,0.21,0.39,0.18,0.39,5.1,5.1,5.4,10.6,154.0,54.0,255.0,0.18,0.19,0.37,0.18,0.37,35000000.0,Pedro Neto,100,Pedro Neto,20,78,86,172,62,Left,79,FW,8,31000000,62000,335,70,76,49,75,65,336,83,66,51,56,80,420,86,87,86,75,86,330,76,52,72,56,74,305,53,41,76,73,62,72,32,23,17,44,6,13,7,12,6,4,High,Medium,1,PremierLeague
eng ENG,FW,Arsenal,21,1999,17,4,423,4.7,2,1,3,2,0,0,0,0,0.43,0.21,0.64,0.43,0.64,1.8,1.8,0.6,2.4,6.0,6.0,29.0,0.38,0.14,0.51,0.38,0.51,16000000.0,Eddie Nketiah,286,E. Nketiah,21,74,81,175,72,Right,76,FW,7,8500000,48000,322,43,77,67,66,69,284,74,54,38,45,73,395,85,82,79,77,72,334,72,73,68,59,62,275,52,19,78,58,68,56,22,19,15,47,12,10,11,9,5,3,High,Medium,1,PremierLeague
fr FRA,"DF,FW",Everton,19,2000,2,1,81,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,0.03,0.0,0.03,0.03,0.03,3000000.0,Niels Nkounkou,930,N. Nkounkou,19,62,78,180,78,Left,62,FW,16,1000000,6000,239,67,38,50,56,28,230,63,30,31,48,58,353,78,82,72,51,70,296,52,66,69,70,39,233,55,49,48,45,36,167,52,59,56,57,11,10,14,7,15,2,High,Medium,1,PremierLeague
ie IRL,FW,Southampton,20,2000,4,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,5.0,0.0,0.1,0.1,0.0,0.1,3000000.0,Michael Obafemi,675,M. Obafemi,19,67,78,169,71,Right,69,FW,11,2200000,11000,304,50,69,61,63,61,279,69,58,41,44,67,393,81,75,82,66,89,324,70,69,64,65,56,268,60,13,67,61,67,56,18,23,15,56,11,11,13,12,9,3,High,Medium,1,PremierLeague
us USA,"MF,FW",Wolves,19,2001,6,2,187,2.1,0,1,1,0,0,0,1,0,0.0,0.48,0.48,0.0,0.48,0.5,0.5,0.1,0.6,3.0,3.0,7.0,0.24,0.06,0.3,0.24,0.3,1500000.0,Owen Otasowie,1080,O. Otasowie,19,60,76,191,88,Right,61,FW,16,600000,5000,242,44,43,53,64,38,273,59,40,51,61,62,282,55,65,56,54,52,287,50,58,64,68,47,274,62,55,54,60,43,162,54,56,52,52,6,13,13,6,14,3,Medium,Medium,1,PremierLeague
us USA,"FW,MF",Chelsea,21,1998,27,18,"1,738",19.3,4,2,6,4,0,0,2,0,0.21,0.1,0.31,0.21,0.31,6.1,6.1,2.8,8.9,86.0,82.0,160.0,0.32,0.15,0.46,0.32,0.46,50000000.0,Christian Pulisic,36,C. Pulisic,21,81,87,177,69,Right,83,FW,6,41500000,83000,342,72,73,50,77,70,358,87,69,58,59,85,432,91,87,87,79,88,344,77,79,76,54,58,296,45,33,78,79,61,117,38,32,47,63,8,12,13,16,14,4,Medium,Medium,3,PremierLeague
eng ENG,FW,Manchester Utd,22,1997,37,33,"2,920",32.4,11,9,20,11,0,0,4,0,0.34,0.28,0.62,0.34,0.62,8.9,8.9,3.8,12.8,134.0,117.0,330.0,0.28,0.12,0.39,0.28,0.39,85000000.0,Marcus Rashford,8,M. Rashford,22,85,91,186,70,Right,86,FW,6,86500000,150000,388,80,85,68,82,73,404,88,83,76,72,85,427,89,93,85,85,75,411,92,75,87,76,81,361,73,42,83,82,81,116,45,38,33,53,11,6,15,7,14,3,High,Medium,2,PremierLeague
eng ENG,"FW,MF",Burnley,17,2003,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,200000.0,Lewis Richardson,1165,L. Richardson,17,59,74,179,70,Right,61,FW,15,525000,2000,259,38,61,57,50,53,241,58,48,34,41,60,324,73,65,63,54,69,282,61,65,59,48,49,216,31,19,60,51,55,63,22,23,18,44,10,6,7,9,12,3,Medium,Medium,1,PremierLeague
br BRA,FW,Everton,23,1997,34,33,"2,861",31.8,7,3,10,6,1,1,4,1,0.22,0.09,0.31,0.19,0.28,9.7,8.8,3.3,12.1,113.0,58.0,195.0,0.31,0.1,0.41,0.28,0.38,55000000.0,Richarlison,38,Richarlison,23,81,87,181,71,Right,83,FW,6,41000000,90000,390,73,82,83,78,74,368,86,74,65,61,82,398,79,86,79,80,74,394,82,83,83,77,69,363,84,46,82,74,77,150,48,56,46,51,12,7,8,11,13,5,High,High,1,PremierLeague
wls WAL,"MF,FW",Leeds United,21,1999,27,14,"1,340",14.9,1,2,3,1,0,0,3,0,0.07,0.13,0.2,0.07,0.2,1.8,1.8,2.3,4.1,33.0,53.0,89.0,0.12,0.16,0.28,0.12,0.28,6000000.0,Tyler Roberts,347,T. Roberts,21,73,80,180,75,Right,75,FW,7,6000000,49000,330,64,70,65,72,59,316,75,57,42,65,77,369,75,76,77,67,74,350,73,60,76,77,64,309,57,37,72,73,70,97,31,39,27,55,12,8,13,9,13,3,Medium,Medium,1,PremierLeague
fr FRA,"FW,MF",Newcastle Utd,23,1997,25,19,"1,560",17.3,3,4,7,3,0,0,0,0,0.17,0.23,0.4,0.17,0.4,2.6,2.6,3.7,6.3,81.0,65.0,86.0,0.15,0.21,0.36,0.15,0.36,30000000.0,Allan Saint-Maximin,77,A. Saint-Maximin,23,79,85,173,67,Right,80,FW,6,27500000,41000,321,70,65,53,74,59,368,90,73,58,64,83,440,93,93,93,74,87,359,80,67,74,68,70,254,36,17,72,71,58,69,28,18,23,45,10,9,12,7,7,4,High,Low,2,PremierLeague
eng ENG,"FW,MF",Arsenal,18,2001,32,30,"2,553",28.4,5,3,8,5,0,0,1,0,0.18,0.11,0.28,0.18,0.28,6.9,6.9,4.4,11.3,85.0,101.0,269.0,0.24,0.16,0.4,0.24,0.4,65000000.0,Bukayo Saka,76,B. Saka,18,79,88,178,65,Left,80,FW,9,37000000,29000,332,79,66,45,79,63,370,84,74,69,63,80,410,86,82,83,76,83,318,68,51,76,58,65,353,66,68,76,79,64,201,65,69,67,50,7,8,13,9,13,3,High,Medium,1,PremierLeague
eng ENG,FW,Tottenham,16,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,Dane Scarlett,939,D. Scarlett,16,62,88,179,73,Right,64,FW,26,1600000,3000,272,34,67,63,50,58,246,55,45,41,40,65,332,75,70,62,57,68,299,62,76,52,57,52,245,57,13,65,48,62,49,17,16,16,46,12,8,7,5,14,3,High,Medium,1,PremierLeague
eng ENG,FW,Manchester Utd,16,2004,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3000000.0,Shola Shoretire,1071,S. Shoretire,16,60,84,178,70,Right,62,FW,24,775000,2000,256,50,57,40,58,51,272,62,54,43,52,61,371,70,74,83,59,85,242,56,38,53,45,50,245,60,27,55,58,45,86,21,34,31,36,7,7,8,5,9,4,Medium,Medium,1,PremierLeague
pt POR,FW,Wolves,18,2002,32,11,"1,369",15.2,4,3,7,3,1,1,2,0,0.26,0.2,0.46,0.2,0.39,5.3,4.5,1.0,5.5,14.0,17.0,74.0,0.35,0.07,0.41,0.29,0.36,600000.0,Fábio Silva,568,Fábio Silva,17,69,85,185,75,Right,71,FW,16,3500000,7000,289,41,70,62,46,70,266,73,52,31,38,72,363,76,74,72,73,68,336,72,72,58,70,64,268,54,17,71,56,70,53,16,21,16,46,6,12,7,13,8,4,High,High,1,Ligue1
pt POR,FW,Wolves,18,2002,32,11,"1,369",15.2,4,3,7,3,1,1,2,0,0.26,0.2,0.46,0.2,0.39,5.3,4.5,1.0,5.5,14.0,17.0,74.0,0.35,0.07,0.41,0.29,0.36,600000.0,Fábio Silva,568,Fábio Silva,17,69,85,185,75,Right,71,FW,16,3500000,7000,289,41,70,62,46,70,266,73,52,31,38,72,363,76,74,72,73,68,336,72,72,58,70,64,268,54,17,71,56,70,53,16,21,16,46,6,12,7,13,8,4,High,High,1,PremierLeague
eng ENG,"MF,FW",Arsenal,20,2000,20,18,"1,440",16.0,2,4,6,2,0,0,0,0,0.12,0.25,0.37,0.12,0.37,1.8,1.8,3.4,5.1,51.0,68.0,113.0,0.11,0.21,0.32,0.11,0.32,18000000.0,Emile Smith Rowe,180,E. Smith Rowe,19,76,86,182,64,Right,78,FW,10,16000000,38000,298,65,63,36,79,55,351,79,67,58,67,80,379,79,79,75,72,74,297,69,34,72,61,61,298,52,28,78,76,64,98,37,30,31,51,11,8,14,8,10,4,High,High,1,PremierLeague
ng NGA,"FW,MF",Southampton,21,1999,18,7,745,8.3,1,1,2,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,1.6,1.6,0.8,2.4,19.0,9.0,36.0,0.2,0.09,0.29,0.2,0.29,2000000.0,Nathan Tella,863,N. Tella,20,63,76,171,70,Right,64,FW,13,1200000,7000,262,56,56,44,57,49,260,64,55,37,44,60,381,85,79,84,60,73,267,56,51,57,49,54,236,50,25,61,59,41,91,30,34,27,41,9,6,8,12,6,2,High,Low,1,PremierLeague
es ESP,"FW,MF",Manchester City,20,2000,24,15,"1,306",14.5,7,2,9,7,0,0,1,0,0.48,0.14,0.62,0.48,0.62,4.9,4.9,2.2,7.1,30.0,31.0,118.0,0.33,0.15,0.49,0.33,0.49,450000.0,Ferrán Torres,39,Ferran Torres,20,81,89,184,77,Right,83,FW,8,56500000,110000,377,77,78,70,80,72,373,84,71,60,78,80,401,88,79,82,76,76,372,79,75,73,70,75,311,45,34,80,86,66,87,35,24,28,59,12,9,11,15,12,4,High,Medium,1,LigaProfesionalArgentina
es ESP,"FW,MF",Manchester City,20,2000,24,15,"1,306",14.5,7,2,9,7,0,0,1,0,0.48,0.14,0.62,0.48,0.62,4.9,4.9,2.2,7.1,30.0,31.0,118.0,0.33,0.15,0.49,0.33,0.49,450000.0,Ferrán Torres,39,Ferran Torres,20,81,89,184,77,Right,83,FW,8,56500000,110000,377,77,78,70,80,72,373,84,71,60,78,80,401,88,79,82,76,76,372,79,75,73,70,75,311,45,34,80,86,66,87,35,24,28,59,12,9,11,15,12,4,High,Medium,1,LigaProfesionalArgentina
es ESP,"FW,MF",Manchester City,20,2000,24,15,"1,306",14.5,7,2,9,7,0,0,1,0,0.48,0.14,0.62,0.48,0.62,4.9,4.9,2.2,7.1,30.0,31.0,118.0,0.33,0.15,0.49,0.33,0.49,450000.0,Ferrán Torres,39,Ferran Torres,20,81,89,184,77,Right,83,FW,8,56500000,110000,377,77,78,70,80,72,373,84,71,60,78,80,401,88,79,82,76,76,372,79,75,73,70,75,311,45,34,80,86,66,87,35,24,28,59,12,9,11,15,12,4,High,Medium,1,PremierLeague
tr TUR,"FW,MF",Leicester City,23,1997,9,1,281,3.1,0,2,2,0,0,0,0,0,0.0,0.64,0.64,0.0,0.64,0.3,0.3,1.6,1.9,12.0,7.0,39.0,0.09,0.51,0.59,0.09,0.59,18000000.0,Cengiz Ünder,138,C. Ünder,22,77,82,173,66,Left,78,FW,5,16000000,62000,350,81,70,58,72,69,376,82,80,68,65,81,401,85,79,84,71,82,327,83,47,67,50,80,279,37,29,75,74,64,106,43,33,30,46,9,13,7,9,8,4,Medium,Medium,1,PremierLeague
ch SUI,"FW,DF",Brighton,21,1999,9,0,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,2.0,2.0,14.0,0.38,0.04,0.42,0.38,0.42,2500000.0,Andi Zeqiri,676,A. Zeqiri,21,67,81,185,80,Left,69,FW,14,2500000,14000,315,63,69,66,59,58,268,68,62,32,38,68,343,69,75,69,62,68,341,69,70,68,71,63,259,49,18,66,60,66,52,22,12,18,69,15,13,14,14,13,4,High,Low,1,PremierLeague
iq IRQ,FW,Gil Vicente FC,23,1997,4,1,112,1.2,1,0,1,1,0,0,0,0,0.8,0.0,0.8,0.8,0.8,,,,,,,,,,,,,200000.0,Alaa Abbas,2506,A. Abbas,22,65,72,180,75,Right,67,FW,7,1500000,3000,298,34,70,68,54,72,230,59,40,38,32,61,327,67,69,65,62,64,327,67,68,62,65,65,237,37,19,64,48,69,58,17,19,22,54,8,9,15,8,14,3,Medium,Medium,1,PrimeiraLigaPortugal
mr MTN,FW,Tondela,22,1997,17,0,293,3.3,1,0,1,1,0,0,1,0,0.31,0.0,0.31,0.31,0.31,,,,,,,,,,,,,200000.0,Souleymane Anne,3592,S. Anne,22,56,65,190,77,Left,58,FW,9,325000,1000,252,39,58,59,50,46,229,57,39,37,38,58,288,66,64,61,49,48,279,51,57,51,65,55,221,39,19,52,49,62,67,18,29,20,39,6,6,11,7,9,3,Medium,Medium,1,PrimeiraLigaPortugal
cv CPV,"MF,FW",Tondela,19,2001,14,2,317,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,500000.0,Telmo Arcanjo,3243,Telmo Arcanjo,19,60,68,180,79,Left,62,FW,8,525000,750,260,53,51,43,63,50,293,64,51,51,63,64,320,68,70,60,60,62,249,59,56,34,61,39,253,44,35,49,65,60,118,40,36,42,45,7,10,6,15,7,3,Medium,Medium,1,PrimeiraLigaPortugal
gw GNB,FW,Portimonense,22,1998,30,21,"1,956",21.7,11,2,13,11,0,0,5,0,0.51,0.09,0.6,0.51,0.6,,,,,,,,,,,,,5000000.0,Beto,1759,Beto,22,70,77,194,88,Right,72,FW,7,3300000,5000,315,40,74,72,60,69,264,66,59,32,43,64,282,66,70,42,70,34,354,76,59,74,85,60,279,70,18,70,55,66,58,17,20,21,54,15,11,9,6,13,3,High,Medium,1,PrimeiraLigaPortugal
cv CPV,"FW,MF",Sporting CP,22,1998,24,6,689,7.7,5,4,9,2,3,3,2,0,0.65,0.52,1.18,0.26,0.78,,,,,,,,,,,,,8000000.0,Jovane Cabral,1398,Jovane Cabral,22,77,85,176,72,Right,78,FW,8,23500000,14000,346,73,71,57,71,74,372,82,71,75,66,78,406,87,86,80,76,77,370,82,72,71,71,74,309,59,37,75,72,66,100,37,35,28,50,12,6,9,15,8,4,High,Medium,1,PrimeiraLigaPortugal
pt POR,"FW,MF",Rio Ave,20,2000,11,9,664,7.4,3,0,3,3,0,0,1,0,0.41,0.0,0.41,0.41,0.41,,,,,,,,,,,,,3500000.0,Rafael Camacho,1575,Rafael Camacho,20,72,83,175,65,Right,73,FW,11,5000000,8000,294,65,60,48,65,56,328,77,70,47,60,74,401,84,80,85,75,77,309,70,58,68,58,55,292,43,50,72,71,56,167,54,61,52,50,9,14,7,6,14,3,High,Medium,1,PrimeiraLigaPortugal
ec ECU,FW,Famalicão,20,2000,9,3,330,3.7,2,0,2,2,0,0,4,0,0.55,0.0,0.55,0.55,0.55,,,,,,,,,,,,,1200000.0,Leonardo Campana,2515,L. Campana,20,65,75,187,76,Left,67,FW,10,1600000,14000,288,34,73,63,53,65,254,60,45,38,47,64,328,65,68,65,63,67,303,64,59,55,64,61,237,50,24,63,58,42,73,26,25,22,45,7,10,5,10,13,4,High,Medium,1,PrimeiraLigaPortugal
co COL,FW,B-SAD,23,1997,32,23,"1,988",22.1,10,1,11,10,0,0,0,0,0.45,0.05,0.5,0.45,0.5,,,,,,,,,,,,,2000000.0,Mateo Cassierra,1995,M. Cassierra,23,68,75,183,69,Right,70,FW,7,2400000,3000,313,54,67,64,65,63,255,66,39,29,53,68,351,78,78,74,64,57,356,70,82,72,71,61,276,55,25,69,60,67,68,28,21,19,49,13,6,14,10,6,3,Medium,Medium,1,PrimeiraLigaPortugal
