Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League,Season
Hans Nicolussi Caviglia,it ITA,MF,Salernitana,22,2000,6.5,15.0,6,5.0,8.0,2.0,9.0,15.0,60.0,6.0,9.0,0.0,9.0,7,22.0,7.0,1.0,SerieA,2022-2023
Dimitris Nikolaou,gr GRE,DF,Spezia,23,1998,32.9,45.0,32,31.0,10.0,4.0,25.0,37.0,67.6,12.0,41.0,26.0,15.0,27,72.0,82.0,0.0,SerieA,2022-2023
Samuel Ntanda,be BEL,MF,Sampdoria,17,2005,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2022-2023
Caleb Okoli,it ITA,DF,Atalanta,21,2001,10.7,21.0,17,14.0,6.0,1.0,10.0,25.0,40.0,15.0,10.0,5.0,5.0,30,51.0,44.0,3.0,SerieA,2022-2023
Victor Osimhen,ng NGA,FW,Napoli,23,1998,28.5,10.0,6,1.0,2.0,7.0,0.0,7.0,0.0,7.0,6.0,1.0,5.0,6,16.0,29.0,0.0,SerieA,2022-2023
Simone Pafundi,it ITA,"MF,FW",Udinese,16,2006,0.9,8.0,5,1.0,5.0,2.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,1,9.0,0.0,0.0,SerieA,2022-2023
Flavio Paoletti,it ITA,MF,Sampdoria,19,2003,3.2,2.0,2,0.0,2.0,0.0,1.0,5.0,20.0,4.0,1.0,0.0,1.0,5,7.0,9.0,0.0,SerieA,2022-2023
Fabiano Parisi,it ITA,DF,Empoli,21,2000,31.4,65.0,35,37.0,21.0,7.0,30.0,72.0,41.7,42.0,51.0,16.0,35.0,41,106.0,91.0,0.0,SerieA,2022-2023
Pietro Pellegri,it ITA,FW,Torino,21,2001,5.2,6.0,2,1.0,3.0,2.0,2.0,3.0,66.7,1.0,5.0,1.0,4.0,0,6.0,4.0,0.0,SerieA,2022-2023
Luca Pellegrini,it ITA,DF,Lazio,23,1999,2.0,1.0,0,0.0,1.0,0.0,1.0,4.0,25.0,3.0,3.0,0.0,3.0,7,8.0,4.0,0.0,SerieA,2022-2023
Nehuén Pérez,ar ARG,DF,Udinese,22,2000,31.3,77.0,40,54.0,20.0,3.0,39.0,55.0,70.9,16.0,53.0,23.0,30.0,35,112.0,106.0,1.0,SerieA,2022-2023
Roberto Piccoli,it ITA,FW,Hellas Verona,21,2001,2.1,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0,1.0,2.0,0.0,SerieA,2022-2023
Roberto Piccoli,it ITA,FW,Empoli,21,2001,5.7,1.0,1,1.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,1.0,3.0,1,2.0,9.0,0.0,SerieA,2022-2023
Andrea Pinamonti,it ITA,FW,Sassuolo,23,1999,24.0,10.0,7,0.0,5.0,5.0,3.0,7.0,42.9,4.0,19.0,2.0,17.0,2,12.0,11.0,0.0,SerieA,2022-2023
Lorenzo Pirola,it ITA,DF,Salernitana,20,2002,21.6,33.0,29,18.0,14.0,1.0,19.0,27.0,70.4,8.0,50.0,35.0,15.0,30,63.0,85.0,1.0,SerieA,2022-2023
Niccolò Pisilli,it ITA,MF,Roma,17,2004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2022-2023
Tommaso Pobega,it ITA,MF,Milan,23,1999,9.8,27.0,16,8.0,15.0,4.0,13.0,20.0,65.0,7.0,12.0,4.0,8.0,9,36.0,11.0,0.0,SerieA,2022-2023
Niklas Pyyhtiä,fi FIN,MF,Bologna,18,2003,1.2,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,2.0,4.0,0.0,SerieA,2022-2023
Giacomo Quagliata,it ITA,DF,Cremonese,22,2000,7.8,10.0,8,7.0,1.0,2.0,5.0,11.0,45.5,6.0,7.0,2.0,5.0,11,21.0,8.0,0.0,SerieA,2022-2023
Antonio Raimondo,it ITA,FW,Bologna,18,2004,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,SerieA,2022-2023
Luca Ranieri,it ITA,DF,Fiorentina,23,1999,5.6,9.0,4,6.0,3.0,0.0,6.0,9.0,66.7,3.0,5.0,3.0,2.0,11,20.0,15.0,1.0,SerieA,2022-2023
Filippo Ranocchia,it ITA,MF,Monza,21,2001,5.9,11.0,6,5.0,4.0,2.0,4.0,12.0,33.3,8.0,5.0,1.0,4.0,4,15.0,7.0,0.0,SerieA,2022-2023
Giacomo Raspadori,it ITA,FW,Sassuolo,22,2000,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2022-2023
Giacomo Raspadori,it ITA,"FW,MF",Napoli,22,2000,10.1,10.0,8,0.0,6.0,4.0,4.0,10.0,40.0,6.0,9.0,0.0,9.0,4,14.0,4.0,0.0,SerieA,2022-2023
Panagiotis Retsos,gr GRE,DF,Hellas Verona,23,1998,1.4,5.0,4,2.0,2.0,1.0,3.0,3.0,100.0,0.0,4.0,1.0,3.0,2,7.0,3.0,0.0,SerieA,2022-2023
Samuele Ricci,it ITA,MF,Torino,20,2001,23.0,32.0,21,17.0,10.0,5.0,18.0,23.0,78.3,5.0,20.0,5.0,15.0,17,49.0,29.0,1.0,SerieA,2022-2023
Pablo Rodríguez,es ESP,"FW,MF",Lecce,20,2001,0.6,2.0,1,2.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,0,2.0,0.0,0.0,SerieA,2022-2023
Luka Romero,ar ARG,FW,Lazio,17,2004,1.7,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,3,3.0,1.0,0.0,SerieA,2022-2023
Nicolò Rovella,it ITA,MF,Monza,20,2001,19.3,45.0,29,22.0,21.0,2.0,13.0,36.0,36.1,23.0,20.0,1.0,19.0,40,85.0,17.0,0.0,SerieA,2022-2023
Nicolò Rovella,it ITA,MF,Juventus,20,2001,0.3,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,SerieA,2022-2023
Ruan,br BRA,DF,Sassuolo,23,1999,19.0,38.0,26,25.0,12.0,1.0,19.0,29.0,65.5,10.0,29.0,17.0,12.0,24,62.0,80.0,3.0,SerieA,2022-2023
Matteo Ruggeri,it ITA,"DF,MF",Atalanta,20,2002,9.2,17.0,12,5.0,9.0,3.0,8.0,16.0,50.0,8.0,14.0,3.0,11.0,12,29.0,16.0,0.0,SerieA,2022-2023
Alessandro Russo,it ITA,GK,Sassuolo,21,2001,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,SerieA,2022-2023
Alexis Saelemaekers,be BEL,"FW,DF",Milan,23,1999,15.6,31.0,20,12.0,16.0,3.0,19.0,41.0,46.3,22.0,13.0,1.0,12.0,19,50.0,11.0,0.0,SerieA,2022-2023
Lazar Samardzic,rs SRB,MF,Udinese,20,2002,20.5,33.0,16,9.0,20.0,4.0,17.0,43.0,39.5,26.0,13.0,0.0,13.0,11,44.0,16.0,0.0,SerieA,2022-2023
Leandro Sanca,gw GNB,"FW,MF",Spezia,22,2000,0.4,1.0,1,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,SerieA,2022-2023
Martin Satriano,uy URU,FW,Empoli,21,2001,18.9,13.0,8,5.0,6.0,2.0,6.0,14.0,42.9,8.0,5.0,0.0,5.0,3,16.0,22.0,0.0,SerieA,2022-2023
Giorgio Scalvini,it ITA,DF,Atalanta,18,2003,25.9,54.0,29,30.0,18.0,6.0,29.0,55.0,52.7,26.0,36.0,13.0,23.0,56,110.0,57.0,2.0,SerieA,2022-2023
Perr Schuurs,nl NED,DF,Torino,22,1999,25.8,51.0,25,29.0,17.0,5.0,14.0,26.0,53.8,12.0,28.0,16.0,12.0,28,79.0,102.0,0.0,SerieA,2022-2023
Demba Seck,sn SEN,"MF,FW",Torino,21,2001,5.8,5.0,2,3.0,2.0,0.0,2.0,3.0,66.7,1.0,3.0,1.0,2.0,1,6.0,1.0,0.0,SerieA,2022-2023
Telasco Segovia,ve VEN,MF,Sampdoria,19,2003,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2022-2023
Vivaldo Semedo,pt POR,"FW,MF",Udinese,17,2005,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,SerieA,2022-2023
Wilfried Singo,ci CIV,DF,Torino,21,2000,22.7,27.0,17,14.0,10.0,3.0,12.0,19.0,63.2,7.0,15.0,2.0,13.0,12,39.0,33.0,1.0,SerieA,2022-2023
Leo Skiri Østigård,no NOR,DF,Napoli,22,1999,4.7,4.0,1,3.0,1.0,0.0,1.0,1.0,100.0,0.0,3.0,3.0,0.0,6,10.0,18.0,1.0,SerieA,2022-2023
Ola Solbakken,no NOR,"MF,FW",Roma,23,1998,5.6,2.0,2,1.0,1.0,0.0,2.0,7.0,28.6,5.0,2.0,0.0,2.0,2,4.0,8.0,0.0,SerieA,2022-2023
Brandon Soppy,fr FRA,DF,Udinese,20,2002,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,4.0,0.0,4.0,1,2.0,1.0,0.0,SerieA,2022-2023
Brandon Soppy,fr FRA,DF,Atalanta,20,2002,7.1,8.0,5,4.0,4.0,0.0,3.0,9.0,33.3,6.0,10.0,0.0,10.0,3,11.0,7.0,0.0,SerieA,2022-2023
Joaquin Sosa,uy URU,DF,Bologna,20,2002,7.6,6.0,2,5.0,1.0,0.0,4.0,18.0,22.2,14.0,5.0,3.0,2.0,6,12.0,31.0,0.0,SerieA,2022-2023
Riccardo Sottil,it ITA,FW,Fiorentina,23,1999,9.3,4.0,3,2.0,0.0,2.0,2.0,5.0,40.0,3.0,2.0,0.0,2.0,0,4.0,0.0,0.0,SerieA,2022-2023
Matìas Soulé,ar ARG,"MF,FW",Juventus,19,2003,4.7,7.0,4,3.0,2.0,2.0,5.0,7.0,71.4,2.0,7.0,1.0,6.0,3,10.0,3.0,0.0,SerieA,2022-2023
Dávid Strelec,sk SVK,FW,Spezia,21,2001,1.9,2.0,2,0.0,1.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,SerieA,2022-2023
Ibrahim Sulemana,gh GHA,MF,Hellas Verona,19,2003,7.2,19.0,13,10.0,7.0,2.0,6.0,12.0,50.0,6.0,8.0,2.0,6.0,14,33.0,15.0,0.0,SerieA,2022-2023
Mile Svilar,rs SRB,GK,Roma,22,1999,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,SerieA,2022-2023
Benjamin Tahirovic,ba BIH,MF,Roma,19,2003,3.9,8.0,5,5.0,2.0,1.0,4.0,12.0,33.3,8.0,9.0,4.0,5.0,3,11.0,3.0,0.0,SerieA,2022-2023
Filippo Terracciano,it ITA,"DF,MF",Hellas Verona,19,2003,9.1,20.0,13,11.0,7.0,2.0,15.0,20.0,75.0,5.0,7.0,4.0,3.0,10,30.0,14.0,0.0,SerieA,2022-2023
Aleksa Terzić,rs SRB,DF,Fiorentina,22,1999,10.4,16.0,9,9.0,4.0,3.0,11.0,21.0,52.4,10.0,13.0,4.0,9.0,5,21.0,16.0,0.0,SerieA,2022-2023
Malick Thiaw,de GER,DF,Milan,20,2001,15.1,31.0,26,22.0,9.0,0.0,11.0,20.0,55.0,9.0,11.0,5.0,6.0,12,43.0,65.0,1.0,SerieA,2022-2023
Kristian Thorstvedt,no NOR,MF,Sassuolo,23,1999,12.6,16.0,7,4.0,9.0,3.0,6.0,17.0,35.3,11.0,19.0,5.0,14.0,14,30.0,13.0,0.0,SerieA,2022-2023
Sandro Tonali,it ITA,MF,Milan,22,2000,30.1,64.0,41,35.0,24.0,5.0,27.0,44.0,61.4,17.0,34.0,9.0,25.0,25,89.0,26.0,1.0,SerieA,2022-2023
Frank Tsadjout,it ITA,FW,Cremonese,23,1999,11.7,10.0,8,3.0,6.0,1.0,3.0,9.0,33.3,6.0,7.0,1.0,6.0,8,18.0,9.0,0.0,SerieA,2022-2023
Martin Turk,si SVN,GK,Sampdoria,18,2003,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,SerieA,2022-2023
Destiny Udogie,it ITA,DF,Udinese,19,2002,30.0,71.0,45,42.0,24.0,5.0,34.0,59.0,57.6,25.0,34.0,6.0,28.0,36,107.0,25.0,0.0,SerieA,2022-2023
Diego Valencia,cl CHI,"MF,FW",Salernitana,22,2000,2.6,8.0,5,4.0,2.0,2.0,2.0,9.0,22.2,7.0,10.0,1.0,9.0,1,9.0,2.0,0.0,SerieA,2022-2023
Emanuele Valeri,it ITA,DF,Cremonese,23,1998,30.9,54.0,27,29.0,21.0,4.0,29.0,69.0,42.0,40.0,17.0,3.0,14.0,22,76.0,44.0,1.0,SerieA,2022-2023
Johan Vásquez,mx MEX,DF,Cremonese,23,1998,20.1,41.0,26,34.0,7.0,0.0,18.0,39.0,46.2,21.0,27.0,20.0,7.0,45,86.0,93.0,1.0,SerieA,2022-2023
Emanuel Vignato,it ITA,"MF,FW",Bologna,21,2000,2.7,4.0,4,2.0,2.0,0.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,3,7.0,0.0,0.0,SerieA,2022-2023
Emanuel Vignato,it ITA,"MF,FW",Empoli,21,2000,0.6,2.0,0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,2.0,1.0,0.0,SerieA,2022-2023
Samuele Vignato,it ITA,"MF,FW",Monza,18,2004,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,SerieA,2022-2023
Dušan Vlahović,rs SRB,FW,Juventus,22,2000,21.4,11.0,6,0.0,7.0,4.0,4.0,10.0,40.0,6.0,10.0,3.0,7.0,3,14.0,8.0,1.0,SerieA,2022-2023
Joel Voelkerling Persson,se SWE,"FW,MF",Lecce,19,2003,1.1,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0,SerieA,2022-2023
Cristian Volpato,it ITA,MF,Roma,18,2003,2.5,3.0,2,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2,5.0,0.0,0.0,SerieA,2022-2023
Lukáš Vorlický,cz CZE,"MF,FW",Atalanta,20,2002,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,SerieA,2022-2023
Aster Vranckx,be BEL,MF,Milan,19,2002,2.7,3.0,2,0.0,2.0,1.0,2.0,7.0,28.6,5.0,3.0,1.0,2.0,2,5.0,1.0,0.0,SerieA,2022-2023
Sebastian Walukiewicz,pl POL,DF,Empoli,22,2000,6.7,9.0,6,7.0,2.0,0.0,4.0,6.0,66.7,2.0,10.0,9.0,1.0,7,16.0,30.0,0.0,SerieA,2022-2023
Gerard Yepes,es ESP,MF,Sampdoria,19,2002,2.2,5.0,3,2.0,3.0,0.0,1.0,3.0,33.3,2.0,3.0,0.0,3.0,4,9.0,3.0,0.0,SerieA,2022-2023
Nicola Zalewski,pl POL,DF,Roma,20,2002,24.4,45.0,26,25.0,15.0,5.0,22.0,71.0,31.0,49.0,27.0,1.0,26.0,31,76.0,23.0,0.0,SerieA,2022-2023
Nicolò Zaniolo,it ITA,"MF,FW",Roma,23,1999,9.9,7.0,5,2.0,4.0,1.0,2.0,7.0,28.6,5.0,11.0,0.0,11.0,2,9.0,0.0,0.0,SerieA,2022-2023
Alessandro Zanoli,it ITA,DF,Sampdoria,21,2000,17.1,22.0,14,14.0,6.0,2.0,8.0,17.0,47.1,9.0,19.0,15.0,4.0,12,34.0,39.0,0.0,SerieA,2022-2023
Alessandro Zanoli,it ITA,DF,Napoli,21,2000,0.1,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,SerieA,2022-2023
Mattia Zanotti,it ITA,DF,Inter,19,2003,0.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0,0.0,0.0,0.0,SerieA,2022-2023
Karim Zedadka,fr FRA,FW,Napoli,22,2000,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,SerieA,2022-2023
Alessio Zerbin,it ITA,FW,Napoli,23,1999,2.2,10.0,5,4.0,5.0,1.0,4.0,8.0,50.0,4.0,2.0,0.0,2.0,2,12.0,2.0,0.0,SerieA,2022-2023
David Zima,cz CZE,DF,Torino,21,2000,4.5,9.0,5,5.0,4.0,0.0,3.0,4.0,75.0,1.0,7.0,2.0,5.0,9,18.0,11.0,2.0,SerieA,2022-2023
Joshua Zirkzee,nl NED,FW,Bologna,21,2001,9.1,4.0,2,1.0,1.0,2.0,2.0,7.0,28.6,5.0,4.0,1.0,3.0,4,8.0,4.0,0.0,SerieA,2022-2023
Nadir Zortea,it ITA,"DF,MF",Atalanta,23,1999,2.5,10.0,5,3.0,7.0,0.0,3.0,4.0,75.0,1.0,4.0,0.0,4.0,0,10.0,4.0,0.0,SerieA,2022-2023
Nadir Zortea,it ITA,DF,Sassuolo,23,1999,7.3,15.0,8,12.0,2.0,1.0,9.0,14.0,64.3,5.0,10.0,4.0,6.0,4,19.0,21.0,0.0,SerieA,2022-2023
Petar Zovko,ba BIH,GK,Spezia,20,2002,0.8,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,SerieA,2022-2023
Brenden Aaronson,us USA,"MF,FW",Union Berlin,22,2000,14.1,32.0,18,13.0,13.0,6.0,16.0,32.0,50.0,16.0,26.0,1.0,25.0,2,34.0,4.0,0.0,Bundesliga,2023-2024
Paxten Aaronson,us USA,MF,Eint Frankfurt,19,2003,1.1,2.0,2,1.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,0,2.0,0.0,0.0,Bundesliga,2023-2024
Junior Adamu,at AUT,"FW,MF",Freiburg,22,2001,1.2,5.0,1,1.0,2.0,2.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,5.0,2.0,0.0,Bundesliga,2023-2024
Karim Adeyemi,de GER,"FW,MF",Dortmund,21,2002,10.1,16.0,14,9.0,4.0,3.0,8.0,20.0,40.0,12.0,11.0,0.0,11.0,3,19.0,5.0,0.0,Bundesliga,2023-2024
Amine Adli,ma MAR,"MF,FW",Leverkusen,23,2000,10.0,16.0,7,2.0,10.0,4.0,7.0,17.0,41.2,10.0,10.0,2.0,8.0,6,22.0,5.0,0.0,Bundesliga,2023-2024
Felix Agu,de GER,"DF,MF",Werder Bremen,23,1999,17.9,45.0,29,28.0,13.0,4.0,29.0,41.0,70.7,12.0,27.0,7.0,20.0,13,58.0,41.0,0.0,Bundesliga,2023-2024
Faride Alidou,de GER,"FW,MF",Köln,22,2001,14.2,10.0,4,3.0,6.0,1.0,4.0,18.0,22.2,14.0,23.0,2.0,21.0,8,18.0,15.0,1.0,Bundesliga,2023-2024
Skelly Alvero,fr FRA,MF,Werder Bremen,21,2002,1.4,6.0,4,1.0,5.0,0.0,3.0,3.0,100.0,0.0,3.0,1.0,2.0,1,7.0,1.0,0.0,Bundesliga,2023-2024
Kofi Amoako,de GER,MF,Wolfsburg,18,2005,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Asaf Arania,il ISR,MF,Darmstadt 98,17,2005,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Arthur,br BRA,DF,Leverkusen,20,2003,2.0,4.0,3,2.0,0.0,2.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,0,4.0,7.0,0.0,Bundesliga,2023-2024
Jonathan Asp Jensen,dk DEN,FW,Bayern Munich,17,2006,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Bundesliga,2023-2024
Noah Atubolu,de GER,GK,Freiburg,21,2002,34.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,8.0,1.0,Bundesliga,2023-2024
Samuel Bamba,de GER,FW,Dortmund,19,2004,0.5,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Bundesliga,2023-2024
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,23,2000,29.0,65.0,40,19.0,37.0,9.0,30.0,50.0,60.0,20.0,45.0,16.0,29.0,36,101.0,53.0,0.0,Bundesliga,2023-2024
Maximilian Bauer,de GER,DF,Augsburg,23,2000,9.0,19.0,12,13.0,4.0,2.0,9.0,17.0,52.9,8.0,14.0,8.0,6.0,11,30.0,30.0,1.0,Bundesliga,2023-2024
Elias Baum,de GER,"DF,MF",Eint Frankfurt,17,2005,0.3,1.0,0,0.0,0.0,1.0,0.0,0.0,,0.0,3.0,2.0,1.0,0,1.0,1.0,0.0,Bundesliga,2023-2024
Christoph Baumgartner,at AUT,"MF,FW",RB Leipzig,23,1999,12.9,26.0,13,10.0,12.0,4.0,14.0,38.0,36.8,24.0,20.0,1.0,19.0,5,31.0,14.0,0.0,Bundesliga,2023-2024
Maximilian Beier,de GER,"FW,MF",Hoffenheim,20,2002,26.9,20.0,12,5.0,11.0,4.0,4.0,19.0,21.1,15.0,21.0,1.0,20.0,9,29.0,12.0,0.0,Bundesliga,2023-2024
Tom Bischof,de GER,"MF,FW",Hoffenheim,18,2005,2.0,8.0,4,6.0,1.0,1.0,2.0,9.0,22.2,7.0,3.0,0.0,3.0,1,9.0,2.0,0.0,Bundesliga,2023-2024
Hendry Blank,de GER,DF,Dortmund,18,2004,0.5,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,1.0,4.0,0.0,Bundesliga,2023-2024
Sacha Boey,fr FRA,DF,Bayern Munich,22,2000,1.2,2.0,0,2.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,1,3.0,2.0,0.0,Bundesliga,2023-2024
Victor Boniface,ng NGA,FW,Leverkusen,22,2000,17.2,6.0,4,0.0,1.0,5.0,1.0,4.0,25.0,3.0,6.0,1.0,5.0,0,6.0,13.0,0.0,Bundesliga,2023-2024
Yvandro Borges Sanches,lu LUX,"MF,FW",Gladbach,19,2004,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Tim Breithaupt,de GER,MF,Augsburg,21,2002,7.0,20.0,11,11.0,9.0,0.0,13.0,21.0,61.9,8.0,15.0,3.0,12.0,8,28.0,10.0,0.0,Bundesliga,2023-2024
Maximilian Breunig,de GER,FW,Freiburg,22,2000,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Bennit Bröger,de GER,FW,Wolfsburg,17,2006,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Moritz Broschinski,de GER,FW,Bochum,22,2000,13.9,11.0,7,2.0,5.0,4.0,2.0,8.0,25.0,6.0,11.0,2.0,9.0,0,11.0,6.0,0.0,Bundesliga,2023-2024
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,23,2000,17.1,12.0,8,2.0,6.0,4.0,4.0,11.0,36.4,7.0,16.0,3.0,13.0,3,15.0,2.0,0.0,Bundesliga,2023-2024
Rasmus Carstensen,dk DEN,"DF,FW",Köln,22,2000,18.4,47.0,22,23.0,20.0,4.0,31.0,56.0,55.4,25.0,38.0,9.0,29.0,20,67.0,50.0,2.0,Bundesliga,2023-2024
Fabio Carvalho,pt POR,MF,RB Leipzig,20,2002,1.8,3.0,1,0.0,2.0,1.0,1.0,3.0,33.3,2.0,8.0,0.0,8.0,0,3.0,1.0,0.0,Bundesliga,2023-2024
El Chadaille Bitshiabu,fr FRA,"DF,MF",RB Leipzig,18,2005,0.4,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,2.0,4.0,0.0,Bundesliga,2023-2024
Fares Chaïbi,dz ALG,"MF,FW",Eint Frankfurt,20,2002,21.2,27.0,17,7.0,12.0,8.0,8.0,18.0,44.4,10.0,37.0,1.0,36.0,5,32.0,19.0,0.0,Bundesliga,2023-2024
Fabio Chiarodia,it ITA,DF,Gladbach,18,2005,1.7,8.0,5,5.0,1.0,2.0,5.0,7.0,71.4,2.0,2.0,1.0,1.0,3,11.0,9.0,0.0,Bundesliga,2023-2024
Jacob Christensen,dk DEN,MF,Köln,22,2001,2.4,10.0,6,7.0,3.0,0.0,4.0,7.0,57.1,3.0,8.0,2.0,6.0,4,14.0,4.0,0.0,Bundesliga,2023-2024
Nnamdi Collins,de GER,DF,Eint Frankfurt,19,2004,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2,2.0,4.0,0.0,Bundesliga,2023-2024
Bambasé Conté,de GER,"MF,FW",Hoffenheim,20,2003,0.5,3.0,3,2.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,Bundesliga,2023-2024
Tomáš Čvančara,cz CZE,FW,Gladbach,22,2000,10.0,4.0,3,0.0,2.0,2.0,1.0,3.0,33.3,2.0,5.0,1.0,4.0,2,6.0,8.0,0.0,Bundesliga,2023-2024
David Datro Fofana,ci CIV,"FW,MF",Union Berlin,20,2002,7.6,10.0,7,3.0,5.0,2.0,4.0,9.0,44.4,5.0,4.0,0.0,4.0,0,10.0,5.0,0.0,Bundesliga,2023-2024
Alphonso Davies,ca CAN,DF,Bayern Munich,22,2000,22.9,47.0,24,29.0,13.0,5.0,30.0,53.0,56.6,23.0,30.0,4.0,26.0,26,73.0,49.0,1.0,Bundesliga,2023-2024
Olivier Deman,be BEL,DF,Werder Bremen,23,2000,15.2,28.0,15,21.0,4.0,3.0,18.0,38.0,47.4,20.0,24.0,8.0,16.0,14,42.0,49.0,1.0,Bundesliga,2023-2024
Sepp van den Berg,nl NED,DF,Mainz 05,21,2001,31.5,38.0,23,20.0,15.0,3.0,15.0,26.0,57.7,11.0,66.0,36.0,30.0,43,81.0,159.0,2.0,Bundesliga,2023-2024
Samuele Di Benedetto,de GER,MF,Stuttgart,18,2005,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,Bundesliga,2023-2024
Justin Diehl,de GER,"FW,MF",Köln,18,2004,1.9,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,Bundesliga,2023-2024
