Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League,Season,Tackles %,keeper_GA,defense_Tkl+Int,defense_Blocks,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Clr,defense_Tkl%,defense_Tkl,defense_Int,Team_Def_Score,Team_Def_Score_Norm,Tackles_Contribution,Tackles Won_Contribution,Interceptions_Contribution,Blocks_Contribution,Clearances_Contribution,Tackles (Def 3rd)_Contribution,Tackles (Mid 3rd)_Contribution,Tackles %_Contribution,Total_Player_Contribution,Role_Adjustment,Final_Contribution_Index
Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,19,2001,16.7,26.0,15,10.0,7.0,9.0,11.0,23.0,47.8,12.0,20.0,0.0,20.0,10,36.0,11.0,0.0,Bundesliga,2020-2021,173.33333333333334,55,922,379,294,227,201,68,654,44.3,496,426,0.01818181818181818,0.21212121212121204,0.05241935483870968,0.05102040816326531,0.023474178403755867,0.052770448548812667,0.016819571865443424,0.04405286343612335,0.03482587064676617,3.9127163280662156,4.188099023969092,0.65,0.5774500169411928
Mickaël Cuisance,fr FRA,FW,Bayern Munich,20,1999,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Bundesliga,2020-2021,,44,909,388,316,174,231,105,398,41.4,510,399,0.022727272727272728,0.3246753246753246,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.0,0.002577319587628866,0.3,0.0002510376221716427
Matheus Cunha,br BRA,"FW,MF",Hertha BSC,21,1999,23.9,36.0,16,10.0,19.0,7.0,13.0,49.0,26.5,36.0,29.0,2.0,27.0,31,67.0,9.0,0.0,Bundesliga,2020-2021,225.0,52,902,377,270,242,201,42,687,41.6,485,417,0.019230769230769232,0.23809523809523808,0.07422680412371134,0.05925925925925926,0.07434052757793765,0.07692307692307693,0.013100436681222707,0.04132231404958678,0.0945273631840796,5.408653846153846,5.84235362795272,0.44999999999999996,0.6259664601377913
Finn Dahmen,de GER,GK,Mainz 05,22,1998,3.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Bundesliga,2020-2021,,56,1093,419,364,266,239,88,662,44.9,593,500,0.017857142857142856,0.20408163265306117,0.0,0.0,0.0,0.0,0.0015105740181268882,0.0,0.0,0.0,0.0015105740181268882,0.5,0.0001541402059313151
Leon Dajaku,de GER,FW,Union Berlin,19,2001,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021,,43,908,367,283,240,218,45,605,46.3,503,405,0.023255813953488372,0.3377630121816168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Tiago Dantas,pt POR,MF,Bayern Munich,19,2000,0.8,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Bundesliga,2020-2021,100.0,44,909,388,316,174,231,105,398,41.4,510,399,0.022727272727272728,0.3246753246753246,0.00196078431372549,0.0031645569620253164,0.0,0.0,0.0,0.0,0.0,2.4154589371980677,2.4205842784738185,0.6,0.471542391910484
Márton Dárdai,hu HUN,"DF,MF",Hertha BSC,18,2002,9.1,17.0,10,10.0,6.0,1.0,9.0,16.0,56.3,7.0,7.0,3.0,4.0,16,33.0,31.0,0.0,Bundesliga,2020-2021,170.0,52,902,377,270,242,201,42,687,41.6,485,417,0.019230769230769232,0.23809523809523808,0.03505154639175258,0.037037037037037035,0.03836930455635491,0.01856763925729443,0.04512372634643377,0.04132231404958678,0.029850746268656716,4.086538461538462,4.331860775445578,0.8,0.8251163381801101
Alphonso Davies,ca CAN,DF,Bayern Munich,19,2000,19.6,39.0,27,16.0,17.0,6.0,28.0,40.0,70.0,12.0,21.0,1.0,20.0,28,67.0,33.0,1.0,Bundesliga,2020-2021,144.44444444444443,44,909,388,316,174,231,105,398,41.4,510,399,0.022727272727272728,0.3246753246753246,0.07647058823529412,0.08544303797468354,0.07017543859649122,0.05412371134020619,0.0829145728643216,0.09195402298850575,0.0735930735930736,3.488996242619431,4.0236706882120075,1.0,1.3063865870818203
Ermedin Demirović,ba BIH,FW,Freiburg,22,1998,16.6,15.0,9,4.0,6.0,5.0,2.0,16.0,12.5,14.0,29.0,5.0,24.0,0,15.0,27.0,0.0,Bundesliga,2020-2021,166.66666666666669,52,883,365,247,188,186,57,631,37.5,431,452,0.019230769230769232,0.23809523809523808,0.03480278422273782,0.03643724696356275,0.0,0.07945205479452055,0.042789223454833596,0.02127659574468085,0.03225806451612903,4.444444444444445,4.691460414140909,0.3,0.3351043152957792
Emmanuel Dennis,ng NGA,FW,Köln,22,1997,5.3,13.0,7,6.0,5.0,2.0,1.0,6.0,16.7,5.0,6.0,0.0,6.0,0,13.0,0.0,1.0,Bundesliga,2020-2021,185.71428571428572,60,1015,382,328,299,234,53,670,45.4,586,429,0.016666666666666666,0.17460317460317454,0.02218430034129693,0.021341463414634148,0.0,0.015706806282722512,0.0,0.020066889632107024,0.021367521367521368,4.090623033354311,4.191290014392593,0.3,0.21954376265865957
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,21,1999,26.5,10.0,6,4.0,5.0,1.0,6.0,20.0,30.0,14.0,11.0,0.0,11.0,12,22.0,5.0,0.0,Bundesliga,2020-2021,166.66666666666669,39,822,368,282,209,238,53,481,42.8,500,322,0.02564102564102564,0.3968253968253967,0.02,0.02127659574468085,0.037267080745341616,0.029891304347826088,0.010395010395010396,0.019138755980861243,0.02100840336134454,3.894080996884736,4.053058147459801,0.44999999999999996,0.7237603834749641
Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,22,1998,5.9,5.0,3,2.0,2.0,1.0,1.0,6.0,16.7,5.0,5.0,0.0,5.0,4,9.0,3.0,0.0,Bundesliga,2020-2021,166.66666666666669,52,902,377,270,242,201,42,687,41.6,485,417,0.019230769230769232,0.23809523809523808,0.010309278350515464,0.011111111111111112,0.009592326139088728,0.013262599469496022,0.004366812227074236,0.008264462809917356,0.009950248756218905,4.006410256410256,4.073267095273678,0.44999999999999996,0.43642147449360835
Eren Dinkçi,de GER,"MF,FW",Werder Bremen,18,2001,1.2,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,2,3.0,1.0,0.0,Bundesliga,2020-2021,100.0,57,949,368,333,270,217,55,798,41.0,542,407,0.017543859649122806,0.19632414369256468,0.0018450184501845018,0.003003003003003003,0.004914004914004914,0.010869565217391304,0.0012531328320802004,0.003703703703703704,0.0,2.4390243902439024,2.46461281836427,0.44999999999999996,0.21773835049458767
Jonas Dirkner,de GER,MF,Hertha BSC,18,2002,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021,,52,902,377,270,242,201,42,687,41.6,485,417,0.019230769230769232,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
Ritsu Doan,jp JPN,"MF,FW",Arminia,22,1998,30.8,53.0,31,22.0,19.0,12.0,19.0,52.0,36.5,33.0,42.0,1.0,41.0,31,84.0,11.0,0.0,Bundesliga,2020-2021,170.96774193548387,52,970,393,328,268,229,55,739,39.9,552,418,0.019230769230769232,0.23809523809523808,0.09601449275362318,0.09451219512195122,0.07416267942583732,0.10687022900763359,0.014884979702300407,0.08208955223880597,0.08296943231441048,4.284905812919395,4.836409373483957,0.44999999999999996,0.5181867185875667
Johannes Eggestein,de GER,"FW,MF",Werder Bremen,22,1998,0.4,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,2.0,0.0,Bundesliga,2020-2021,,57,949,368,333,270,217,55,798,41.0,542,407,0.017543859649122806,0.19632414369256468,0.0,0.0,0.002457002457002457,0.0,0.002506265664160401,0.0,0.0,0.0,0.004963268121162857,0.44999999999999996,0.000438484213711756
Maximilian Eggestein,de GER,MF,Werder Bremen,23,1996,32.7,57.0,42,22.0,29.0,6.0,21.0,46.0,45.7,25.0,30.0,5.0,25.0,43,100.0,36.0,0.0,Bundesliga,2020-2021,135.71428571428572,57,949,368,333,270,217,55,798,41.0,542,407,0.017543859649122806,0.19632414369256468,0.10516605166051661,0.12612612612612611,0.10565110565110565,0.08152173913043478,0.045112781954887216,0.08148148148148149,0.1336405529953917,3.310104529616725,3.9888043686166688,0.6,0.46985916121549715
Lilian Egloff,de GER,MF,Stuttgart,17,2002,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021,,55,922,379,294,227,201,68,654,44.3,496,426,0.01818181818181818,0.21212121212121204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
Nico Elvedi,ch SUI,DF,Gladbach,23,1996,28.2,49.0,35,36.0,12.0,1.0,25.0,37.0,67.6,12.0,38.0,22.0,16.0,65,114.0,123.0,0.0,Bundesliga,2020-2021,140.0,56,939,424,307,221,221,61,616,40.5,503,436,0.017857142857142856,0.20408163265306117,0.09741550695825049,0.11400651465798045,0.14908256880733944,0.08962264150943396,0.19967532467532467,0.16289592760180996,0.05429864253393665,3.45679012345679,4.323787250200866,1.0,0.8824055612654825
Breel Embolo,ch SUI,"FW,MF",Gladbach,23,1997,16.0,15.0,10,1.0,13.0,1.0,0.0,6.0,0.0,6.0,16.0,1.0,15.0,8,23.0,8.0,0.0,Bundesliga,2020-2021,150.0,56,939,424,307,221,221,61,616,40.5,503,436,0.017857142857142856,0.20408163265306117,0.02982107355864811,0.03257328990228013,0.01834862385321101,0.03773584905660377,0.012987012987012988,0.004524886877828055,0.058823529411764705,3.7037037037037037,3.8985179693510523,0.44999999999999996,0.3580271604506067
Keita Endo,jp JPN,"MF,FW",Union Berlin,22,1997,5.1,8.0,3,1.0,5.0,2.0,3.0,9.0,33.3,6.0,5.0,2.0,3.0,6,14.0,4.0,0.0,Bundesliga,2020-2021,266.66666666666663,43,908,367,283,240,218,45,605,46.3,503,405,0.023255813953488372,0.3377630121816168,0.015904572564612324,0.01060070671378092,0.014814814814814815,0.013623978201634877,0.006611570247933884,0.004166666666666667,0.022935779816513763,5.759539236861051,5.848197325887008,0.44999999999999996,0.8888871350808325
Ohis Felix Uduokhai,de GER,DF,Augsburg,22,1997,29.0,33.0,24,19.0,10.0,4.0,18.0,27.0,66.7,9.0,48.0,25.0,23.0,54,87.0,164.0,2.0,Bundesliga,2020-2021,137.5,54,963,395,308,251,211,47,852,40.0,509,454,0.018518518518518517,0.22045855379188706,0.06483300589390963,0.07792207792207792,0.11894273127753303,0.12151898734177215,0.19248826291079812,0.07569721115537849,0.04739336492890995,3.4375,4.1362956414303795,1.0,0.9118817551654274
Florian Flick,de GER,MF,Schalke 04,20,2000,4.0,10.0,7,4.0,6.0,0.0,7.0,16.0,43.8,9.0,4.0,3.0,1.0,7,17.0,5.0,1.0,Bundesliga,2020-2021,142.85714285714286,86,963,437,337,283,224,45,693,37.2,552,411,0.011627906976744186,0.04983388704318936,0.018115942028985508,0.020771513353115726,0.0170316301703163,0.009153318077803204,0.007215007215007215,0.014134275618374558,0.026785714285714284,3.8402457757296466,3.9534531764789635,0.6,0.11820956341631451
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,22,1998,4.5,4.0,2,1.0,2.0,1.0,2.0,4.0,50.0,2.0,7.0,3.0,4.0,7,11.0,4.0,0.0,Bundesliga,2020-2021,200.0,39,822,368,282,209,238,53,481,42.8,500,322,0.02564102564102564,0.3968253968253967,0.008,0.0070921985815602835,0.021739130434782608,0.019021739130434784,0.008316008316008316,0.004784688995215311,0.008403361344537815,4.672897196261682,4.750254323064222,1.0,1.8850215567715158
Marco Friedl,at AUT,DF,Werder Bremen,22,1998,30.9,50.0,34,31.0,17.0,2.0,30.0,62.0,48.4,32.0,38.0,17.0,21.0,55,105.0,118.0,1.0,Bundesliga,2020-2021,147.05882352941177,57,949,368,333,270,217,55,798,41.0,542,407,0.017543859649122806,0.19632414369256468,0.09225092250922509,0.1021021021021021,0.13513513513513514,0.10326086956521739,0.14786967418546365,0.11481481481481481,0.07834101382488479,3.586800573888092,4.360575106024935,1.0,0.8560861736974599
Jeremie Frimpong,nl NED,"DF,FW",Leverkusen,19,2000,4.8,7.0,4,4.0,3.0,0.0,4.0,8.0,50.0,4.0,4.0,0.0,4.0,1,8.0,7.0,0.0,Bundesliga,2020-2021,175.0,39,822,368,282,209,238,53,481,42.8,500,322,0.02564102564102564,0.3968253968253967,0.014,0.014184397163120567,0.003105590062111801,0.010869565217391304,0.014553014553014554,0.019138755980861243,0.012605042016806723,4.088785046728972,4.177241411722279,0.65,1.0774630625474129
Emrehan Gedikli,de GER,FW,Leverkusen,17,2003,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021,,39,822,368,282,209,238,53,481,42.8,500,322,0.02564102564102564,0.3968253968253967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Dennis Geiger,de GER,MF,Hoffenheim,22,1998,7.3,13.0,10,3.0,8.0,2.0,5.0,8.0,62.5,3.0,10.0,0.0,10.0,3,16.0,0.0,0.0,Bundesliga,2020-2021,130.0,54,939,370,296,229,204,75,619,42.5,508,431,0.018518518518518517,0.22045855379188706,0.025590551181102362,0.033783783783783786,0.0069605568445475635,0.02702702702702703,0.0,0.013100436681222707,0.0392156862745098,3.0588235294117645,3.2045015712039575,0.6,0.42387586920687254
Nicolás González,ar ARG,"FW,MF",Stuttgart,22,1998,10.4,5.0,5,1.0,2.0,2.0,0.0,6.0,0.0,6.0,10.0,3.0,7.0,4,9.0,6.0,0.0,Bundesliga,2020-2021,100.0,55,922,379,294,227,201,68,654,44.3,496,426,0.01818181818181818,0.21212121212121204,0.010080645161290322,0.017006802721088437,0.009389671361502348,0.026385224274406333,0.009174311926605505,0.004405286343612335,0.009950248756218905,2.2573363431151243,2.3437285336598483,0.44999999999999996,0.22371954184934906
Lennart Grill,de GER,GK,Leverkusen,21,1999,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,Bundesliga,2020-2021,,39,822,368,282,209,238,53,481,42.8,500,322,0.02564102564102564,0.3968253968253967,0.0,0.0,0.0,0.0,0.004158004158004158,0.0,0.0,0.0,0.004158004158004158,0.5,0.0008250008250008248
Ilia Gruev,bg BUL,FW,Werder Bremen,20,2000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021,,57,949,368,333,270,217,55,798,41.0,542,407,0.017543859649122806,0.19632414369256468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Mattéo Guendouzi,fr FRA,MF,Hertha BSC,21,1999,20.2,24.0,13,10.0,12.0,2.0,9.0,25.0,36.0,16.0,15.0,4.0,11.0,21,45.0,24.0,1.0,Bundesliga,2020-2021,184.6153846153846,52,902,377,270,242,201,42,687,41.6,485,417,0.019230769230769232,0.23809523809523808,0.049484536082474224,0.04814814814814815,0.050359712230215826,0.03978779840848806,0.034934497816593885,0.04132231404958678,0.05970149253731343,4.437869822485207,4.761608321758027,0.6,0.6802297602511467
Robert Gumny,pl POL,DF,Augsburg,22,1998,15.3,24.0,15,12.0,9.0,3.0,15.0,23.0,65.2,8.0,12.0,2.0,10.0,18,42.0,31.0,0.0,Bundesliga,2020-2021,160.0,54,963,395,308,251,211,47,852,40.0,509,454,0.018518518518518517,0.22045855379188706,0.047151277013752456,0.048701298701298704,0.039647577092511016,0.030379746835443037,0.036384976525821594,0.04780876494023904,0.04265402843601896,4.0,4.2927276695450844,1.0,0.9463685338503269
Erling Haaland,no NOR,FW,Dortmund,20,2000,26.7,7.0,2,1.0,3.0,3.0,1.0,4.0,25.0,3.0,19.0,4.0,15.0,4,11.0,16.0,0.0,Bundesliga,2020-2021,350.0,46,929,379,318,221,210,85,472,45.0,516,413,0.021739130434782608,0.3002070393374741,0.013565891472868217,0.006289308176100629,0.009685230024213076,0.05013192612137203,0.03389830508474576,0.004524886877828055,0.014285714285714285,7.777777777777778,7.91015903982062,0.3,0.7124056278099316
Amadou Haidara,ml MLI,"MF,FW",RB Leipzig,22,1998,21.2,50.0,28,20.0,21.0,9.0,11.0,36.0,30.6,25.0,33.0,1.0,32.0,30,80.0,24.0,0.0,Bundesliga,2020-2021,178.57142857142858,32,813,336,305,167,229,64,504,41.3,460,353,0.03125,0.5357142857142856,0.10869565217391304,0.09180327868852459,0.08498583569405099,0.09821428571428571,0.047619047619047616,0.11976047904191617,0.09170305676855896,4.323763403666552,4.966545039366849,0.44999999999999996,1.197292107704508
Amine Harit,ma MAR,"MF,FW",Schalke 04,23,1997,23.3,22.0,13,8.0,11.0,3.0,10.0,23.0,43.5,13.0,9.0,1.0,8.0,17,39.0,7.0,1.0,Bundesliga,2020-2021,169.23076923076923,86,963,437,337,283,224,45,693,37.2,552,411,0.011627906976744186,0.04983388704318936,0.03985507246376811,0.03857566765578635,0.0413625304136253,0.020594965675057208,0.010101010101010102,0.028268551236749116,0.049107142857142856,4.549214226633581,4.77707916703672,0.44999999999999996,0.10712719062291645
Benjamin Henrichs,de GER,"DF,MF",RB Leipzig,23,1997,6.0,12.0,7,4.0,5.0,3.0,2.0,9.0,22.2,7.0,9.0,1.0,8.0,8,20.0,8.0,0.0,Bundesliga,2020-2021,171.42857142857142,32,813,336,305,167,229,64,504,41.3,460,353,0.03125,0.5357142857142856,0.02608695652173913,0.022950819672131147,0.0226628895184136,0.026785714285714284,0.015873015873015872,0.023952095808383235,0.021834061135371178,4.150812867519889,4.310958420334657,0.8,1.8475536087148527
Matthew Hoppe,us USA,FW,Schalke 04,19,2001,14.5,6.0,6,1.0,3.0,2.0,2.0,12.0,16.7,10.0,8.0,2.0,6.0,4,10.0,15.0,0.0,Bundesliga,2020-2021,100.0,86,963,437,337,283,224,45,693,37.2,552,411,0.011627906976744186,0.04983388704318936,0.010869565217391304,0.017804154302670624,0.009732360097323601,0.018306636155606407,0.021645021645021644,0.0035335689045936395,0.013392857142857142,2.6881720430107525,2.7834562064762167,0.3,0.04161313265496004
Jannes Horn,de GER,DF,Köln,23,1997,19.6,35.0,19,23.0,11.0,1.0,23.0,31.0,74.2,8.0,19.0,2.0,17.0,10,45.0,45.0,0.0,Bundesliga,2020-2021,184.21052631578948,60,1015,382,328,299,234,53,670,45.4,586,429,0.016666666666666666,0.17460317460317454,0.059726962457337884,0.057926829268292686,0.023310023310023312,0.049738219895287955,0.06716417910447761,0.07692307692307693,0.04700854700854701,4.05750057964294,4.439298417609983,1.0,0.7751155967255523
Iago,br BRA,DF,Augsburg,23,1997,17.3,37.0,27,21.0,13.0,3.0,17.0,29.0,58.6,12.0,17.0,5.0,12.0,22,59.0,55.0,0.0,Bundesliga,2020-2021,137.03703703703704,54,963,395,308,251,211,47,852,40.0,509,454,0.018518518518518517,0.22045855379188706,0.07269155206286837,0.08766233766233766,0.048458149779735685,0.043037974683544304,0.06455399061032864,0.08366533864541832,0.061611374407582936,3.425925925925926,3.887606643777742,1.0,0.8570561383989729
Blendi Idrizi,xk KVX,MF,Schalke 04,22,1998,2.6,8.0,4,1.0,6.0,1.0,1.0,1.0,100.0,0.0,6.0,2.0,4.0,3,11.0,1.0,0.0,Bundesliga,2020-2021,200.0,86,963,437,337,283,224,45,693,37.2,552,411,0.011627906976744186,0.04983388704318936,0.014492753623188406,0.011869436201780416,0.0072992700729927005,0.013729977116704805,0.001443001443001443,0.0035335689045936395,0.026785714285714284,5.376344086021505,5.455497807669481,0.6,0.16312119690706087
Abass Issah,gh GHA,"DF,FW",Mainz 05,21,1998,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021,,56,1093,419,364,266,239,88,662,44.9,593,500,0.017857142857142856,0.20408163265306117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0
Ismail Jakobs,sn SEN,"MF,FW",Köln,20,1999,19.2,25.0,10,17.0,4.0,4.0,11.0,21.0,52.4,10.0,18.0,1.0,17.0,16,41.0,36.0,0.0,Bundesliga,2020-2021,250.0,60,1015,382,328,299,234,53,670,45.4,586,429,0.016666666666666666,0.17460317460317454,0.042662116040955635,0.03048780487804878,0.037296037296037296,0.04712041884816754,0.05373134328358209,0.056856187290969896,0.017094017094017096,5.506607929515419,5.791855854247197,0.44999999999999996,0.4550743885479939
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,22,1997,4.2,3.0,2,1.0,2.0,0.0,3.0,6.0,50.0,3.0,4.0,1.0,3.0,2,5.0,6.0,0.0,Bundesliga,2020-2021,150.0,54,963,395,308,251,211,47,852,40.0,509,454,0.018518518518518517,0.22045855379188706,0.005893909626719057,0.006493506493506494,0.004405286343612335,0.010126582278481013,0.007042253521126761,0.00398406374501992,0.009478672985781991,3.75,3.7974242749942477,0.44999999999999996,0.3767285987097466
Marco John,de GER,DF,Hoffenheim,18,2002,11.1,21.0,15,9.0,5.0,7.0,10.0,22.0,45.5,12.0,18.0,1.0,17.0,16,37.0,21.0,0.0,Bundesliga,2020-2021,140.0,54,939,370,296,229,204,75,619,42.5,508,431,0.018518518518518517,0.22045855379188706,0.04133858267716536,0.05067567567567568,0.037122969837587005,0.04864864864864865,0.033925686591276254,0.039301310043668124,0.024509803921568627,3.2941176470588234,3.5696403244544133,1.0,0.7869577434864224
Luka Jović,rs SRB,FW,Eint Frankfurt,22,1997,9.9,2.0,0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,1,3.0,7.0,0.0,Bundesliga,2020-2021,inf,53,1022,371,352,273,245,76,594,44.1,594,428,0.018867924528301886,0.22911051212938,0.003367003367003367,0.0,0.002336448598130841,0.008086253369272238,0.011784511784511785,0.0,0.00816326530612245,0.0,0.03373748242504068,0.3,0.0023188835629071084
Ozan Kabak,tr TUR,DF,Schalke 04,20,2000,13.8,17.0,9,11.0,5.0,1.0,6.0,13.0,46.2,7.0,20.0,11.0,9.0,13,30.0,57.0,0.0,Bundesliga,2020-2021,188.88888888888889,86,963,437,337,283,224,45,693,37.2,552,411,0.011627906976744186,0.04983388704318936,0.030797101449275364,0.026706231454005934,0.031630170316301706,0.04576659038901602,0.08225108225108226,0.038869257950530034,0.022321428571428572,5.077658303464754,5.356000165846394,1.0,0.26691030726809273
Sasa Kalajdzic,at AUT,FW,Stuttgart,23,1997,23.7,16.0,12,4.0,5.0,7.0,2.0,17.0,11.8,15.0,10.0,1.0,9.0,9,25.0,21.0,0.0,Bundesliga,2020-2021,133.33333333333331,55,922,379,294,227,201,68,654,44.3,496,426,0.01818181818181818,0.21212121212121204,0.03225806451612903,0.04081632653061224,0.02112676056338028,0.026385224274406333,0.03211009174311927,0.01762114537444934,0.024875621890547265,3.009781790820165,3.204975025712809,0.3,0.20395295618172413
Daichi Kamada,jp JPN,MF,Eint Frankfurt,23,1996,26.2,48.0,28,21.0,16.0,11.0,16.0,49.0,32.7,33.0,18.0,1.0,17.0,14,62.0,22.0,0.0,Bundesliga,2020-2021,171.42857142857142,53,1022,371,352,273,245,76,594,44.1,594,428,0.018867924528301886,0.22911051212938,0.08080808080808081,0.07954545454545454,0.03271028037383177,0.04851752021563342,0.037037037037037035,0.07692307692307693,0.0653061224489796,3.887269193391642,4.308116765743736,0.6,0.5922209031076293
Jimmy Kaparos,de GER,MF,Schalke 04,18,2001,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021,,86,963,437,337,283,224,45,693,37.2,552,411,0.011627906976744186,0.04983388704318936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
Atakan Karazor,,"DF,MF",Stuttgart,23,1996,11.5,20.0,12,12.0,7.0,1.0,13.0,22.0,59.1,9.0,18.0,8.0,10.0,21,41.0,50.0,2.0,Bundesliga,2020-2021,166.66666666666669,55,922,379,294,227,201,68,654,44.3,496,426,0.01818181818181818,0.21212121212121204,0.04032258064516129,0.04081632653061224,0.04929577464788732,0.047493403693931395,0.0764525993883792,0.05286343612334802,0.03482587064676617,3.762227238525208,4.1042972302012934,0.8,0.6964868027008253
Silas Katompa,cd COD,"DF,FW",Stuttgart,21,1998,21.3,48.0,29,19.0,19.0,10.0,21.0,44.0,47.7,23.0,29.0,1.0,28.0,22,70.0,11.0,2.0,Bundesliga,2020-2021,165.51724137931035,55,922,379,294,227,201,68,654,44.3,496,426,0.01818181818181818,0.21212121212121204,0.0967741935483871,0.09863945578231292,0.051643192488262914,0.07651715039577836,0.016819571865443424,0.08370044052863436,0.0945273631840796,3.7362808437767576,4.254902211569656,0.65,0.5866607594739979
Noah Katterbach,de GER,"DF,MF",Köln,19,2001,12.3,18.0,11,11.0,6.0,1.0,13.0,21.0,61.9,8.0,7.0,3.0,4.0,23,41.0,22.0,0.0,Bundesliga,2020-2021,163.63636363636365,60,1015,382,328,299,234,53,670,45.4,586,429,0.016666666666666666,0.17460317460317454,0.030716723549488054,0.03353658536585366,0.053613053613053616,0.01832460732984293,0.03283582089552239,0.03678929765886288,0.02564102564102564,3.6043251902282742,3.8357823042819232,0.8,0.5357918139314432
Yannik Keitel,de GER,MF,Freiburg,20,2000,5.5,12.0,8,7.0,4.0,1.0,7.0,9.0,77.8,2.0,9.0,3.0,6.0,10,22.0,8.0,0.0,Bundesliga,2020-2021,150.0,52,883,365,247,188,186,57,631,37.5,431,452,0.019230769230769232,0.23809523809523808,0.027842227378190254,0.032388663967611336,0.022123893805309734,0.024657534246575342,0.012678288431061807,0.03723404255319149,0.021505376344086023,4.0,4.178430026726026,0.6,0.5969185752465751
Luca Kilian,de GER,DF,Mainz 05,20,1999,4.2,14.0,7,10.0,4.0,0.0,9.0,17.0,52.9,8.0,3.0,1.0,2.0,13,27.0,12.0,0.0,Bundesliga,2020-2021,200.0,56,1093,419,364,266,239,88,662,44.9,593,500,0.017857142857142856,0.20408163265306117,0.023608768971332208,0.019230769230769232,0.026,0.007159904534606206,0.01812688821752266,0.03759398496240601,0.016736401673640166,4.4543429844097995,4.602799702000076,1.0,0.9393468779591989
Klauss,br BRA,"MF,FW",Hoffenheim,23,1997,0.6,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Bundesliga,2020-2021,inf,54,939,370,296,229,204,75,619,42.5,508,431,0.018518518518518517,0.22045855379188706,0.001968503937007874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001968503937007874,0.44999999999999996,0.00019528808898887633
Mateo Klimowicz,de GER,"MF,FW",Stuttgart,20,2000,13.3,20.0,15,6.0,10.0,4.0,5.0,18.0,27.8,13.0,5.0,1.0,4.0,2,22.0,2.0,0.0,Bundesliga,2020-2021,133.33333333333331,55,922,379,294,227,201,68,654,44.3,496,426,0.01818181818181818,0.21212121212121204,0.04032258064516129,0.05102040816326531,0.004694835680751174,0.013192612137203167,0.0030581039755351682,0.02643171806167401,0.04975124378109453,3.009781790820165,3.19825329326485,0.44999999999999996,0.3052878143570992
