Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions_x,Tkl+Int,Clearances,Errors,Source_League,Interceptions_y
be BEL,MF,Anderlecht,19,2002,9,4,348,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2000000.0,Marco Kana,1975,M. Kana,19,67,77,183,62,Right,69,MF,10,2100000,4000,255,64,23,63,72,33,289,64,41,46,67,71,347,69,69,72,63,74,289,38,74,63,71,43,273,68,68,45,61,31,198,64,68,66,46,9,6,9,14,8,3,Medium,Medium,1,,4.0,,,,,,,,,,,9.0,,,,BelgianProLeague,68.0
be BEL,MF,OH Leuven,20,2002,8,2,236,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,7000000.0,Mandela Keita,1575,M. Keita,20,70,82,181,78,Right,71,MF,12,3600000,6000,262,48,42,51,74,47,316,71,52,49,70,74,349,69,70,73,64,73,354,68,74,78,67,67,281,73,68,38,70,32,194,60,68,66,52,11,11,11,6,13,3,High,High,1,,4.0,,,,,,,,,,,2.0,,,,BelgianProLeague,68.0
ml MLI,MF,Eupen,21,2001,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,200000.0,Sibiry Keita,2943,S. Keita,21,62,71,173,67,Left,64,MF,9,900000,2000,283,60,53,47,63,60,277,67,53,31,61,65,345,81,69,68,47,80,281,73,60,30,63,55,250,40,29,65,58,58,93,30,33,30,48,12,8,5,8,15,3,Medium,Medium,1,,0.0,,,,,,,,,,,1.0,,,,BelgianProLeague,29.0
ma MAR,MF,Genk,18,2004,33,31,"2,203",24.5,1,3,4,1,0,0,3,1,0.04,0.12,0.16,0.04,0.16,,,,,,,,,,,,,13000000.0,Bilal El Khannouss,1580,B. El Khannouss,18,70,85,180,70,Right,72,MF,15,3700000,3000,266,63,48,27,77,51,353,76,64,61,73,79,372,78,68,84,63,79,278,49,65,60,51,53,243,37,41,48,74,43,102,34,38,30,53,10,6,14,13,10,3,Medium,Low,1,,27.0,,,,,,,,,,,7.0,,,,BelgianProLeague,41.0
mr MTN,MF,Sint-Truiden,23,1998,29,12,"1,358",15.1,0,2,2,0,0,0,3,2,0.0,0.13,0.13,0.0,0.13,,,,,,,,,,,,,700000.0,Aboubakary Koita,1984,A. Koita,23,67,71,175,69,Right,68,MF,4,1500000,5000,272,64,60,32,62,54,341,71,72,75,57,66,393,86,82,87,62,76,369,83,81,64,68,73,275,52,56,61,60,46,146,50,47,49,50,14,8,8,14,6,4,High,Medium,1,,21.0,,,,,,,,,,,29.0,,,,BelgianProLeague,56.0
be BEL,MF,Standard Liège,18,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,500000.0,Léandre Kuavita,3764,L. Kuavita,18,52,70,180,68,Left,55,MF,18,200000,850,237,40,50,49,57,41,230,49,36,38,54,53,277,65,65,55,54,38,288,50,57,63,70,48,244,60,40,50,46,48,130,37,42,51,47,8,13,9,11,6,3,Medium,Medium,1,,0.0,,,,,,,,,,,0.0,,,,BelgianProLeague,40.0
be BEL,MF,R.F.C. Seraing,23,1998,22,17,"1,506",16.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,450000.0,Sami Lahssaini,2364,S. Lahssaini,23,65,70,179,74,Right,67,MF,5,1100000,2000,271,45,51,58,70,47,296,67,52,46,65,66,336,68,63,65,64,76,323,72,63,68,57,63,300,64,63,61,63,49,187,58,62,67,53,10,7,13,13,10,2,High,Medium,1,,24.0,,,,,,,,,,,28.0,,,,BelgianProLeague,63.0
nl NED,"FW,MF",Club Brugge,23,1999,28,20,"1,863",20.7,8,5,13,5,3,3,4,0,0.39,0.24,0.63,0.24,0.48,,,,,,,,,,,,,15000000.0,Noa Lang,1297,N. Lang,23,78,85,179,69,Right,79,MF,7,28000000,24000,343,66,74,48,75,80,364,85,74,57,67,81,424,88,82,88,78,88,353,72,70,79,63,69,347,72,57,74,73,71,141,47,51,43,57,13,7,13,12,12,3,High,Medium,1,,16.0,,,,,,,,,,,5.0,,,,BelgianProLeague,57.0
be BEL,MF,Anderlecht,22,2000,6,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,800000.0,Theo Leoni,2546,T. Leoni,22,64,70,180,68,Left,67,MF,6,925000,5000,274,57,54,37,68,58,330,66,63,64,67,70,332,68,71,71,56,66,310,62,66,68,53,61,291,57,58,56,66,54,155,54,53,48,53,14,7,9,12,11,3,Medium,Medium,1,,3.0,,,,,,,,,,,4.0,,,,BelgianProLeague,58.0
be BEL,MF,Union SG,23,1999,32,31,"2,667",29.6,1,5,6,1,0,0,8,0,0.03,0.17,0.2,0.03,0.2,,,,,,,,,,,,,4000000.0,Senne Lynen,1441,S. Lynen,23,72,76,185,82,Right,73,MF,4,3100000,10000,311,67,57,64,74,49,336,66,62,65,72,71,292,59,59,54,69,51,353,72,60,77,77,67,326,72,71,62,71,50,199,68,69,62,50,10,10,9,8,13,3,Medium,High,1,,45.0,,,,,,,,,,,69.0,,,,BelgianProLeague,71.0
dk DEN,MF,Westerlo,22,2000,30,26,"2,315",25.7,2,4,6,2,0,0,1,0,0.08,0.16,0.23,0.08,0.23,,,,,,,,,,,,,2000000.0,Nicolas Madsen,1987,N. Madsen,22,67,74,192,76,Right,68,MF,7,1900000,4000,276,52,48,63,72,41,295,64,50,46,69,66,318,65,61,61,65,66,295,56,54,69,71,45,298,65,64,58,63,48,186,61,64,61,46,10,10,9,9,8,3,Medium,Medium,1,,17.0,,,,,,,,,,,33.0,,,,BelgianProLeague,64.0
be BEL,MF,Eupen,22,1999,31,25,"2,196",24.4,3,2,5,3,0,0,7,1,0.12,0.08,0.2,0.12,0.2,,,,,,,,,,,,,1000000.0,Gary Magnée,2355,G. Magnée,22,65,72,175,67,Right,67,MF,7,1400000,3000,257,53,52,57,68,27,273,66,36,36,65,70,353,78,64,68,63,80,302,57,62,70,58,55,286,72,60,60,60,34,183,59,64,60,44,9,9,14,7,5,3,Medium,High,1,,44.0,,,,,,,,,,,37.0,,,,BelgianProLeague,60.0
il ISR,"FW,MF",Mechelen,22,1999,27,10,"1,156",12.8,0,2,2,0,0,1,1,0,0.0,0.16,0.16,0.0,0.16,,,,,,,,,,,,,600000.0,Yonas Malede,2363,Y. Malede,22,65,72,189,79,Right,67,MF,7,1500000,4000,305,56,65,60,62,62,298,72,57,55,47,67,322,72,74,71,57,48,331,68,72,62,72,57,257,52,16,62,60,67,46,13,18,15,43,7,12,10,7,7,3,Medium,Medium,1,,8.0,,,,,,,,,,,4.0,,,,BelgianProLeague,16.0
be BEL,MF,Club Brugge,17,2005,2,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3000000.0,Noah Mbamba,821,N. Mbamba,17,64,84,187,75,Right,66,MF,20,1500000,500,203,31,18,64,67,23,249,66,25,28,64,66,326,67,76,67,53,63,319,53,77,65,74,50,254,68,57,44,59,26,186,58,65,63,54,12,11,11,14,6,3,Medium,High,1,,2.0,,,,,,,,,,,0.0,,,,BelgianProLeague,57.0
be BEL,"FW,MF",Kortrijk,20,2001,19,6,680,7.6,1,0,1,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13,,,,,,,,,,,,,500000.0,Dylan Mbayo,2360,D. Mbayo,20,65,76,175,65,Left,66,MF,11,1600000,3000,282,57,64,45,61,55,297,73,58,49,48,69,391,85,81,84,56,85,294,64,78,48,48,56,229,33,25,60,54,57,85,21,36,28,49,6,8,13,12,10,3,High,Medium,1,,5.0,,,,,,,,,,,1.0,,,,BelgianProLeague,25.0
cl CHI,"MF,DF",Kortrijk,20,2002,27,22,"1,855",20.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1200000.0,Nayel Mehssatou,2759,N. Mehssatou,19,63,74,162,49,Right,64,MF,11,1000000,2000,253,61,38,46,62,46,290,66,52,51,56,65,387,80,69,88,55,95,293,52,77,66,41,57,262,63,56,48,51,44,179,53,63,63,57,10,10,11,14,12,5,Medium,Medium,1,,27.0,,,,,,,,,,,28.0,,,,BelgianProLeague,56.0
nl NED,"DF,MF",Club Brugge,19,2003,30,28,"2,364",26.3,3,5,8,3,0,0,3,0,0.11,0.19,0.3,0.11,0.3,,,,,,,,,,,,,10000000.0,Bjorn Meijer,1390,B. Meijer,19,73,86,191,89,Left,73,MF,13,7000000,10000,306,74,58,73,67,34,340,67,68,66,69,70,331,68,76,65,65,57,384,79,74,80,86,65,304,65,72,64,65,38,207,72,67,68,58,13,9,12,10,14,2,High,Medium,1,,22.0,,,,,,,,,,,36.0,,,,BelgianProLeague,72.0
it ITA,MF,Standard Liège,23,1999,21,9,736,8.2,1,0,1,1,0,0,4,0,0.12,0.0,0.12,0.12,0.12,,,,,,,,,,,,,1500000.0,Filippo Melegoni,1978,F. Melegoni,23,67,74,186,74,Right,69,MF,7,2000000,2000,276,59,49,49,72,47,327,67,62,57,71,70,313,55,55,66,70,67,282,70,51,61,53,47,309,49,62,64,70,64,182,58,63,61,45,12,13,6,7,7,2,Medium,Medium,1,,14.0,,,,,,,,,,,12.0,,,,BelgianProLeague,62.0
al ALB,MF,Antwerp,23,1998,21,16,"1,373",15.3,3,3,6,3,0,0,2,0,0.2,0.2,0.39,0.2,0.39,,,,,,,,,,,,,2500000.0,Arbnor Muja,1577,A. Muja,23,70,75,179,69,Right,71,MF,5,2400000,10000,310,64,67,53,68,58,324,71,68,61,57,67,402,84,88,82,65,83,344,70,72,75,59,68,297,58,42,68,62,67,108,32,39,37,57,9,11,13,9,15,3,High,Medium,1,,20.0,,,,,,,,,,,7.0,,,,BelgianProLeague,42.0
cd COD,MF,Mechelen,17,2004,9,0,102,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,300000.0,Ngal'Ayel Mukau,3545,N. Mukau,17,57,79,175,70,Left,58,MF,22,500000,500,210,35,32,51,60,32,234,46,39,38,53,58,302,58,59,57,55,73,237,45,64,51,47,30,241,56,62,37,46,40,160,45,60,55,52,9,8,10,13,12,2,Medium,High,1,,4.0,,,,,,,,,,,3.0,,,,BelgianProLeague,62.0
cm CMR,MF,R.F.C. Seraing,20,2002,22,14,"1,149",12.8,1,0,1,1,0,0,2,1,0.08,0.0,0.08,0.08,0.08,,,,,,,,,,,,,400000.0,Steve Mvoué,3092,S. Mvoué,20,61,72,185,73,Right,64,MF,11,725000,2000,276,45,55,56,65,55,292,64,58,44,61,65,313,65,60,66,59,63,301,62,56,58,69,56,287,78,42,55,62,50,172,45,65,62,51,12,10,6,12,11,3,High,High,1,,18.0,,,,,,,,,,,8.0,,,,BelgianProLeague,42.0
sn SEN,"DF,MF",Anderlecht,20,2002,15,10,864,9.6,0,2,2,0,0,0,1,1,0.0,0.21,0.21,0.0,0.21,,,,,,,,,,,,,1500000.0,Moussa N'Diaye,2162,M. N'Diaye,20,66,76,181,66,Left,67,MF,10,1800000,4000,236,61,26,62,66,21,270,72,37,29,62,70,361,75,80,78,57,71,254,32,76,65,57,24,254,75,58,38,51,32,188,58,66,64,37,10,5,8,8,6,3,Medium,Medium,1,,23.0,,,,,,,,,,,9.0,,,,BelgianProLeague,58.0
be BEL,MF,Charleroi,20,2002,28,25,"2,088",23.2,4,5,9,4,0,0,11,0,0.17,0.22,0.39,0.17,0.39,,,,,,,,,,,,,4000000.0,Ken Nkuba,1830,K. Nkuba,20,68,77,173,70,Right,69,MF,9,2600000,5000,302,63,66,58,62,53,303,70,57,50,58,68,376,78,80,76,62,80,333,64,78,72,58,61,329,78,61,62,70,58,187,57,65,65,55,7,12,14,12,10,3,High,Medium,1,,44.0,,,,,,,,,,,33.0,,,,BelgianProLeague,61.0
gh GHA,"FW,MF",Eupen,20,2002,19,13,"1,074",11.9,2,1,3,2,0,0,2,0,0.17,0.08,0.25,0.17,0.25,,,,,,,,,,,,,600000.0,Isaac Nuhu,2356,I. Nuhu,20,65,76,171,60,Right,69,MF,11,1600000,3000,300,63,64,54,60,59,284,73,46,44,54,67,410,87,74,91,68,90,299,64,73,60,39,63,227,38,21,68,55,45,103,33,28,42,43,13,13,5,6,6,3,Medium,High,1,,11.0,,,,,,,,,,,6.0,,,,BelgianProLeague,21.0
no NOR,"FW,MF",Club Brugge,17,2005,21,5,558,6.2,1,1,2,1,0,0,1,0,0.16,0.16,0.32,0.16,0.32,,,,,,,,,,,,,4000000.0,Antonio Nusa,2165,A. Nusa,17,66,86,180,73,Right,68,MF,20,2300000,900,275,60,58,40,62,55,336,78,67,58,57,76,397,87,85,89,50,86,249,67,33,36,53,60,228,37,27,57,53,54,137,37,47,53,59,12,14,14,9,10,4,Medium,Medium,1,,4.0,,,,,,,,,,,3.0,,,,BelgianProLeague,27.0
ng NGA,MF,Club Brugge,21,2001,26,21,"1,960",21.8,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,9000000.0,Raphael Onyedika,1391,R. Onyedika,21,73,84,184,78,Right,74,MF,11,6500000,13000,286,51,55,56,73,51,300,69,56,38,66,71,361,76,75,67,70,73,337,57,73,86,75,46,316,77,74,53,64,48,209,71,70,68,50,9,5,12,13,11,3,Medium,High,1,,40.0,,,,,,,,,,,35.0,,,,BelgianProLeague,74.0
be BEL,MF,Oostende,19,2003,6,1,228,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,175000.0,Manuel Osifo,3544,M. Osifo,18,57,75,182,70,Right,59,MF,18,400000,550,205,39,18,57,62,29,218,58,27,23,54,56,336,74,79,67,47,69,253,36,72,58,65,22,221,58,51,34,42,36,168,52,60,56,51,14,14,6,5,12,3,Medium,High,1,,4.0,,,,,,,,,,,8.0,,,,BelgianProLeague,51.0
be BEL,"MF,FW",Genk,19,2003,3,1,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3500000.0,Luca Oyen,1831,L. Oyen,19,68,83,174,69,Right,69,MF,15,2900000,4000,288,64,62,47,67,48,322,73,64,52,61,72,375,82,75,82,55,81,289,56,69,64,42,58,249,46,35,56,63,49,116,37,42,37,60,9,14,14,13,10,3,Medium,Medium,1,,0.0,,,,,,,,,,,0.0,,,,BelgianProLeague,35.0
no NOR,MF,Gent,22,1999,17,1,341,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2500000.0,Jens Petter Hauge,1437,J. Hauge,22,72,78,184,75,Right,73,MF,6,3800000,17000,307,67,69,49,66,56,330,76,66,54,60,74,376,82,72,80,66,76,325,70,55,69,64,67,287,45,39,69,69,65,123,43,43,37,47,9,7,14,9,8,3,High,Low,1,,3.0,,,,,,,,,,,3.0,,,,BelgianProLeague,39.0
ch SUI,MF,Union SG,23,1998,29,5,814,9.0,4,1,5,4,0,0,2,0,0.44,0.11,0.55,0.44,0.55,,,,,,,,,,,,,1200000.0,Cameron Puertas,1702,C. Puertas,23,69,74,178,77,Right,71,MF,5,2100000,7000,302,65,64,52,72,49,340,70,67,64,67,72,358,75,75,72,62,74,358,75,70,75,70,68,331,78,65,65,69,54,207,69,71,67,47,11,9,8,12,7,4,High,High,1,,21.0,,,,,,,,,,,10.0,,,,BelgianProLeague,65.0
de GER,"MF,FW",Sint-Truiden,20,2002,12,9,806,9.0,1,0,1,1,0,0,0,0,0.11,0.0,0.11,0.11,0.11,,,,,,,,,,,,,800000.0,Rocco Reitz,2347,R. Reitz,20,65,77,176,72,Right,67,MF,12,1700000,5000,300,62,53,55,73,57,329,71,65,51,72,70,335,69,55,76,60,75,288,67,54,57,52,58,283,57,50,57,58,61,169,50,60,59,47,8,8,10,15,6,4,Medium,Medium,1,,23.0,,,,,,,,,,,26.0,,,,BelgianProLeague,50.0
be BEL,MF,Mechelen,18,2004,3,0,52,0.6,2,0,2,2,0,0,0,0,3.46,0.0,3.46,3.46,3.46,,,,,,,,,,,,,200000.0,Milan Robberechts,3364,M. Robberechts,18,59,77,180,67,Left,61,MF,18,575000,1000,264,56,54,53,63,38,279,60,54,42,59,64,315,67,67,66,50,65,284,60,58,54,57,55,251,58,46,52,55,40,144,39,54,51,50,12,9,6,12,11,3,Medium,Medium,1,,4.0,,,,,,,,,,,0.0,,,,BelgianProLeague,46.0
cv CPV,MF,Oostende,22,2000,19,16,"1,255",13.9,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,600000.0,Kenny Rocha Santos,1990,Kenny Rocha Santos,22,67,76,174,68,Right,70,MF,9,2300000,4000,302,61,59,58,68,56,341,72,66,65,66,72,365,72,70,76,67,80,321,57,68,77,61,58,323,74,60,64,66,59,181,58,64,59,44,8,9,7,11,9,3,High,Medium,1,,19.0,,,,,,,,,,,12.0,,,,BelgianProLeague,60.0
cd COD,"MF,DF",Anderlecht,17,2004,12,4,405,4.5,0,1,1,0,0,0,2,0,0.0,0.22,0.22,0.0,0.22,,,,,,,,,,,,,2000000.0,Noah Sadiki,2746,N. Sadiki,17,63,80,174,74,Right,63,MF,17,1100000,500,244,55,35,58,65,31,257,65,32,33,60,67,349,76,74,72,53,74,288,48,78,60,64,38,232,71,54,33,48,26,181,55,64,62,56,13,9,8,13,13,3,Medium,Medium,1,,7.0,,,,,,,,,,,6.0,,,,BelgianProLeague,54.0
ma MAR,"FW,MF",Gent,20,2001,14,8,808,9.0,3,1,4,3,0,0,1,0,0.33,0.11,0.45,0.33,0.45,,,,,,,,,,,,,3000000.0,Ibrahim Salah,808,I. Salah,20,64,74,185,75,Right,66,MF,10,1300000,8000,283,52,64,55,61,51,276,71,46,45,43,71,338,67,73,69,60,69,318,64,65,66,71,52,260,61,27,63,53,56,79,28,28,23,47,8,11,6,15,7,4,Medium,Medium,1,,7.0,,,,,,,,,,,2.0,,,,BelgianProLeague,27.0
be BEL,MF,Gent,20,2001,27,25,"1,961",21.8,2,3,5,2,0,0,2,0,0.09,0.14,0.23,0.09,0.23,,,,,,,,,,,,,3500000.0,Matisse Samoise,1502,M. Samoise,20,71,79,180,70,Right,72,MF,8,4099999,11000,305,70,64,52,70,49,324,69,63,58,67,67,360,76,78,73,66,67,347,63,71,90,63,60,316,72,65,64,68,47,195,63,67,65,47,5,8,6,15,13,3,High,High,1,,34.0,,,,,,,,,,,35.0,,,,BelgianProLeague,65.0
be BEL,MF,Club Brugge,18,2003,6,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1000000.0,Cisse Sandra,2343,C. Sandra,18,65,81,184,76,Left,66,MF,16,1800000,2000,292,59,62,47,67,57,316,68,58,59,62,69,343,68,68,74,56,77,318,66,64,60,67,61,265,55,34,51,65,60,105,39,34,32,51,15,12,12,6,6,4,Medium,Medium,1,,1.0,,,,,,,,,,,0.0,,,,BelgianProLeague,34.0
de GER,MF,Antwerp,20,2002,18,0,279,3.1,1,0,1,1,0,0,1,0,0.32,0.0,0.32,0.32,0.32,,,,,,,,,,,,,1500000.0,Christopher Scott,2164,C. Scott,20,66,78,179,71,Right,67,MF,12,2100000,5000,291,51,68,54,60,58,288,68,54,42,54,70,381,78,77,83,63,80,282,63,61,62,38,58,257,61,25,60,62,49,64,29,19,16,56,10,14,9,14,9,3,Medium,Medium,1,,2.0,,,,,,,,,,,2.0,,,,BelgianProLeague,25.0
pt POR,MF,Cercle Brugge,23,1998,25,22,"1,975",21.9,0,3,3,0,0,0,8,1,0.0,0.14,0.14,0.0,0.14,,,,,,,,,,,,,2000000.0,Leonardo da Silva Lopes,1583,Leonardo Lopes,23,70,77,168,61,Right,72,MF,7,3200000,8000,300,59,62,55,74,50,315,70,62,42,69,72,405,90,69,89,67,90,349,62,90,79,59,59,332,79,68,62,67,56,193,63,69,61,71,10,16,15,16,14,3,High,Medium,1,,36.0,,,,,,,,,,,32.0,,,,BelgianProLeague,68.0
be BEL,MF,Cercle Brugge,20,2002,14,14,"1,077",12.0,2,2,4,2,0,0,2,0,0.17,0.17,0.33,0.17,0.33,,,,,,,,,,,,,3300000.0,Hugo Siquet,1588,H. Siquet,19,70,79,180,70,Right,71,MF,9,3400000,8000,290,80,48,57,68,37,354,67,77,72,71,67,364,77,74,74,64,75,340,70,73,75,60,62,311,67,62,62,70,50,192,60,67,65,50,11,9,9,9,12,4,High,Medium,1,,26.0,,,,,,,,,,,19.0,,,,BelgianProLeague,62.0
ml MLI,MF,Kortrijk,22,2000,4,3,260,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,650000.0,Sambou Sissoko,2569,S. Sissoko,23,64,69,186,73,Right,66,MF,5,800000,3000,254,54,41,62,63,34,306,60,61,62,61,62,348,74,71,70,60,73,324,68,60,70,70,56,276,78,60,43,53,42,185,61,63,61,46,8,7,6,14,11,3,Medium,Medium,1,,3.0,,,,,,,,,,,3.0,,,,BelgianProLeague,60.0
dk DEN,"MF,FW",Club Brugge,22,1999,21,16,"1,392",15.5,7,5,12,7,0,0,3,0,0.45,0.32,0.78,0.45,0.78,,,,,,,,,,,,,14000000.0,Andreas Skov Olsen,1310,A. Skov Olsen,22,77,84,188,75,Left,78,MF,7,21500000,23000,362,78,75,64,70,75,376,78,78,72,70,78,391,90,82,76,66,77,369,80,69,74,67,79,306,62,34,74,68,68,107,39,37,31,46,13,8,7,7,11,4,High,Low,1,,7.0,,,,,,,,,,,13.0,,,,BelgianProLeague,34.0
be BEL,"MF,FW",Cercle Brugge,23,1999,31,31,"2,616",29.1,5,6,11,5,0,0,5,0,0.17,0.21,0.38,0.17,0.38,,,,,,,,,,,,,2100000.0,Thibo Somers,1587,T. Somers,23,70,76,178,77,Right,71,MF,6,2500000,8000,291,60,70,37,71,53,302,72,61,38,63,68,372,81,82,73,62,74,361,68,77,87,75,54,256,58,28,67,55,48,103,29,38,36,47,8,15,10,8,6,4,High,High,1,,47.0,,,,,,,,,,,37.0,,,,BelgianProLeague,28.0
ng NGA,"MF,FW",Genk,22,2000,14,2,349,3.9,2,0,2,2,0,0,0,0,0.52,0.0,0.52,0.52,0.52,,,,,,,,,,,,,3500000.0,Yira Sor,1392,Y. Sor,21,73,81,174,68,Right,74,MF,8,7000000,10000,342,70,73,68,63,68,336,74,69,62,56,75,431,93,91,87,69,91,324,73,73,61,49,68,304,69,32,72,66,65,101,31,38,32,36,5,6,10,8,7,2,High,Medium,1,,4.0,,,,,,,,,,,2.0,,,,BelgianProLeague,32.0
gh GHA,"FW,MF",Club Brugge,22,2000,27,14,"1,284",14.3,0,4,4,0,0,0,2,0,0.0,0.28,0.28,0.0,0.28,,,,,,,,,,,,,3000000.0,Kamal Sowah,1497,K. Sowah,22,71,78,179,66,Left,75,MF,7,3800000,15000,320,60,69,50,69,72,337,76,64,64,58,75,392,82,85,78,72,75,360,74,72,83,59,72,301,54,46,76,66,59,129,38,46,45,49,10,13,10,9,7,3,High,High,1,,17.0,,,,,,,,,,,6.0,,,,BelgianProLeague,46.0
nl NED,MF,Antwerp,23,1998,21,19,"1,673",18.6,1,4,5,1,0,0,5,1,0.05,0.22,0.27,0.05,0.27,,,,,,,,,,,,,10000000.0,Calvin Stengs,1387,C. Stengs,23,73,78,187,68,Left,75,MF,5,4600000,27000,316,64,61,42,78,71,358,77,72,62,74,73,358,73,71,78,70,66,326,72,52,73,62,67,311,57,56,69,77,52,152,41,64,47,47,14,11,7,5,10,3,Medium,Low,2,,15.0,,,,,,,,,,,13.0,,,,BelgianProLeague,56.0
be BEL,"FW,MF",Anderlecht,17,2004,26,11,"1,154",12.8,4,1,5,4,0,0,3,0,0.31,0.08,0.39,0.31,0.39,,,,,,,,,,,,,3000000.0,Mario Stroeykens,1977,M. Stroeykens,17,67,84,177,79,Right,69,MF,17,2600000,2000,305,56,67,53,69,60,317,72,58,53,64,70,361,77,75,75,64,70,326,64,75,59,67,61,258,51,27,60,60,60,84,18,38,28,47,7,12,8,13,7,3,Medium,Low,1,,15.0,,,,,,,,,,,3.0,,,,BelgianProLeague,27.0
ua UKR,"DF,MF",Kortrijk,21,2001,14,14,"1,202",13.4,1,1,2,1,0,0,3,0,0.07,0.07,0.15,0.07,0.15,,,,,,,,,,,,,600000.0,Oleksii Sych,2762,O. Sych,21,63,72,185,75,Right,63,MF,9,1000000,2000,233,63,25,53,62,30,267,60,57,32,60,58,344,74,77,66,57,70,248,36,59,65,63,25,243,63,56,48,41,35,175,54,61,60,56,10,7,13,14,12,3,Medium,Medium,1,,22.0,,,,,,,,,,,23.0,,,,BelgianProLeague,56.0
be BEL,MF,Club Brugge,17,2005,2,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1200000.0,Chemsdine Talbi,2550,C. Talbi,17,64,83,175,68,Right,65,MF,19,1500000,700,277,66,57,36,62,56,294,74,70,34,48,68,366,85,75,79,47,80,246,54,60,50,46,36,206,28,25,53,50,50,82,31,28,23,41,5,6,12,8,10,4,High,Medium,1,,0.0,,,,,,,,,,,0.0,,,,BelgianProLeague,25.0
sn SEN,"DF,MF",Zulte Waregem,19,2003,18,17,"1,410",15.7,1,0,1,1,0,0,5,0,0.06,0.0,0.06,0.06,0.06,,,,,,,,,,,,,1000000.0,Modou Tambedou,2566,M. Tambedou,19,64,76,178,60,Right,66,MF,12,1300000,2000,221,39,29,60,65,28,265,58,47,42,59,59,353,69,70,78,58,78,288,44,78,62,75,29,261,68,61,41,49,42,185,59,63,63,44,12,14,7,6,5,3,Low,Medium,1,,17.0,,,,,,,,,,,17.0,,,,BelgianProLeague,61.0
jp JPN,"MF,DF",Kortrijk,19,2002,15,10,936,10.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,650000.0,Satoshi Tanaka,2361,S. Tanaka,19,65,76,174,70,Left,67,MF,11,1500000,2000,267,53,60,60,65,29,299,66,45,53,67,68,352,78,67,75,60,72,317,67,71,55,69,55,290,61,65,64,56,44,196,59,69,68,43,7,13,7,8,8,4,Medium,High,1,,19.0,,,,,,,,,,,12.0,,,,BelgianProLeague,65.0
