Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions_x,Tkl+Int,Clearances,Errors,Source_League,Interceptions_y
eng ENG,MF,Crystal Palace,22,1998,34,29,"2,559",28.4,4,6,10,4,0,0,3,0,0.14,0.21,0.35,0.14,0.35,2.2,2.2,3.9,6.1,79.0,127.0,126.0,0.08,0.14,0.21,0.08,0.21,20000000.0,Eberechi Eze,142,E. Eze,22,77,83,178,67,Right,78,MF,6,17000000,45000,322,70,71,49,77,55,369,83,71,68,68,79,384,77,76,81,70,80,349,68,67,77,68,69,323,58,49,71,76,69,133,36,57,40,55,10,12,9,14,10,3,Medium,Medium,1,27.0,14.0,11.0,13.0,3.0,16.0,35.0,45.7,19.0,19.0,3.0,16.0,24.0,51.0,9.0,1.0,PremierLeague,49.0
eng ENG,"FW,MF",Manchester City,20,2000,28,17,"1,616",18.0,9,5,14,9,0,0,0,0,0.5,0.28,0.78,0.5,0.78,5.0,5.0,3.6,8.6,81.0,69.0,213.0,0.28,0.2,0.48,0.28,0.48,80000000.0,Phil Foden,18,P. Foden,20,83,92,171,69,Left,85,MF,9,79500000,115000,344,75,79,47,84,59,381,85,73,59,77,87,423,83,79,89,82,90,321,82,49,76,44,70,350,64,59,81,82,64,164,58,59,47,52,8,15,6,10,13,3,High,Medium,1,22.0,11.0,12.0,8.0,2.0,9.0,23.0,39.1,14.0,9.0,0.0,9.0,11.0,33.0,11.0,0.0,PremierLeague,59.0
eng ENG,MF,West Brom,20,2000,30,28,"2,531",28.1,2,2,4,2,0,0,11,0,0.07,0.07,0.14,0.07,0.14,1.5,1.5,1.8,3.3,32.0,97.0,59.0,0.05,0.06,0.12,0.05,0.12,15000000.0,Conor Gallagher,293,C. Gallagher,20,74,83,182,74,Right,76,MF,9,9000000,46000,302,64,68,48,74,48,335,75,60,53,73,74,335,64,62,67,74,68,342,73,57,76,60,76,338,68,69,73,74,54,174,54,70,50,46,7,6,15,9,9,2,Medium,Medium,1,81.0,41.0,30.0,39.0,12.0,29.0,97.0,29.9,68.0,47.0,8.0,39.0,27.0,108.0,31.0,0.0,PremierLeague,69.0
sct SCO,MF,Chelsea,19,2001,5,3,261,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,3.0,18.0,1.0,0.02,0.06,0.07,0.02,0.07,10000000.0,Billy Gilmour,459,B. Gilmour,19,71,86,170,66,Right,73,MF,15,4400000,25000,298,60,53,50,76,59,331,72,58,54,73,74,359,67,68,76,71,77,265,49,58,65,35,58,320,68,67,58,74,53,189,64,68,57,50,9,7,9,13,12,3,Medium,Medium,1,4.0,2.0,1.0,2.0,1.0,2.0,7.0,28.6,5.0,3.0,2.0,1.0,3.0,7.0,1.0,0.0,PremierLeague,67.0
eng ENG,"FW,MF",West Brom,22,1997,21,14,"1,127",12.5,1,0,1,1,0,0,1,0,0.08,0.0,0.08,0.08,0.08,1.8,1.8,0.2,2.0,21.0,13.0,69.0,0.15,0.02,0.16,0.15,0.16,8000000.0,Karlan Grant,408,K. Grant,22,72,80,182,70,Right,74,MF,8,5500000,48000,334,66,75,62,66,65,314,73,63,63,43,72,379,85,87,73,71,63,364,73,72,76,71,72,276,35,29,71,67,74,100,53,23,24,63,11,10,13,15,14,3,Medium,Medium,1,5.0,3.0,3.0,2.0,0.0,2.0,4.0,50.0,2.0,7.0,0.0,7.0,5.0,10.0,17.0,0.0,PremierLeague,29.0
eng ENG,"MF,FW",Leeds United,23,1996,36,34,"2,847",31.6,8,8,16,8,0,0,2,0,0.25,0.25,0.51,0.25,0.51,5.8,5.8,6.5,12.4,108.0,98.0,307.0,0.18,0.21,0.39,0.18,0.39,15000000.0,Jack Harrison,184,J. Harrison,23,76,82,175,70,Left,77,MF,6,12000000,80000,318,73,69,45,69,62,341,77,70,56,62,76,404,84,80,83,74,83,352,75,63,85,65,64,303,57,36,73,73,64,129,42,43,44,46,11,8,10,6,11,3,High,High,1,63.0,38.0,20.0,30.0,13.0,26.0,59.0,44.1,33.0,30.0,2.0,28.0,15.0,78.0,21.0,0.0,PremierLeague,36.0
de GER,"MF,FW",Chelsea,21,1999,27,18,"1,520",16.9,4,3,7,4,0,0,2,0,0.24,0.18,0.41,0.24,0.41,5.5,5.5,1.3,6.8,47.0,74.0,133.0,0.33,0.08,0.4,0.33,0.4,70000000.0,Kai Havertz,15,K. Havertz,21,83,91,188,82,Left,85,MF,8,81500000,88000,394,72,80,78,84,80,384,85,84,53,78,84,400,78,87,78,81,76,373,74,75,78,69,77,315,42,38,82,80,73,123,39,46,38,47,6,8,11,10,12,4,Medium,Medium,3,18.0,9.0,6.0,10.0,2.0,6.0,27.0,22.2,21.0,25.0,0.0,25.0,4.0,22.0,22.0,1.0,PremierLeague,38.0
nl NED,"DF,MF",Wolves,18,2002,12,5,577,6.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,17.0,19.0,38.0,0.01,0.03,0.04,0.01,0.04,7000000.0,Ki-Jana Hoever,866,K. Hoever,18,63,83,183,72,Right,63,MF,20,1300000,4000,243,58,31,53,61,40,294,64,56,60,51,63,334,73,70,68,58,65,270,42,70,58,62,38,264,64,63,43,51,43,180,61,62,57,54,15,8,5,14,12,3,Medium,Medium,1,14.0,6.0,11.0,2.0,1.0,10.0,22.0,45.5,12.0,2.0,0.0,2.0,9.0,23.0,23.0,0.0,PremierLeague,63.0
ch SUI,MF,Southampton,18,2001,2,1,3,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,Alexandre Jankewitz,1073,A. Jankewitz,18,60,77,181,75,Right,64,MF,17,625000,3000,279,50,55,55,65,54,304,65,61,51,64,63,329,69,67,68,60,65,299,67,58,67,60,47,271,62,37,57,59,56,136,44,41,51,39,10,7,10,6,6,3,Medium,Medium,1,2.0,1.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,PremierLeague,37.0
br BRA,"FW,MF",Newcastle Utd,23,1996,31,23,"1,983",22.0,4,2,6,3,1,1,3,0,0.18,0.09,0.27,0.14,0.23,5.4,4.6,2.4,7.1,34.0,39.0,104.0,0.25,0.11,0.36,0.21,0.32,17000000.0,Joelinton,288,Joelinton,23,74,80,186,81,Right,76,MF,6,6500000,32000,330,44,71,75,75,65,297,75,52,38,58,74,360,75,77,69,72,67,376,81,76,75,82,62,325,78,45,72,69,61,115,29,48,38,56,9,13,8,13,13,4,High,Medium,1,33.0,21.0,7.0,21.0,5.0,14.0,37.0,37.8,23.0,30.0,2.0,28.0,9.0,42.0,24.0,0.0,PremierLeague,45.0
eng ENG,MF,Liverpool,19,2001,24,13,"1,179",13.1,1,2,3,1,0,0,2,0,0.08,0.15,0.23,0.08,0.23,1.7,1.7,1.5,3.2,42.0,89.0,79.0,0.13,0.11,0.24,0.13,0.24,30000000.0,Curtis Jones,406,C. Jones,19,72,85,185,68,Right,75,MF,13,5500000,29000,306,63,63,50,75,55,340,77,66,47,72,78,350,69,66,74,71,70,340,71,57,78,66,68,331,70,61,67,73,60,174,58,63,53,44,6,13,7,11,7,4,High,Medium,1,16.0,6.0,6.0,7.0,3.0,12.0,25.0,48.0,13.0,13.0,0.0,13.0,19.0,35.0,11.0,1.0,PremierLeague,61.0
gh GHA,"DF,MF",Brighton,19,2000,11,11,886,9.8,1,1,2,1,0,0,4,1,0.1,0.1,0.2,0.1,0.2,0.7,0.7,0.8,1.5,40.0,26.0,76.0,0.07,0.08,0.15,0.07,0.15,18000000.0,Tariq Lamptey,356,T. Lamptey,19,73,85,163,58,Right,73,MF,12,7000000,20000,277,74,42,58,71,32,301,74,60,35,62,70,414,92,84,78,69,91,247,48,59,66,38,36,292,72,66,55,59,40,208,68,70,70,58,15,13,12,5,13,3,High,Medium,1,17.0,9.0,7.0,6.0,4.0,6.0,13.0,46.2,7.0,8.0,1.0,7.0,19.0,36.0,12.0,1.0,PremierLeague,66.0
eng ENG,MF,Newcastle Utd,20,2000,5,4,377,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,6.0,2.0,0.0,0.04,0.04,0.0,0.04,5000000.0,Matthew Longstaff,461,M. Longstaff,20,71,84,171,65,Right,73,MF,13,4500000,18000,291,63,64,36,74,54,341,67,59,68,74,73,352,68,68,70,70,76,336,73,66,75,48,74,335,74,66,68,72,55,172,56,62,54,53,12,12,10,13,6,3,High,High,1,3.0,2.0,2.0,1.0,0.0,2.0,8.0,25.0,6.0,7.0,0.0,7.0,7.0,10.0,2.0,0.0,PremierLeague,66.0
eng ENG,MF,Newcastle Utd,22,1997,22,15,"1,412",15.7,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,1.4,1.4,1.0,2.3,5.0,45.0,18.0,0.09,0.06,0.15,0.09,0.15,15000000.0,Sean Longstaff,407,S. Longstaff,22,72,81,180,65,Right,74,MF,9,5000000,23000,297,60,61,47,73,56,352,68,68,69,73,74,322,61,62,56,74,69,347,73,61,75,68,70,318,54,70,68,72,54,188,64,66,58,53,6,8,13,14,12,3,Medium,Medium,1,31.0,14.0,13.0,15.0,3.0,18.0,42.0,42.9,24.0,26.0,5.0,21.0,19.0,50.0,14.0,2.0,PremierLeague,70.0
ng NGA,"FW,MF",Fulham,22,1997,34,31,"2,747",30.5,4,4,8,4,0,1,5,0,0.13,0.13,0.26,0.13,0.26,6.3,5.5,5.2,10.7,110.0,110.0,236.0,0.21,0.17,0.37,0.18,0.35,11000000.0,Ademola Lookman,139,A. Lookman,22,77,84,174,71,Right,78,MF,7,21500000,41000,327,73,74,48,72,60,334,83,67,51,53,80,412,86,82,90,69,85,340,77,64,74,55,70,305,65,32,74,72,62,74,27,23,24,54,12,12,9,15,6,4,Medium,Medium,1,35.0,11.0,18.0,9.0,8.0,13.0,44.0,29.5,31.0,31.0,1.0,30.0,20.0,55.0,9.0,0.0,PremierLeague,32.0
br BRA,MF,Aston Villa,22,1998,33,32,"2,781",30.9,0,2,2,0,0,0,10,1,0.0,0.06,0.06,0.0,0.06,1.2,1.2,1.6,2.8,47.0,131.0,32.0,0.04,0.05,0.09,0.04,0.09,15000000.0,Douglas Luiz,182,Douglas Luiz,22,76,83,175,66,Right,77,MF,7,14500000,40000,330,69,64,62,77,58,358,74,66,63,77,78,359,65,66,74,80,74,359,76,66,73,68,76,315,74,73,52,72,44,217,71,75,71,48,12,6,13,10,7,2,High,Medium,1,49.0,18.0,22.0,26.0,1.0,20.0,58.0,34.5,38.0,52.0,17.0,35.0,43.0,92.0,44.0,2.0,PremierLeague,73.0
ar ARG,"MF,FW",Brighton,21,1998,21,13,"1,115",12.4,1,1,2,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,1.3,1.3,1.5,2.7,15.0,48.0,55.0,0.1,0.12,0.22,0.1,0.22,10000000.0,Alexis Mac Allister,240,A. Mac Allister,21,75,85,174,72,Right,77,MF,10,12500000,36000,356,79,77,61,76,63,390,74,83,81,75,77,355,73,69,71,70,72,349,74,64,68,63,80,320,51,45,73,77,74,170,65,54,51,56,7,10,14,15,10,3,Medium,Medium,1,26.0,12.0,6.0,16.0,4.0,11.0,38.0,28.9,27.0,25.0,4.0,21.0,9.0,35.0,4.0,0.0,PremierLeague,45.0
eng ENG,MF,Leicester City,23,1996,31,24,"2,099",23.3,8,5,13,8,0,0,4,0,0.34,0.21,0.56,0.34,0.56,3.8,3.8,5.1,8.9,43.0,134.0,116.0,0.16,0.22,0.38,0.16,0.38,55000000.0,James Maddison,31,J. Maddison,23,82,86,175,73,Right,84,MF,4,43500000,89000,345,81,75,35,84,70,419,83,85,84,82,85,396,77,74,86,76,83,343,83,54,75,51,80,353,68,44,80,87,74,166,59,65,42,65,11,14,14,12,14,4,High,Medium,1,32.0,16.0,5.0,16.0,11.0,14.0,41.0,34.1,27.0,14.0,1.0,13.0,9.0,41.0,5.0,0.0,PremierLeague,44.0
eng ENG,"MF,DF",Arsenal,22,1997,11,5,490,5.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,12.0,24.0,21.0,0.01,0.02,0.04,0.01,0.04,16000000.0,Ainsley Maitland-Niles,237,A. Maitland-Niles,22,75,81,177,70,Right,77,MF,6,8500000,49000,296,69,58,50,75,44,322,78,64,36,68,76,387,79,83,79,75,71,344,72,55,82,69,66,356,69,73,72,73,69,220,71,77,72,54,15,9,7,10,13,3,Medium,Medium,1,11.0,7.0,6.0,5.0,0.0,8.0,12.0,66.7,4.0,12.0,2.0,10.0,14.0,25.0,7.0,1.0,PremierLeague,73.0
fr FRA,"FW,MF",Brighton,23,1996,33,29,"2,512",27.9,8,2,10,5,3,4,1,1,0.29,0.07,0.36,0.18,0.25,13.2,10.1,3.9,13.9,44.0,61.0,181.0,0.47,0.14,0.61,0.36,0.5,20000000.0,Neal Maupay,143,N. Maupay,23,77,81,171,69,Right,79,MF,4,15500000,52000,364,61,80,73,74,76,323,68,63,55,59,78,389,78,77,76,79,79,349,78,59,74,67,71,337,80,26,82,69,80,118,30,55,33,52,11,12,7,8,14,4,Medium,Medium,1,20.0,8.0,9.0,7.0,4.0,4.0,24.0,16.7,20.0,20.0,0.0,20.0,13.0,33.0,6.0,0.0,PremierLeague,26.0
eng ENG,MF,Burnley,20,1999,36,34,"3,069",34.1,2,5,7,2,0,0,1,0,0.06,0.15,0.21,0.06,0.21,1.1,1.1,6.2,7.2,102.0,101.0,102.0,0.03,0.18,0.21,0.03,0.21,22000000.0,Dwight McNeil,141,D. McNeil,20,77,83,183,70,Left,78,MF,6,16500000,39000,340,81,66,59,77,57,385,81,77,75,72,80,375,72,75,76,75,77,352,70,68,78,65,71,313,57,46,73,75,62,155,57,54,44,60,6,14,14,12,14,2,High,High,1,47.0,24.0,24.0,18.0,5.0,18.0,56.0,32.1,38.0,44.0,6.0,38.0,32.0,79.0,32.0,1.0,PremierLeague,46.0
sct SCO,MF,Manchester Utd,23,1996,32,24,"2,129",23.7,4,1,5,4,0,0,3,0,0.17,0.04,0.21,0.17,0.21,2.1,2.1,1.7,3.8,57.0,118.0,26.0,0.09,0.07,0.16,0.09,0.16,35000000.0,Scott McTominay,63,S. McTominay,23,80,85,193,88,Right,81,MF,5,29000000,90000,360,70,70,78,80,62,360,78,72,55,78,77,343,67,68,67,79,62,405,85,70,85,84,81,370,88,76,71,75,60,229,74,81,74,42,9,6,6,10,11,3,High,High,1,51.0,24.0,23.0,25.0,3.0,23.0,36.0,63.9,13.0,35.0,10.0,25.0,29.0,80.0,46.0,0.0,PremierLeague,76.0
pl POL,"DF,MF",Brighton,21,1999,12,7,647,7.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,0.9,21.0,30.0,50.0,0.11,0.02,0.13,0.11,0.13,10000000.0,Jakub Moder,517,J. Moder,21,70,83,188,78,Right,72,MF,13,3700000,18000,303,61,66,56,72,48,344,68,68,69,69,70,335,66,69,69,71,60,371,82,64,75,76,74,334,65,66,67,69,67,195,64,70,61,62,15,14,14,13,6,5,High,Medium,1,15.0,7.0,5.0,7.0,3.0,7.0,20.0,35.0,13.0,12.0,1.0,11.0,3.0,18.0,9.0,0.0,PremierLeague,66.0
eng ENG,MF,Chelsea,21,1999,36,32,"2,890",32.1,6,5,11,5,1,1,2,0,0.19,0.16,0.34,0.16,0.31,6.3,5.5,8.2,13.7,131.0,233.0,225.0,0.2,0.26,0.45,0.17,0.43,75000000.0,Mason Mount,27,M. Mount,21,82,88,178,70,Right,84,MF,6,49000000,81000,379,82,79,59,85,74,408,81,79,82,82,84,384,78,70,79,81,76,343,80,51,80,52,80,349,68,58,80,83,60,147,51,56,40,56,11,12,13,8,12,4,High,Medium,1,75.0,35.0,22.0,38.0,15.0,25.0,69.0,36.2,44.0,40.0,2.0,38.0,31.0,106.0,14.0,0.0,PremierLeague,58.0
sn SEN,MF,Sheffield Utd,20,2000,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,Iliman Ndiaye,1161,I. Ndiaye,20,59,70,180,70,Right,61,MF,11,500000,4000,250,52,55,39,60,44,299,63,63,55,57,61,326,74,62,71,49,70,272,62,50,52,58,50,214,31,29,58,56,40,69,33,20,16,46,7,9,7,15,8,2,High,Medium,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PremierLeague,29.0
ng NGA,"MF,DF",Leicester City,23,1996,26,25,"2,176",24.2,1,4,5,1,0,0,6,0,0.04,0.17,0.21,0.04,0.21,0.7,0.7,1.3,2.0,7.0,73.0,17.0,0.03,0.05,0.08,0.03,0.08,60000000.0,Wilfred Ndidi,10,W. Ndidi,23,84,87,183,74,Right,86,MF,3,52000000,95000,323,53,50,74,78,68,345,72,60,60,75,78,365,69,72,69,87,68,409,80,90,91,78,70,369,87,90,67,68,57,262,87,90,85,54,13,14,7,7,13,4,Medium,High,1,96.0,63.0,45.0,44.0,7.0,26.0,66.0,39.4,40.0,38.0,11.0,27.0,61.0,157.0,55.0,0.0,PremierLeague,90.0
eng ENG,"FW,MF",Arsenal,20,1999,2,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,4.0,6.0,0.08,0.0,0.08,0.08,0.08,9000000.0,Reiss Nelson,346,R. Nelson,20,73,82,177,75,Right,74,MF,9,6500000,40000,296,65,69,39,68,55,344,77,66,67,58,76,393,85,85,83,64,76,281,67,41,67,52,54,281,42,42,70,67,60,98,24,37,37,61,12,12,11,11,15,3,High,Medium,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,PremierLeague,42.0
pt POR,"FW,MF",Wolves,20,2000,31,30,"2,550",28.3,5,6,11,5,0,0,4,0,0.18,0.21,0.39,0.18,0.39,5.1,5.1,5.4,10.6,154.0,54.0,255.0,0.18,0.19,0.37,0.18,0.37,35000000.0,Pedro Neto,100,Pedro Neto,20,78,86,172,62,Left,79,MF,8,31000000,62000,335,70,76,49,75,65,336,83,66,51,56,80,420,86,87,86,75,86,330,76,52,72,56,74,305,53,41,76,73,62,72,32,23,17,44,6,13,7,12,6,4,High,Medium,1,16.0,9.0,4.0,6.0,6.0,6.0,28.0,21.4,22.0,18.0,2.0,16.0,31.0,47.0,8.0,0.0,PremierLeague,41.0
pt POR,MF,Wolves,23,1997,36,31,"2,675",29.7,5,1,6,2,3,3,8,0,0.17,0.03,0.2,0.07,0.1,5.1,2.7,1.9,4.6,22.0,212.0,25.0,0.17,0.06,0.23,0.09,0.15,45000000.0,Rúben Neves,32,Rúben Neves,23,82,87,180,80,Right,83,MF,5,46000000,89000,367,78,66,53,88,82,412,76,85,84,85,82,347,65,61,68,80,73,382,86,67,78,67,84,388,83,78,65,86,76,223,76,77,70,56,16,12,10,8,10,4,Low,High,2,86.0,46.0,42.0,38.0,6.0,36.0,88.0,40.9,52.0,55.0,11.0,44.0,65.0,151.0,46.0,2.0,PremierLeague,78.0
eng ENG,MF,Fulham,23,1997,11,4,374,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,8.0,19.0,14.0,0.09,0.01,0.1,0.09,0.1,6000000.0,Josh Onomah,569,J. Onomah,23,69,76,185,70,Right,72,MF,7,2800000,33000,304,53,68,54,72,57,327,75,59,54,63,76,354,68,67,73,71,75,326,65,61,71,70,59,296,51,56,69,67,53,166,58,59,49,50,6,13,12,9,10,3,Medium,Medium,1,11.0,8.0,1.0,6.0,4.0,0.0,5.0,0.0,5.0,4.0,2.0,2.0,2.0,13.0,1.0,0.0,PremierLeague,56.0
us USA,"MF,FW",Wolves,19,2001,6,2,187,2.1,0,1,1,0,0,0,1,0,0.0,0.48,0.48,0.0,0.48,0.5,0.5,0.1,0.6,3.0,3.0,7.0,0.24,0.06,0.3,0.24,0.3,1500000.0,Owen Otasowie,1080,O. Otasowie,19,60,76,191,88,Right,61,MF,16,600000,5000,242,44,43,53,64,38,273,59,40,51,61,62,282,55,65,56,54,52,287,50,58,64,68,47,274,62,55,54,60,43,162,54,56,52,52,6,13,13,6,14,3,Medium,Medium,1,5.0,5.0,3.0,2.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,3.0,8.0,4.0,0.0,PremierLeague,55.0
eng ENG,MF,Leeds United,20,2000,14,0,355,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.1,1.4,21.0,17.0,47.0,0.08,0.28,0.36,0.08,0.36,1500000.0,Ian Poveda,565,I. Poveda,20,69,82,167,64,Left,70,MF,13,3400000,28000,259,65,58,27,64,45,272,76,38,36,48,74,392,84,82,81,65,80,260,52,43,65,55,45,225,33,27,56,62,47,94,35,31,28,42,7,9,7,8,11,3,High,Medium,1,5.0,4.0,3.0,0.0,2.0,1.0,7.0,14.3,6.0,5.0,1.0,4.0,1.0,6.0,2.0,0.0,PremierLeague,27.0
us USA,"FW,MF",Chelsea,21,1998,27,18,"1,738",19.3,4,2,6,4,0,0,2,0,0.21,0.1,0.31,0.21,0.31,6.1,6.1,2.8,8.9,86.0,82.0,160.0,0.32,0.15,0.46,0.32,0.46,50000000.0,Christian Pulisic,36,C. Pulisic,21,81,87,177,69,Right,83,MF,6,41500000,83000,342,72,73,50,77,70,358,87,69,58,59,85,432,91,87,87,79,88,344,77,79,76,54,58,296,45,33,78,79,61,117,38,32,47,63,8,12,13,16,14,4,Medium,Medium,3,19.0,11.0,8.0,10.0,1.0,8.0,21.0,38.1,13.0,25.0,2.0,23.0,12.0,31.0,9.0,0.0,PremierLeague,33.0
eng ENG,MF,Aston Villa,19,2001,22,6,626,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,8.0,23.0,21.0,0.07,0.04,0.11,0.07,0.11,5000000.0,Jacob Ramsey,671,J. Ramsey,19,67,82,180,72,Right,69,MF,15,2400000,10000,255,42,60,39,70,44,299,71,47,45,66,70,330,66,67,68,61,68,293,56,56,62,58,61,261,41,40,65,70,45,138,41,48,49,49,14,9,8,6,12,3,High,Medium,1,10.0,5.0,3.0,4.0,3.0,2.0,12.0,16.7,10.0,13.0,6.0,7.0,4.0,14.0,5.0,0.0,PremierLeague,40.0
eng ENG,MF,West Ham,21,1999,32,32,"2,879",32.0,2,1,3,1,1,2,2,0,0.06,0.03,0.09,0.03,0.06,3.2,1.6,1.8,3.4,74.0,169.0,37.0,0.1,0.06,0.16,0.05,0.11,65000000.0,Declan Rice,42,D. Rice,21,81,86,185,80,Right,82,MF,5,36500000,35000,278,50,40,69,81,38,330,74,55,45,78,78,322,65,69,53,77,58,362,70,73,83,76,60,351,82,83,54,72,60,242,80,83,79,47,8,11,14,5,9,3,Medium,High,1,59.0,35.0,33.0,25.0,1.0,21.0,51.0,41.2,30.0,39.0,11.0,28.0,59.0,118.0,41.0,0.0,PremierLeague,83.0
eng ENG,"FW,MF",Burnley,17,2003,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,200000.0,Lewis Richardson,1165,L. Richardson,17,59,74,179,70,Right,61,MF,15,525000,2000,259,38,61,57,50,53,241,58,48,34,41,60,324,73,65,63,54,69,282,61,65,59,48,49,216,31,19,60,51,55,63,22,23,18,44,10,6,7,9,12,3,Medium,Medium,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PremierLeague,19.0
nl NED,MF,Crystal Palace,23,1996,33,19,"1,820",20.2,2,0,2,2,0,0,4,0,0.1,0.0,0.1,0.1,0.1,0.6,0.6,0.8,1.3,15.0,73.0,23.0,0.03,0.04,0.07,0.03,0.07,8000000.0,Jaïro Riedewald,238,J. Riedewald,23,75,78,182,79,Left,76,MF,3,7000000,36000,307,65,51,69,77,45,290,66,35,38,75,76,304,48,55,66,72,63,330,69,67,58,74,62,317,73,76,53,73,42,220,74,75,71,61,15,7,15,9,15,2,Medium,Medium,1,34.0,15.0,13.0,17.0,4.0,16.0,36.0,44.4,20.0,39.0,7.0,32.0,29.0,63.0,25.0,0.0,PremierLeague,76.0
wls WAL,"MF,FW",Leeds United,21,1999,27,14,"1,340",14.9,1,2,3,1,0,0,3,0,0.07,0.13,0.2,0.07,0.2,1.8,1.8,2.3,4.1,33.0,53.0,89.0,0.12,0.16,0.28,0.12,0.28,6000000.0,Tyler Roberts,347,T. Roberts,21,73,80,180,75,Right,75,MF,7,6000000,49000,330,64,70,65,72,59,316,75,57,42,65,77,369,75,76,77,67,74,350,73,60,76,77,64,309,57,37,72,73,70,97,31,39,27,55,12,8,13,9,13,3,Medium,Medium,1,15.0,13.0,1.0,11.0,3.0,5.0,22.0,22.7,17.0,17.0,2.0,15.0,9.0,24.0,12.0,0.0,PremierLeague,37.0
fr FRA,"FW,MF",Newcastle Utd,23,1997,25,19,"1,560",17.3,3,4,7,3,0,0,0,0,0.17,0.23,0.4,0.17,0.4,2.6,2.6,3.7,6.3,81.0,65.0,86.0,0.15,0.21,0.36,0.15,0.36,30000000.0,Allan Saint-Maximin,77,A. Saint-Maximin,23,79,85,173,67,Right,80,MF,6,27500000,41000,321,70,65,53,74,59,368,90,73,58,64,83,440,93,93,93,74,87,359,80,67,74,68,70,254,36,17,72,71,58,69,28,18,23,45,10,9,12,7,7,4,High,Low,2,16.0,9.0,6.0,9.0,1.0,4.0,9.0,44.4,5.0,10.0,0.0,10.0,4.0,20.0,2.0,0.0,PremierLeague,17.0
